oiii_5007_flux,nii_6584_flux,h_beta_flux,h_alpha_flux,oiii_hbeta_ratio,nii_halpha_ratio,class,subclass
132.8862,278.3137,70.10115,183.1857,1.895636,1.519298,GALAXY,BROADLINE
2141.063,220.6049,781.2589,2453.921,2.74053,0.08989893,GALAXY,STARBURST
43.67199,77.99361,32.085,83.36719,1.361134,0.9355433,GALAXY,BROADLINE
74.01881,851.6698,421.1026,2087.071,0.1757738,0.4080694,GALAXY,STARBURST
34.94878,163.192,54.64624,266.0399,0.6395459,0.6134117,GALAXY,STARFORMING
74.68004,457.0209,246.7569,1082.922,0.3026462,0.4220255,GALAXY,STARFORMING
297.9874,572.9457,535.697,2008.5,0.5562611,0.2852606,GALAXY,STARBURST
35.14323,112.0971,22.96129,84.53151,1.530543,1.326099,GALAXY,BROADLINE
52.9028,81.42072,20.21087,96.73683,2.617543,0.8416724,GALAXY,BROADLINE
22.94992,92.23811,17.74886,74.23956,1.293036,1.242439,GALAXY,BROADLINE
45.54643,103.2991,20.32749,92.99428,2.240632,1.110812,GALAXY,BROADLINE
128.5184,429.9887,95.04176,346.5287,1.352231,1.240846,GALAXY,BROADLINE
131.0208,1099.545,379.5331,2319.945,0.3452159,0.4739528,GALAXY,STARFORMING
4887.686,2144.424,2969.354,9668.336,1.646043,0.2217986,GALAXY,STARBURST
100.5197,145.2044,82.61692,164.519,1.216697,0.8826001,GALAXY,BROADLINE
217.1909,463.5652,100.35,308.2364,2.164335,1.503927,GALAXY,BROADLINE
221.805,544.3401,80.68275,398.467,2.7491,1.366086,GALAXY,BROADLINE
107.8025,1103.613,645.3887,2591.967,0.1670349,0.425782,GALAXY,STARFORMING
2055.715,205.7148,762.2938,2218.36,2.696749,0.09273285,GALAXY,STARBURST
339.3191,364.3384,238.1575,913.3909,1.424768,0.3988855,GALAXY,STARFORMING
67.42323,316.506,59.88015,231.7584,1.12597,1.365672,GALAXY,AGN
397.0413,579.7974,53.31718,339.9698,7.446781,1.705438,GALAXY,
169.7092,1065.339,326.563,1622.975,0.5196828,0.6564108,GALAXY,STARFORMING
96.24347,528.73,159.8145,794.5302,0.6022201,0.6654626,GALAXY,STARFORMING
201.2907,430.8555,128.325,632.7863,1.568601,0.6808864,GALAXY,AGN
133.8292,963.9767,463.1262,1859.106,0.2889692,0.5185164,GALAXY,STARFORMING
1802.648,1633.201,629.8487,2483.975,2.862034,0.657495,GALAXY,AGN
41.79954,156.9189,53.39894,216.9138,0.7827783,0.7234158,GALAXY,AGN
81.97357,354.9236,194.9846,684.9479,0.4204105,0.518176,GALAXY,STARFORMING BROADLINE
49.95271,279.9547,169.2189,682.2465,0.2951958,0.4103425,GALAXY,STARFORMING
1035.059,11327.55,4447.57,19804.22,0.2327246,0.5719764,GALAXY,STARBURST
1097.839,3161.461,364.6638,1627.747,3.010552,1.942231,GALAXY,AGN
44.83813,158.0713,130.6656,419.5094,0.3431518,0.3768003,GALAXY,STARFORMING
716.2837,776.9305,183.6861,1068.022,3.899498,0.727448,GALAXY,AGN BROADLINE
135.2468,53.95197,76.35136,251.8301,1.771374,0.2142396,GALAXY,STARFORMING
46.30285,803.074,245.9776,2279.313,0.1882401,0.3523315,GALAXY,STARFORMING
87.40623,234.8429,200.7558,758.567,0.4353859,0.3095876,GALAXY,STARFORMING
108.7206,155.4072,85.28259,179.7516,1.274828,0.8645662,GALAXY,AGN BROADLINE
6729.555,2136.215,928.8184,3834.808,7.245286,0.5570592,GALAXY,AGN
70.26254,405.7342,201.9345,854.0805,0.3479471,0.4750538,GALAXY,STARFORMING
537.8494,311.7314,417.3955,1508.548,1.288584,0.2066433,GALAXY,STARBURST
94.55556,679.321,372.8835,1509.113,0.2535793,0.450146,GALAXY,STARFORMING
297.5076,362.0918,423.8577,1410.137,0.7019044,0.2567777,GALAXY,STARBURST
102.4244,95.61901,31.05786,96.0279,3.297857,0.995742,GALAXY,BROADLINE
115.4262,157.4736,80.39015,218.2165,1.435825,0.7216393,GALAXY,BROADLINE
53.58146,40.57557,22.95357,56.2981,2.334341,0.720727,GALAXY,BROADLINE
726.2908,347.2574,501.8161,1695.587,1.447325,0.2048007,GALAXY,STARFORMING
206.9172,428.9828,126.6537,389.5372,1.633724,1.101263,GALAXY,AGN BROADLINE
72.35931,150.7067,43.28411,142.2006,1.671729,1.059818,GALAXY,
420.6646,818.2651,722.3129,2626.005,0.5823855,0.3116007,GALAXY,STARBURST
122.7653,152.0144,46.57806,165.7143,2.63569,0.9173282,GALAXY,AGN
44.26082,116.884,23.61263,86.23957,1.874455,1.35534,GALAXY,BROADLINE
152.3978,455.8994,89.7747,355.8801,1.697558,1.281048,GALAXY,BROADLINE
214.6794,788.5266,98.91177,558.6741,2.170413,1.411425,GALAXY,BROADLINE
35.96411,103.941,63.29774,92.65132,0.5681736,1.121851,GALAXY,BROADLINE
283.4187,621.4313,158.8723,598.0797,1.78394,1.039044,GALAXY,AGN
120.4518,122.1225,31.88703,119.6294,3.777454,1.02084,GALAXY,BROADLINE
61.03,84.88641,38.45169,88.22795,1.587186,0.9621261,GALAXY,BROADLINE
77.93363,391.319,163.8732,732.0427,0.4755726,0.5345576,GALAXY,STARFORMING
78.46451,104.7426,39.84615,108.7614,1.969187,0.9630498,GALAXY,
29.53423,195.5488,38.35725,120.0485,0.7699779,1.628915,GALAXY,
79.64045,2446.315,527.2005,2903.611,0.1510629,0.8425078,GALAXY,STARFORMING
2058.328,2319.284,1521.05,6011.126,1.353228,0.3858318,GALAXY,STARBURST
159.6949,760.7196,391.7705,1616.085,0.4076237,0.4707174,GALAXY,STARFORMING
633.1899,3092.075,1147.451,4687.902,0.5518231,0.6595861,GALAXY,STARFORMING
142.7481,2294.917,601.2401,4676.298,0.2374228,0.4907552,GALAXY,STARFORMING
276.6197,559.9866,223.1246,663.1437,1.239755,0.8444423,GALAXY,AGN BROADLINE
123.6174,254.5491,75.47269,204.149,1.637909,1.246879,GALAXY,BROADLINE
266.7648,1293.288,159.6467,627.265,1.67097,2.061789,GALAXY,AGN BROADLINE
67.93123,140.0918,33.7346,110.757,2.013696,1.264857,GALAXY,BROADLINE
154.5978,162.8001,68.47856,198.6793,2.257609,0.8194113,GALAXY,BROADLINE
29.34442,82.91508,23.73733,75.15179,1.236214,1.103302,GALAXY,BROADLINE
311.3846,1051.812,439.8564,2057.022,0.7079235,0.5113277,GALAXY,STARFORMING
118.2134,468.7492,78.9101,404.7256,1.498077,1.15819,GALAXY,BROADLINE
49.40711,319.7461,119.125,503.1718,0.4147501,0.6354611,GALAXY,STARFORMING BROADLINE
221.2672,245.8423,118.2206,246.12,1.871646,0.9988716,GALAXY,BROADLINE
95.70547,210.8182,44.00045,140.2651,2.175102,1.502998,GALAXY,BROADLINE
47.16491,186.4405,66.66055,301.6982,0.7075385,0.6179702,GALAXY,BROADLINE
2782.235,6373.422,2835.161,15612.58,0.9813321,0.4082237,GALAXY,STARBURST
95.30748,180.162,61.70026,162.0215,1.544685,1.111964,GALAXY,
59.13407,153.4069,24.54325,115.2814,2.409382,1.330716,GALAXY,BROADLINE
247.0402,4117.781,1582.393,7996.467,0.1561181,0.51495,GALAXY,STARBURST
75.92509,410.2394,177.4989,801.6859,0.4277497,0.5117209,GALAXY,STARFORMING
190.3147,472.5334,124.406,332.2785,1.529787,1.4221,GALAXY,BROADLINE
243.3211,1848.884,942.5361,4075.795,0.2581558,0.4536255,GALAXY,STARFORMING
166.8517,1082.414,283.0674,1267.261,0.5894416,0.8541365,GALAXY,STARFORMING BROADLINE
185.2964,3524.158,1503.791,5445.538,0.1232195,0.6471643,GALAXY,STARBURST
92.90167,488.6393,112.7672,482.8284,0.823836,1.012035,GALAXY,AGN BROADLINE
149.3976,532.6129,293.0728,1173.12,0.5097627,0.4540138,GALAXY,STARFORMING
228.4237,279.0559,160.6909,368.5282,1.42151,0.7572171,GALAXY,AGN BROADLINE
237.8362,1030.707,378.2467,1424.602,0.628786,0.7235055,GALAXY,STARFORMING
8295.316,2644.452,3371.086,17429.35,2.460726,0.1517241,GALAXY,STARBURST
3576.736,6027.313,3131.999,14658.14,1.141998,0.4111922,GALAXY,STARBURST
204.4987,774.0873,220.8447,613.8288,0.9259844,1.26108,GALAXY,AGN BROADLINE
51.52697,130.1001,29.01519,110.031,1.775862,1.182395,GALAXY,BROADLINE
58.78199,99.56056,49.96962,156.3383,1.176355,0.6368278,GALAXY,BROADLINE
856.356,1485.802,662.8353,3118.851,1.291959,0.4763941,GALAXY,STARBURST
1749.655,480.6317,732.845,2481.678,2.387482,0.193672,GALAXY,STARBURST
39.28075,287.2296,94.12143,650.0021,0.4173412,0.4418904,GALAXY,STARFORMING
1133.017,391.5725,754.8333,2355.37,1.501017,0.1662467,GALAXY,STARBURST
39.83118,59.37041,16.2377,61.2093,2.453006,0.9699574,GALAXY,BROADLINE
42.747,142.3213,36.46496,129.8605,1.172276,1.095955,GALAXY,BROADLINE
121.4247,1329.873,468.6282,2751.297,0.2591066,0.4833622,GALAXY,STARFORMING
2068.018,2443.335,1459.279,5943.818,1.41715,0.4110716,GALAXY,STARBURST
235.1591,294.4908,157.5915,342.1269,1.492207,0.8607648,GALAXY,AGN BROADLINE
582.5078,2650.44,1376.924,5056.438,0.4230502,0.5241714,GALAXY,STARBURST
107.5646,1216.78,702.7158,3212.755,0.1530699,0.3787342,GALAXY,STARFORMING
417.623,2409.254,426.3409,3026.863,0.9795517,0.7959574,GALAXY,STARFORMING
180.5671,248.0086,115.1399,393.9262,1.568241,0.6295814,GALAXY,
520.5664,2740.887,840.7063,4881.967,0.6192012,0.5614308,GALAXY,STARFORMING
163.1563,622.0557,212.0451,859.5497,0.7694417,0.7236995,GALAXY,STARFORMING BROADLINE
167.6216,620.9647,190.9049,500.0597,0.878037,1.241781,GALAXY,AGN BROADLINE
102.8968,321.0902,136.8257,298.2502,0.7520283,1.07658,GALAXY,AGN BROADLINE
322.488,1659.211,357.5612,1833.768,0.9019098,0.9048098,GALAXY,STARFORMING
48.4282,109.3471,29.39003,105.8112,1.647777,1.033417,GALAXY,BROADLINE
439.2678,556.5782,539.1512,1928.083,0.8147395,0.2886693,GALAXY,STARBURST
89.17094,243.5643,61.81054,182.5033,1.442649,1.334575,GALAXY,BROADLINE
241.8594,203.454,242.2523,790.5424,0.9983782,0.25736,GALAXY,STARFORMING
228.3233,332.0574,130.4644,352.1212,1.750081,0.9430202,GALAXY,BROADLINE
561.1763,620.0989,176.9318,704.627,3.171709,0.8800386,GALAXY,AGN
7271.119,338.3695,1768.915,4717.712,4.110496,0.07172322,GALAXY,STARBURST
69.69997,104.7248,45.12333,111.7822,1.544655,0.9368646,GALAXY,BROADLINE
67.83932,180.1397,31.06418,87.20211,2.183844,2.065772,GALAXY,BROADLINE
151.7438,1704.94,713.1404,3564.81,0.2127825,0.4782694,GALAXY,STARFORMING
690.1848,451.8427,213.9388,591.527,3.226086,0.7638581,GALAXY,
492.7523,1171.253,324.2289,1213.585,1.519766,0.9651187,GALAXY,AGN
208.4687,346.3397,68.49149,278.3849,3.043717,1.244104,GALAXY,
1194.544,1132.153,703.7169,2329.86,1.697478,0.4859318,GALAXY,STARFORMING
66.95015,361.9231,93.7262,646.7882,0.7143162,0.5595697,GALAXY,AGN BROADLINE
463.7224,434.6016,359.2458,1212.021,1.290822,0.358576,GALAXY,STARFORMING
97.22199,1830.766,704.9414,3684.828,0.137915,0.496839,GALAXY,STARBURST
184.2695,146.4065,47.16758,116.3211,3.906698,1.258642,GALAXY,
60.79649,431.5605,294.4742,1228.359,0.2064578,0.3513309,GALAXY,STARFORMING
3080.588,3111.568,3205.989,13448.1,0.9608855,0.2313761,GALAXY,STARBURST
95.73929,1139.376,464.6168,2202.99,0.2060608,0.5171953,GALAXY,STARFORMING
92.89081,1321.042,699.2009,3163.79,0.1328528,0.4175507,GALAXY,STARBURST
73.53647,128.2608,73.58406,160.9377,0.9993532,0.7969597,GALAXY,
114.9052,595.5143,57.69132,302.0363,1.991725,1.971665,GALAXY,AGN BROADLINE
355.7972,871.1136,272.3611,978.3191,1.306344,0.8904186,GALAXY,AGN BROADLINE
195.5715,408.2613,114.9784,391.0006,1.700942,1.044145,GALAXY,AGN BROADLINE
46.15541,184.7592,89.9816,306.5034,0.5129428,0.6027967,GALAXY,STARFORMING
48.91881,155.9269,109.4191,343.5617,0.4470775,0.4538543,GALAXY,STARFORMING
50.12107,132.9302,39.82523,113.4494,1.258526,1.171713,GALAXY,
132.0547,254.7631,63.95876,169.2926,2.064685,1.504869,GALAXY,BROADLINE
1389.691,6081.352,3902.108,16548.14,0.3561385,0.3674945,GALAXY,STARBURST
101.2632,104.1592,91.96197,214.1108,1.101142,0.4864731,GALAXY,
124.3489,300.8698,85.57474,255.7248,1.453103,1.176538,GALAXY,BROADLINE
295.3614,607.0221,258.3612,1040.686,1.143211,0.5832905,GALAXY,STARFORMING
732.6837,2228.227,868.057,4306.438,0.8440502,0.5174176,GALAXY,STARFORMING
46.46917,99.09053,43.52632,95.40961,1.067611,1.03858,GALAXY,BROADLINE
84.98193,499.4438,105.3115,648.1239,0.806958,0.7705992,GALAXY,STARFORMING
430.9927,238.2887,36.50747,152.5057,11.8056,1.56249,GALAXY,BROADLINE
599.4363,1620.505,607.5152,2917.169,0.9867017,0.5555061,GALAXY,STARBURST
4134.91,5345.062,4891.938,16079.74,0.8452498,0.3324098,GALAXY,STARBURST
285.2198,2125.447,1184.96,4815.82,0.2407,0.4413468,GALAXY,STARFORMING
59.50345,215.949,39.30141,130.3235,1.514028,1.657022,GALAXY,BROADLINE
135.2912,336.6105,57.726,237.143,2.343679,1.419441,GALAXY,BROADLINE
185.8391,354.0273,87.85116,301.3992,2.115386,1.174613,GALAXY,BROADLINE
95.53978,310.6591,182.9406,701.7808,0.5222447,0.4426725,GALAXY,STARFORMING BROADLINE
186.219,308.3112,145.7126,571.0969,1.277988,0.539858,GALAXY,STARFORMING BROADLINE
298.3256,664.0901,152.5538,581.9186,1.955543,1.141208,GALAXY,AGN
104.0478,258.0076,94.25947,184.8659,1.103845,1.395647,GALAXY,BROADLINE
81.99693,807.6415,309.3317,1598.466,0.2650777,0.5052603,GALAXY,STARFORMING
73.78905,72.17674,30.58701,78.75291,2.412431,0.9164962,GALAXY,BROADLINE
455.0986,732.5,569.1046,2388.482,0.7996747,0.3066801,GALAXY,STARFORMING
154.2365,245.4339,44.782,173.0696,3.444162,1.418123,GALAXY,BROADLINE
43.25731,158.0336,26.38503,90.65086,1.639464,1.743322,GALAXY,BROADLINE
140.6149,146.2638,67.60653,162.4741,2.079902,0.9002283,GALAXY,BROADLINE
1030.499,1028.453,158.5034,797.8468,6.501431,1.289035,GALAXY,AGN BROADLINE
224.547,1973.625,862.7401,4470.482,0.2602718,0.4414793,GALAXY,STARFORMING
1086.957,3010.845,1582.364,5999.017,0.6869197,0.5018898,GALAXY,STARBURST
1026.814,987.6561,949.103,3515.597,1.081878,0.2809355,GALAXY,STARFORMING
63.11298,114.6861,31.16889,95.95247,2.024871,1.195238,GALAXY,BROADLINE
53.69291,64.59053,17.4569,65.22912,3.075741,0.9902101,GALAXY,BROADLINE
43.77901,215.7392,25.15762,180.2654,1.740189,1.196786,GALAXY,BROADLINE
570.897,2030.835,500.8777,2560.91,1.139793,0.7930132,GALAXY,STARFORMING
93.07463,368.8078,116.516,517.9783,0.7988139,0.712014,GALAXY,BROADLINE
4072.924,2478.793,389.5215,2085.451,10.45622,1.188612,GALAXY,AGN
577.459,1377.294,657.1082,2320.722,0.8787884,0.5934765,GALAXY,STARFORMING
209.1584,214.5067,141.8693,357.765,1.474304,0.5995742,GALAXY,
93.63377,1201.184,222.4413,1794.495,0.4209369,0.6693713,GALAXY,
85.45663,128.0909,47.90237,112.2611,1.783975,1.141009,GALAXY,BROADLINE
456.4222,1259.511,857.3526,3249.227,0.5323623,0.3876341,GALAXY,STARFORMING
287.9846,3233.772,1364.025,7176.116,0.2111285,0.4506299,GALAXY,STARBURST
63.45787,454.5852,275.0466,1248.714,0.2307168,0.3640425,GALAXY,STARFORMING
301.3725,306.4826,200.1344,680.5145,1.505851,0.450369,GALAXY,AGN BROADLINE
704.2949,1926.079,968.8214,4344.326,0.7269605,0.4433552,GALAXY,STARFORMING
182.3117,564.3146,166.2574,594.1346,1.096563,0.9498093,GALAXY,BROADLINE
31.9018,173.7966,103.7708,488.7152,0.3074257,0.3556193,GALAXY,BROADLINE
57.58485,423.887,175.0838,1039.214,0.3288989,0.4078921,GALAXY,STARFORMING
1149.665,2133.057,710.8599,2975.852,1.617287,0.7167886,GALAXY,STARFORMING
99.03506,210.8851,57.94275,204.099,1.709188,1.033249,GALAXY,BROADLINE
19.41157,48.09674,22.62053,62.63954,0.8581396,0.7678335,GALAXY,
71.68056,153.5428,22.47028,116.4147,3.190016,1.318929,GALAXY,BROADLINE
141.8971,136.6915,46.43078,137.7231,3.0561,0.99251,GALAXY,AGN
70.76586,155.3085,40.38296,140.0416,1.752369,1.109017,GALAXY,BROADLINE
2402.944,3451.395,3685.008,13171.2,0.6520865,0.262041,GALAXY,STARBURST
34.37462,134.4464,30.09818,116.7162,1.142083,1.151908,GALAXY,BROADLINE
45.40165,362.7391,201.4609,835.7939,0.2253621,0.4340055,GALAXY,STARFORMING
29.55753,59.01689,33.09515,77.73664,0.8931076,0.7591901,GALAXY,
57.48952,304.1326,157.6204,703.2859,0.3647341,0.4324451,GALAXY,STARFORMING
244.873,2074.352,507.8084,3314.868,0.4822153,0.6257721,GALAXY,STARFORMING
345.8728,853.2526,216.1277,803.5585,1.600317,1.061843,GALAXY,AGN
45.80608,83.46696,24.40679,95.68777,1.876776,0.8722845,GALAXY,BROADLINE
108.3453,242.2146,63.04348,168.1538,1.71858,1.440435,GALAXY,
44.03122,412.7115,212.1412,1010.639,0.2075562,0.4083667,GALAXY,STARFORMING
13.83089,40.25853,12.34777,26.74763,1.120112,1.505125,GALAXY,
937.1672,326.4864,599.9487,1766.253,1.562079,0.1848469,GALAXY,STARBURST
213.4467,173.3242,245.9491,728.4457,0.8678491,0.237937,GALAXY,STARFORMING
221.8488,1898.237,1058.584,5413.769,0.2095712,0.3506313,GALAXY,STARBURST
99.86073,329.3289,278.9562,956.2443,0.3579799,0.3443983,GALAXY,STARFORMING
150.873,411.0791,222.1254,992.0758,0.6792247,0.4143626,GALAXY,STARFORMING
172.4489,1495.045,917.3574,3543.482,0.1879844,0.4219139,GALAXY,STARBURST
66.44958,755.6008,318.4162,1335.11,0.2086878,0.5659464,GALAXY,STARFORMING
1623.991,859.6522,184.8906,777.0163,8.783524,1.10635,GALAXY,AGN
100.7862,818.918,371.5432,1753.893,0.2712637,0.4669144,GALAXY,STARFORMING
78.43416,497.0024,115.0233,612.879,0.6818982,0.8109307,GALAXY,STARFORMING
68.33032,388.0303,145.7529,575.3583,0.4688093,0.6744151,GALAXY,STARFORMING BROADLINE
2370.675,1176.798,439.3545,1524.996,5.395814,0.771673,GALAXY,AGN
82.27954,957.5192,505.3761,2517.918,0.1628085,0.3802821,GALAXY,STARFORMING
43.62145,121.3354,25.34258,87.25851,1.721271,1.390528,GALAXY,
1796.376,2371.508,736.6923,3303.951,2.438435,0.7177794,GALAXY,AGN
33.14077,99.2342,30.62161,70.38925,1.082267,1.409792,GALAXY,BROADLINE
25.7137,59.13488,14.50603,45.11355,1.772621,1.310801,GALAXY,
1123.271,818.2813,162.1948,574.8623,6.925443,1.423439,GALAXY,AGN
19.07298,72.97021,20.03215,54.16376,0.9521188,1.347215,GALAXY,BROADLINE
199.4774,639.6384,434.6039,1687.322,0.4589868,0.3790851,GALAXY,STARBURST
1086.751,175.5866,476.3092,1410.309,2.281609,0.1245023,GALAXY,STARFORMING
30.93767,64.37,21.10448,53.98677,1.465929,1.192329,GALAXY,BROADLINE
40.31791,115.3744,30.52315,129.983,1.320896,0.8876114,GALAXY,
5639.006,237.3731,1402.151,4075.111,4.021682,0.05824948,GALAXY,STARBURST
3420.081,3484.113,819.0651,3599.817,4.175591,0.9678584,GALAXY,AGN
85.21669,246.5784,53.95181,175.9189,1.579496,1.401659,GALAXY,AGN
118.9922,444.3672,66.30856,313.6648,1.794522,1.416695,GALAXY,AGN BROADLINE
172.1281,1067.817,557.9153,2275.672,0.3085201,0.4692313,GALAXY,STARFORMING
3190.005,3140.456,361.6836,1626.058,8.819876,1.931331,GALAXY,AGN
56.21196,84.84783,31.91691,78.98113,1.761197,1.07428,GALAXY,BROADLINE
126.1024,208.9472,61.65615,262.5349,2.045252,0.7958833,GALAXY,AGN
176.0314,307.4327,126.1171,380.8809,1.395777,0.8071625,GALAXY,BROADLINE
103.1774,209.0202,64.18906,147.4253,1.607399,1.417804,GALAXY,BROADLINE
309.1106,414.9007,137.2274,503.8937,2.252543,0.8233893,GALAXY,AGN BROADLINE
96.38772,694.0907,383.0048,1387.184,0.2516619,0.5003595,GALAXY,STARFORMING
110.3093,493.024,111.0155,519.777,0.9936383,0.9485298,GALAXY,BROADLINE
137.0189,1183.314,672.5318,3259.652,0.2037359,0.3630184,GALAXY,STARFORMING
259.5525,2067.57,1035.821,4047.246,0.2505766,0.5108586,GALAXY,STARFORMING
797.8801,1051.947,89.22804,556.9174,8.942033,1.888874,GALAXY,
210.1498,1449.795,663.3504,2765.524,0.3168005,0.5242386,GALAXY,STARBURST
105.352,180.0612,39.83431,134.2088,2.644754,1.34165,GALAXY,BROADLINE
1468.227,2299.643,461.1592,1944.377,3.183774,1.182715,GALAXY,AGN
258.7959,690.7801,151.3136,532.2633,1.710328,1.297817,GALAXY,AGN BROADLINE
290.1295,2150.149,249.4755,1018.766,1.162958,2.110542,GALAXY,BROADLINE
603.2176,1714.037,1152.151,4758.372,0.5235578,0.3602149,GALAXY,STARBURST
173.1686,1085.802,519.1756,2519.285,0.3335453,0.4309959,GALAXY,STARFORMING
366.3863,2818.417,1414.765,5959.053,0.2589732,0.4729639,GALAXY,STARFORMING
174.6303,321.2444,61.42393,235.739,2.843033,1.362712,GALAXY,BROADLINE
169.5083,178.2786,61.83147,206.6187,2.741456,0.8628383,GALAXY,BROADLINE
184.2285,3250.851,710.0223,4243.52,0.2594686,0.7660741,GALAXY,STARFORMING
163.7771,495.9596,73.39268,282.2922,2.231518,1.756902,GALAXY,BROADLINE
108.7433,395.7936,121.2102,663.1885,0.8971458,0.5968041,GALAXY,BROADLINE
338.9511,703.2765,364.1421,1365.608,0.930821,0.5149916,GALAXY,STARFORMING
731.9827,395.2498,526.8243,1779.992,1.389425,0.2220515,GALAXY,STARFORMING
138.2802,78.28135,50.6273,164.1876,2.731336,0.4767799,GALAXY,AGN BROADLINE
93.51083,67.37181,74.23348,148.1751,1.259685,0.4546769,GALAXY,
56.41619,178.8297,37.83551,117.2535,1.491091,1.525154,GALAXY,BROADLINE
299.7671,1274.404,212.8167,898.6118,1.40857,1.418192,GALAXY,AGN BROADLINE
110.7001,668.6763,209.3927,756.8812,0.5286724,0.8834627,GALAXY,STARFORMING BROADLINE
71.71195,216.733,67.71734,214.9987,1.05899,1.008067,GALAXY,BROADLINE
7239.438,2597.058,1495.548,5800.638,4.840661,0.4477193,GALAXY,AGN
1522.805,825.7416,1020.533,4107.485,1.492166,0.2010334,GALAXY,STARBURST
503.1044,874.8703,322.9061,744.0453,1.558051,1.175829,GALAXY,AGN BROADLINE
174.1039,204.1462,105.3464,197.7394,1.652679,1.0324,GALAXY,BROADLINE
269.316,522.283,203.2472,754.3617,1.325066,0.6923509,GALAXY,BROADLINE
268.9709,1537.084,271.4026,1268.191,0.9910401,1.212028,GALAXY,AGN
459.0843,1049.085,232.1178,659.0656,1.977808,1.591776,GALAXY,BROADLINE
4670.918,1960.849,1681.263,5943.062,2.778221,0.3299392,GALAXY,STARBURST
424.2086,2703.162,859.5808,3358.509,0.4935063,0.8048699,GALAXY,STARFORMING
422.3838,167.7037,72.25724,166.2164,5.845557,1.008948,GALAXY,BROADLINE
118.0305,242.9499,79.87676,212.322,1.477658,1.144252,GALAXY,BROADLINE
2543.769,3413.544,2892.479,10535.55,0.8794426,0.3240025,GALAXY,STARBURST
142.616,329.9475,56.17383,240.4028,2.538834,1.372478,GALAXY,BROADLINE
460.6145,7286.8,1765.048,13217.05,0.2609643,0.5513182,GALAXY,STARBURST
6923.906,5358.045,2027.236,9007.248,3.415442,0.5948593,GALAXY,AGN
585.2499,278.4561,96.83932,287.0373,6.043515,0.970104,GALAXY,BROADLINE
173.5757,136.0948,99.20873,136.9855,1.749601,0.9934972,GALAXY,
11558.62,880.2357,3412.249,10021.19,3.38739,0.08783742,GALAXY,STARBURST
360.2298,1350.743,1132.099,4102.184,0.3181963,0.329274,GALAXY,STARBURST
217.0428,2560.177,1590.361,6869.823,0.1364739,0.37267,GALAXY,STARBURST
78.20817,222.1381,57.08677,146.7261,1.369988,1.513964,GALAXY,BROADLINE
217.096,239.7997,175.6439,459.7046,1.236001,0.5216388,GALAXY,
106.9262,318.041,38.71738,207.8772,2.761711,1.529946,GALAXY,BROADLINE
70.05108,202.9392,33.80684,159.3696,2.072098,1.273387,GALAXY,
56.02723,383.2055,142.3694,586.373,0.3935342,0.6535183,GALAXY,STARFORMING
13021.97,1680.922,4448.987,14187.44,2.92695,0.1184796,GALAXY,STARBURST
3722.328,1671.147,2066.184,7557.503,1.801547,0.2211242,GALAXY,STARBURST
179.2619,691.1412,105.9366,422.9784,1.692162,1.633987,GALAXY,AGN
104.7734,246.3037,56.22433,210.4958,1.863489,1.170112,GALAXY,BROADLINE
158.6263,2790.235,1240.925,5799.539,0.127829,0.4811132,GALAXY,STARBURST
557.58,743.6385,72.47333,487.1251,7.693589,1.526586,GALAXY,BROADLINE
2749.29,7289.781,3270.262,16598.63,0.840694,0.4391796,GALAXY,STARBURST
8873.91,2927.182,741.5242,3111.597,11.96712,0.9407331,GALAXY,AGN
2941.483,5340.278,3459.043,14019.45,0.8503748,0.3809193,GALAXY,STARBURST
1743.406,1554.088,1661.83,5878.867,1.049088,0.2643515,GALAXY,STARBURST
250.9652,257.9494,94.06337,329.6029,2.668044,0.7826065,GALAXY,AGN BROADLINE
