#Table1
w1mpro,w2mpro,w3mpro,w1_w2_color,w2_w3_color,oiii_hbeta_ratio,nii_halpha_ratio,class,subclass
10.197,9.315,5.619,0.882,3.696,1.100931,0.4152619,GALAXY,STARBURST
13.248,13.127,9.961,0.1210003,3.165999,2.204639,0.1160698,GALAXY,STARBURST
10.836,10.902,9.961,-0.06599998,0.941,2.436454,1.229493,GALAXY,BROADLINE
10.589,10.654,9.968,-0.06500053,0.6859999,1.730588,1.112974,GALAXY,
10.693,10.728,9.974,-0.03499985,0.7539997,1.474304,0.5995742,GALAXY,
11.267,11.313,9.974,-0.04599953,1.339,1.524366,1.40601,GALAXY,BROADLINE
10.801,10.897,9.975,-0.09600067,0.9219999,2.064685,1.504869,GALAXY,BROADLINE
11.876,11.915,9.975,-0.03899956,1.94,1.605603,1.242974,GALAXY,BROADLINE
11.272,11.355,10.786,-0.08299923,0.5689993,1.606755,1.462098,GALAXY,
11.152,11.261,10.789,-0.1089993,0.4720001,0.9854842,1.205421,GALAXY,BROADLINE
11.803,11.875,11.352,-0.07199955,0.5229998,3.297857,0.995742,GALAXY,BROADLINE
14.397,14.213,11.355,0.184,2.858001,1.290822,0.358576,GALAXY,STARFORMING
11.087,11.156,9.601,-0.06900024,1.555,3.004705,1.022168,GALAXY,AGN BROADLINE
10.107,10.17,9.609,-0.06299973,0.5609999,1.236001,0.5216388,GALAXY,
10.643,10.664,9.611,-0.02099991,1.052999,1.603299,1.219808,GALAXY,BROADLINE
12.033,12.046,9.617,-0.01299953,2.429,0.7819099,1.017209,GALAXY,AGN BROADLINE
11.284,11.367,10.744,-0.08299923,0.6229992,1.875826,0.5600513,GALAXY,
11.29,11.387,10.746,-0.09700012,0.6409998,6.043515,0.970104,GALAXY,BROADLINE
10.633,10.678,9.623,-0.04500008,1.055,1.597275,1.164816,GALAXY,BROADLINE
10.611,10.654,9.636,-0.04300022,1.018001,1.526103,1.660034,GALAXY,BROADLINE
12.201,12.131,9.638,0.07000065,2.493,6.925443,1.423439,GALAXY,AGN
12.477,12.402,9.638,0.07499981,2.764001,5.009431,0.8782368,GALAXY,AGN
14.028,13.689,9.639,0.3389997,4.05,4.016023,0.06557274,GALAXY,STARBURST
11.788,11.846,10.846,-0.05799961,1,1.929768,0.9972824,GALAXY,BROADLINE
10.645,10.688,9.284,-0.04299927,1.403999,1.352231,1.240846,GALAXY,BROADLINE
13.45,13.24,9.285,0.21,3.955,0.7269605,0.4433552,GALAXY,STARFORMING
11.673,11.737,9.293,-0.06400013,2.444,0.8633777,0.7018748,GALAXY,
11.234,11.271,9.301,-0.0369997,1.97,2.083636,0.9832807,GALAXY,BROADLINE
11.063,11.179,10.38,-0.1160002,0.7989998,1.90546,0.7984875,GALAXY,BROADLINE
10.96,11.049,10.386,-0.08899975,0.6630001,1.442649,1.334575,GALAXY,BROADLINE
11.404,11.467,10.386,-0.06299973,1.081,1.658743,1.576391,GALAXY,BROADLINE
11.741,11.809,10.388,-0.06799984,1.421,1.574811,1.053794,GALAXY,BROADLINE
10.821,10.911,10.391,-0.09000015,0.5200005,1.492207,0.8607648,GALAXY,AGN BROADLINE
11.437,11.555,10.93,-0.118,0.625,1.422434,0.5903445,GALAXY,AGN BROADLINE
11.925,11.935,10.936,-0.01000023,0.9990005,2.409382,1.330716,GALAXY,BROADLINE
11.179,11.304,9.517,-0.125,1.787,1.639464,1.743322,GALAXY,BROADLINE
13.685,13.513,9.521,0.1720009,3.992,0.5823855,0.3116007,GALAXY,STARBURST
12.79,12.768,9.536,0.02200031,3.231999,0.4431899,0.4868542,GALAXY,STARFORMING
11.799,11.808,9.538,-0.008999825,2.27,1.435951,0.7589357,GALAXY,AGN
11.28,11.385,10.764,-0.1050005,0.6210003,2.252631,0.7115129,GALAXY,
12.326,12.328,11.314,-0.001999855,1.014,5.845557,1.008948,GALAXY,BROADLINE
11.899,12.034,11.577,-0.1350002,0.4570007,2.334341,0.720727,GALAXY,BROADLINE
12.308,12.284,9.433,0.02399921,2.851001,0.2983023,0.4100844,GALAXY,STARFORMING
10.634,10.614,9.434,0.0199995,1.18,1.891224,1.072434,GALAXY,AGN BROADLINE
11.117,11.178,9.438,-0.06100082,1.740001,1.006538,0.8140647,GALAXY,
10.844,10.881,9.453,-0.0369997,1.427999,1.570099,1.552529,GALAXY,BROADLINE
12.823,12.767,9.455,0.05599976,3.312,1.065236,0.2126213,GALAXY,STARBURST
11.541,11.547,9.455,-0.005999565,2.092,3.692742,1.197805,GALAXY,BROADLINE
10.492,10.575,9.456,-0.08300018,1.118999,1.679799,1.442229,GALAXY,AGN BROADLINE
11.242,11.318,9.459,-0.07600021,1.859,2.994971,1.701986,GALAXY,BROADLINE
11.381,11.431,10.706,-0.05000019,0.7249994,1.056731,1.129904,GALAXY,BROADLINE
11.569,11.679,10.709,-0.1099997,0.9700003,1.161592,1.02986,GALAXY,BROADLINE
10.226,10.258,9.142,-0.03200054,1.116,2.226103,1.654885,GALAXY,BROADLINE
10.689,10.729,9.152,-0.03999996,1.577,0.4539466,0.6254071,GALAXY,BROADLINE
10.383,10.405,9.154,-0.02199936,1.250999,1.538248,0.6628814,GALAXY,BROADLINE
9.815,9.819,9.155,-0.004000664,0.6640005,0.9477944,1.157151,GALAXY,BROADLINE
12.747,12.624,9.163,0.1230001,3.460999,3.38739,0.08783742,GALAXY,STARBURST
10.126,10.116,9.168,0.01000023,0.948,0.9993532,0.7969597,GALAXY,
12.168,12.141,10.471,0.02700043,1.67,2.677795,1.229719,GALAXY,BROADLINE
10.979,11.06,10.472,-0.08100033,0.5880003,1.435825,0.7216393,GALAXY,BROADLINE
12.26,12.305,10.474,-0.04500008,1.831,1.721271,1.390528,GALAXY,
11.762,11.752,10.48,0.01000023,1.272,2.183844,2.065772,GALAXY,BROADLINE
11.875,11.881,10.481,-0.005999565,1.4,3.545522,1.590476,GALAXY,BROADLINE
11.965,12.053,10.482,-0.0880003,1.571,2.49387,0.8970356,GALAXY,BROADLINE
12.556,12.611,12.071,-0.05500031,0.54,1.477309,0.7250207,GALAXY,
9.973,10.042,8.984,-0.06900024,1.058,1.558051,1.175829,GALAXY,AGN BROADLINE
10.486,10.484,8.991,0.001999855,1.493,2.250913,2.0242,GALAXY,BROADLINE
13.692,13.189,8.992,0.5030003,4.197001,2.890388,0.1091764,GALAXY,STARBURST
10.586,10.676,8.993,-0.0899992,1.683,0.6342968,0.7280958,GALAXY,AGN BROADLINE
11.822,11.824,8.994,-0.002000809,2.83,0.4755726,0.5345576,GALAXY,STARFORMING
11.109,11.118,8.994,-0.008999825,2.124,2.151946,2.03202,GALAXY,BROADLINE
11.688,11.71,8.995,-0.02200031,2.715,0.6416616,0.5990548,GALAXY,STARFORMING
10.478,10.502,9.016,-0.02400017,1.486,0.9970766,1.301425,GALAXY,BROADLINE
10.87,10.959,10.234,-0.08899975,0.7249994,2.249076,1.044675,GALAXY,BROADLINE
11.108,11.224,10.235,-0.1160002,0.9890003,1.686663,0.8768166,GALAXY,BROADLINE
10.944,11.029,10.237,-0.08500004,0.7919998,1.239755,0.8444423,GALAXY,AGN BROADLINE
10.885,10.975,10.239,-0.09000015,0.7360001,2.390982,1.254591,GALAXY,BROADLINE
13.318,13.246,10.242,0.07199955,3.004001,0.5367916,0.412362,GALAXY,STARFORMING
11.446,11.531,10.925,-0.08500004,0.6059999,1.234393,1.151834,GALAXY,
12.327,12.335,9.556,-0.008000374,2.779,5.395814,0.771673,GALAXY,AGN
10.836,10.916,9.566,-0.07999992,1.35,1.331613,1.356833,GALAXY,BROADLINE
10.975,10.999,9.359,-0.02399921,1.639999,0.8826737,0.7939337,GALAXY,AGN BROADLINE
9.99,10.061,9.368,-0.0710001,0.6929998,0.8026584,0.8886478,GALAXY,STARFORMING BROADLINE
13.051,13.037,10.698,0.01399994,2.339,2.63569,0.9173282,GALAXY,AGN
11.367,11.452,10.704,-0.08500004,0.7479992,2.013696,1.264857,GALAXY,BROADLINE
11.757,11.846,11.229,-0.08899975,0.6169996,0.7366319,0.6098685,GALAXY,AGN BROADLINE
12.014,12.093,11.231,-0.07900047,0.8620005,2.118931,0.4566616,GALAXY,BROADLINE
11.588,11.615,9.315,-0.02699947,2.3,1.519766,0.9651187,GALAXY,AGN
10.944,10.932,9.32,0.01200008,1.612,0.6226916,0.8004076,GALAXY,STARFORMING BROADLINE
10.944,10.983,9.329,-0.03899956,1.653999,1.698466,0.982944,GALAXY,BROADLINE
12.884,12.789,9.329,0.09500027,3.459999,1.61592,0.1742129,GALAXY,STARFORMING
11.12,11.173,9.329,-0.05300045,1.844,1.613792,1.277584,GALAXY,BROADLINE
10.266,10.317,9.329,-0.0510006,0.9879999,1.768313,2.340622,GALAXY,AGN BROADLINE
11.781,11.808,9.329,-0.02699947,2.478999,0.501766,0.4875163,GALAXY,STARFORMING
11.667,11.675,9.329,-0.008000374,2.346,0.9675905,0.8634165,GALAXY,AGN
11.86,11.84,9.336,0.0199995,2.504,1.346265,0.7627231,GALAXY,STARFORMING BROADLINE
10.807,10.871,9.338,-0.06400013,1.533,1.697906,2.120752,GALAXY,BROADLINE
11.891,11.943,11.207,-0.05200005,0.7360001,1.586638,0.8716384,GALAXY,BROADLINE
12.923,12.95,11.213,-0.02699947,1.737,2.258305,1.081948,GALAXY,BROADLINE
12.586,12.554,9.248,0.03200054,3.306,0.5268567,0.6791651,GALAXY,
11.379,11.452,9.253,-0.07299995,2.198999,1.695564,1.250086,GALAXY,
13.591,13.268,9.258,0.323,4.009999,3.173238,0.1088637,GALAXY,STARBURST
11.095,11.12,9.262,-0.02499962,1.858,0.7587379,0.843996,GALAXY,STARFORMING BROADLINE
10.459,10.526,9.266,-0.06700039,1.26,1.315151,1.232994,GALAXY,BROADLINE
11.186,11.148,9.274,0.03800011,1.874,1.505851,0.450369,GALAXY,AGN BROADLINE
10.651,10.701,9.275,-0.05000019,1.426001,1.685504,1.557203,GALAXY,BROADLINE
12.063,12.058,10.362,0.005000114,1.695999,1.136507,1.17776,GALAXY,BROADLINE
10.443,10.512,9.064,-0.06900024,1.448,1.804001,1.127217,GALAXY,BROADLINE
12.507,12.403,9.064,0.1040001,3.339,0.706836,0.4293142,GALAXY,STARFORMING
10.857,10.884,9.07,-0.02699947,1.814,1.861033,1.192783,GALAXY,BROADLINE
12.418,12.371,9.071,0.04699993,3.3,0.2889692,0.5185164,GALAXY,STARFORMING
10.246,10.299,9.072,-0.0529995,1.227,1.529787,1.4221,GALAXY,BROADLINE
10.151,10.198,9.082,-0.04699993,1.116,1.766849,1.608417,GALAXY,BROADLINE
10.229,10.196,9.083,0.03299999,1.113,1.237334,0.6700124,GALAXY,BROADLINE
11.622,11.655,9.091,-0.03299999,2.564,1.729218,1.069316,GALAXY,BROADLINE
11.082,11.116,9.092,-0.0340004,2.024,0.4348025,0.5507095,GALAXY,STARFORMING BROADLINE
10.89,10.938,10.307,-0.04799938,0.6309996,1.627369,0.2444905,GALAXY,BROADLINE
11.395,11.467,10.315,-0.07199955,1.152,1.406214,1.209828,GALAXY,
10.746,10.82,10.318,-0.0739994,0.5019999,1.871646,0.9988716,GALAXY,BROADLINE
10.836,10.906,10.319,-0.06999969,0.5869999,2.044822,0.8958739,GALAXY,BROADLINE
11.502,11.612,10.319,-0.1100006,1.293,1.652679,1.0324,GALAXY,BROADLINE
14.058,13.98,11.626,0.07800007,2.353999,1.771374,0.2142396,GALAXY,STARFORMING
11.318,11.3,9.173,0.01799965,2.127,1.483843,1.106712,GALAXY,BROADLINE
12.287,12.319,9.176,-0.03200054,3.143001,0.4939162,0.6678639,GALAXY,STARFORMING
11.068,11.108,9.177,-0.03999996,1.931,0.6591412,0.7686558,GALAXY,BROADLINE
12.066,12.069,9.178,-0.003000259,2.891,1.424768,0.3988855,GALAXY,STARFORMING
10.739,10.802,9.194,-0.06299973,1.608,3.651409,1.020179,GALAXY,BROADLINE
11.575,11.544,9.194,0.03100014,2.349999,0.8148054,0.7536174,GALAXY,BROADLINE
12.5,12.479,9.203,0.02099991,3.276,3.122278,0.6666649,GALAXY,AGN
10.856,10.929,9.203,-0.07299995,1.726,1.649782,1.334173,GALAXY,BROADLINE
12.911,12.774,9.203,0.1370001,3.571,1.812206,0.1778776,GALAXY,STARBURST
10.423,10.513,9.207,-0.0899992,1.306,4.877577,1.232704,GALAXY,
13.864,13.76,10.516,0.1040001,3.244,4.021682,0.05824948,GALAXY,STARBURST
11.691,11.799,11.174,-0.1079998,0.625,2.054106,1.120548,GALAXY,
12.838,12.706,9.024,0.132,3.682,1.61592,0.1742129,GALAXY,STARFORMING
11.751,11.699,9.039,0.05200005,2.660001,1.218374,0.7064906,GALAXY,AGN
11.934,11.935,9.041,-0.001000404,2.894,11.46697,1.732612,GALAXY,AGN
13.395,13.063,9.047,0.3320007,4.016,1.700584,0.1573158,GALAXY,STARBURST
12.582,12.465,9.053,0.1169996,3.412,0.3479471,0.4750538,GALAXY,STARFORMING
11.179,11.198,9.057,-0.01900005,2.141,0.7785165,0.6490899,GALAXY,STARFORMING BROADLINE
12.443,12.374,9.061,0.06900024,3.313,0.6518068,0.6624689,GALAXY,STARFORMING
12.814,12.896,10.98,-0.08199978,1.916,1.156704,0.78398,GALAXY,AGN
12.034,12.071,11.642,-0.0369997,0.4289999,1.172276,1.095955,GALAXY,BROADLINE
12.568,12.626,11.642,-0.05800056,0.9840002,1.48522,0.9788507,GALAXY,
12.394,12.459,12.168,-0.06499958,0.2909994,3.241738,0.8127296,GALAXY,
12.171,12.174,9.459,-0.003000259,2.715,1.798661,1.977476,GALAXY,BROADLINE
10.731,10.74,9.459,-0.008999825,1.281,1.409388,1.102482,GALAXY,AGN BROADLINE
10.643,10.708,9.461,-0.06500053,1.247,1.197604,1.252514,GALAXY,BROADLINE
11.595,11.629,9.468,-0.03399944,2.160999,0.3479174,0.5150849,GALAXY,STARFORMING BROADLINE
12.285,12.283,9.475,0.001999855,2.808,0.2951958,0.4103425,GALAXY,STARFORMING
11.25,11.27,9.48,-0.02000046,1.790001,2.761711,1.529946,GALAXY,BROADLINE
11.735,11.733,9.48,0.001999855,2.253,0.9380043,0.8895696,GALAXY,AGN BROADLINE
11.287,11.333,9.485,-0.04600048,1.848001,2.040601,1.051797,GALAXY,BROADLINE
11.128,11.222,10.735,-0.09399986,0.4870005,1.232528,1.047534,GALAXY,
13.641,13.541,10.742,0.09999943,2.799001,2.696749,0.09273285,GALAXY,STARBURST
12.375,12.228,8.43,0.1470003,3.797999,0.4230502,0.5241714,GALAXY,STARBURST
12.686,12.464,8.431,0.2220001,4.033,1.780619,0.2111875,GALAXY,STARBURST
12.128,11.909,8.431,0.2189999,3.478001,5.666817,1.002499,GALAXY,AGN
10.47,10.482,8.436,-0.01200008,2.046,1.700942,1.044145,GALAXY,AGN BROADLINE
11.63,11.399,8.44,0.2309999,2.959001,6.618532,0.7082832,GALAXY,AGN
11.577,11.559,8.44,0.01799965,3.119,0.2516619,0.5003595,GALAXY,STARFORMING
11.883,11.748,8.44,0.1350002,3.308001,0.806958,0.7705992,GALAXY,STARFORMING
12.25,12.148,8.441,0.1020002,3.707,0.1421559,0.4079404,GALAXY,STARFORMING
9.494,9.538,8.443,-0.04399967,1.095,1.515593,1.174632,GALAXY,BROADLINE
11.384,11.414,8.449,-0.02999973,2.964999,0.5765823,0.542344,GALAXY,AGN BROADLINE
12.691,12.462,8.452,0.2290001,4.01,0.1251771,0.6322683,GALAXY,STARFORMING
10.832,10.804,8.453,0.02799988,2.351,0.4525854,0.4648442,GALAXY,STARFORMING
12.744,12.561,8.461,0.1830006,4.099999,0.3015848,0.4156974,GALAXY,STARBURST
11.2,11.195,8.464,0.005000114,2.731,0.628786,0.7235055,GALAXY,STARFORMING
12.311,12.208,8.472,0.1029997,3.736,0.1631855,0.3783389,GALAXY,STARFORMING
11.701,11.602,8.485,0.09899998,3.117001,0.6022201,0.6654626,GALAXY,STARFORMING
10.741,10.723,7.988,0.0180006,2.735,1.051686,0.767446,GALAXY,
11.642,11.592,7.988,0.05000019,3.604,0.1530699,0.3787342,GALAXY,STARFORMING
11.014,10.861,7.989,0.1529999,2.872,1.849472,0.9445243,GALAXY,AGN
11.239,11.219,8.006,0.02000046,3.213,1.41715,0.4110716,GALAXY,STARBURST
10.001,9.938,8.01,0.06300068,1.927999,0.6073593,0.9306201,GALAXY,STARFORMING
11.461,11.253,8.011,0.2080002,3.242001,2.862034,0.657495,GALAXY,AGN
11.435,11.423,8.015,0.01200008,3.408,0.3647341,0.4324451,GALAXY,STARFORMING
10.64,10.625,8.018,0.01500034,2.607,9.829654,1.365313,GALAXY,AGN
12.273,12.148,8.02,0.125,4.127999,0.5889036,0.4499615,GALAXY,STARBURST
11.426,10.93,8.023,0.4959993,2.907001,10.33953,1.214763,GALAXY,AGN
10.39,10.354,8.025,0.03600025,2.329,1.15276,1.061416,GALAXY,BROADLINE
10.533,10.555,8.028,-0.02200031,2.527,1.713988,0.7480034,GALAXY,BROADLINE
10.596,10.578,8.034,0.01799965,2.544,0.7884045,0.4933237,GALAXY,STARFORMING
11.322,11.289,8.036,0.03299999,3.252999,1.235632,1.251351,GALAXY,AGN
11.364,11.339,8.037,0.02500057,3.302,0.2381303,0.5858915,GALAXY,STARFORMING
12.781,12.37,8.038,0.4110003,4.332,1.646043,0.2217986,GALAXY,STARBURST
10.452,10.446,8.04,0.005999565,2.406,7.245286,0.5570592,GALAXY,AGN
12.163,11.771,8.045,0.3920002,3.726,1.291959,0.4763941,GALAXY,STARBURST
12.223,12.117,8.048,0.1059999,4.068999,0.6123137,0.2681843,GALAXY,STARFORMING
11.898,11.943,10.131,-0.04500008,1.812,2.279426,1.764337,GALAXY,BROADLINE
11.39,11.388,10.136,0.002000809,1.252,1.78394,1.039044,GALAXY,AGN
11.589,11.669,10.778,-0.07999992,0.8909998,1.956865,1.337363,GALAXY,
11.876,11.922,10.779,-0.04599953,1.143,1.491091,1.525154,GALAXY,BROADLINE
12.142,12.227,10.779,-0.08500004,1.448,2.044122,1.363251,GALAXY,BROADLINE
12.344,12.402,11.336,-0.05800056,1.066,3.972589,1.398948,GALAXY,BROADLINE
13.261,13.236,11.737,0.02499962,1.499,5.847978,2.152401,GALAXY,BROADLINE
12.938,12.981,12.328,-0.04300022,0.6529999,8.400583,1.511259,GALAXY,BROADLINE
9.508,9.554,8.499,-0.04599953,1.055,1.432665,0.6934378,GALAXY,AGN BROADLINE
10.283,10.281,8.5,0.001999855,1.781,1.40857,1.418192,GALAXY,AGN BROADLINE
9.865,9.871,8.502,-0.006000519,1.369,1.114977,1.01218,GALAXY,BROADLINE
10.908,10.885,8.505,0.02299976,2.38,1.107296,1.216966,GALAXY,AGN
12.409,12.318,8.516,0.09100056,3.802,0.4324388,0.4469331,GALAXY,STARFORMING
10.695,10.448,8.517,0.2469997,1.931,1.131106,0.7073509,GALAXY,STARFORMING
11.925,11.864,8.528,0.06099987,3.336,0.5323623,0.3876341,GALAXY,STARFORMING
12.9,12.676,8.529,0.224,4.146999,0.5141274,0.3260482,GALAXY,STARBURST
12.622,12.484,8.539,0.1379995,3.945001,0.3029501,0.4662518,GALAXY,STARBURST
10.901,10.606,8.549,0.2950001,2.057,3.010552,1.942231,GALAXY,AGN
12.031,12.135,11.051,-0.1040001,1.084001,1.59912,0.967432,GALAXY,
12.003,12.065,11.053,-0.06199932,1.011999,2.661363,1.449206,GALAXY,BROADLINE
12.826,12.753,11.055,0.07299995,1.698,1.217831,1.06757,GALAXY,AGN
13.022,12.939,9.651,0.08300018,3.288,0.6518068,0.6624689,GALAXY,STARFORMING
12.396,12.399,9.657,-0.003000259,2.742001,0.5367916,0.412362,GALAXY,STARFORMING
10.875,10.916,9.662,-0.04100037,1.254001,1.822799,1.669741,GALAXY,BROADLINE
11.086,11.113,9.666,-0.02699947,1.447,1.725831,0.8468115,GALAXY,AGN
12.812,12.661,8.762,0.151,3.899,0.652995,0.2867343,GALAXY,STARBURST
11.081,11.031,8.769,0.05000019,2.262,1.464436,1.214467,GALAXY,BROADLINE
10.771,10.835,8.769,-0.06400013,2.066,1.599144,0.8711314,GALAXY,
12.569,12.397,8.77,0.1719999,3.627,0.6818982,0.8109307,GALAXY,STARFORMING
10.913,10.968,8.779,-0.05500031,2.189,2.538834,1.372478,GALAXY,BROADLINE
10.659,10.694,8.78,-0.03499985,1.914001,1.134204,1.313036,GALAXY,BROADLINE
11.305,11.344,8.783,-0.03899956,2.561,1.153354,0.9110734,GALAXY,AGN BROADLINE
11.565,11.569,8.788,-0.004000664,2.781,2.051922,1.271031,GALAXY,
11.032,11.025,8.792,0.006999969,2.233,0.7988139,0.712014,GALAXY,BROADLINE
12.807,12.605,8.797,0.2020006,3.808,0.1683136,0.3079431,GALAXY,STARFORMING
10.017,10.006,8.797,0.01100063,1.209,1.67097,2.061789,GALAXY,AGN BROADLINE
12.288,12.202,8.798,0.08600044,3.403999,1.608392,0.2730232,GALAXY,STARFORMING
12.005,11.969,8.802,0.03600025,3.167,0.6395459,0.6134117,GALAXY,STARFORMING
11.394,11.381,8.803,0.01300049,2.577999,1.143211,0.5832905,GALAXY,STARFORMING
10.326,10.384,8.804,-0.05799961,1.58,0.6528735,1.053827,GALAXY,STARFORMING
11.83,11.917,11.102,-0.08699989,0.8149996,1.972795,1.220492,GALAXY,
11.257,11.173,8.905,0.08399963,2.268001,4.297103,1.529083,GALAXY,AGN
10.601,10.662,8.91,-0.06099987,1.752,2.57761,1.836876,GALAXY,BROADLINE
11.674,11.724,8.913,-0.05000019,2.811,0.8581396,0.7678335,GALAXY,
11.308,11.328,8.92,-0.02000046,2.408,0.7170694,0.8158821,GALAXY,STARFORMING BROADLINE
11.326,11.394,8.925,-0.06799984,2.469,0.809594,0.5507702,GALAXY,STARFORMING
11.457,11.462,8.927,-0.005000114,2.535,0.8127309,0.6296697,GALAXY,BROADLINE
10.471,10.496,8.929,-0.02500057,1.567,1.680329,1.020411,GALAXY,AGN BROADLINE
10.523,10.578,8.93,-0.05500031,1.648,2.258359,1.556843,GALAXY,BROADLINE
11.575,11.561,8.932,0.01399994,2.629,1.273163,1.009892,GALAXY,BROADLINE
11.35,11.336,8.935,0.01399994,2.401,1.839627,0.8036308,GALAXY,AGN
11.597,11.599,10.261,-0.001999855,1.338,1.787909,1.237784,GALAXY,AGN BROADLINE
10.852,10.939,10.264,-0.08699989,0.6750002,2.035419,1.352433,GALAXY,
11.335,11.399,10.271,-0.06400013,1.128,1.716438,0.7757403,GALAXY,BROADLINE
12.264,12.365,11.444,-0.1009998,0.9209995,3.075741,0.9902101,GALAXY,BROADLINE
12.707,12.711,9.747,-0.004000664,2.964001,2.281609,0.1245023,GALAXY,STARFORMING
11.247,11.22,9.751,0.02699947,1.469,1.483981,0.5197606,GALAXY,STARFORMING
10.472,10.551,9.753,-0.07899952,0.7979994,1.953371,0.9488944,GALAXY,
11.872,11.982,9.754,-0.1100006,2.228001,2.272763,1.113084,GALAXY,BROADLINE
11.283,11.367,9.757,-0.08399963,1.61,1.6211,1.042204,GALAXY,
10.936,10.969,9.759,-0.03299999,1.21,0.9784706,0.6805443,GALAXY,AGN BROADLINE
11.95,12.035,9.76,-0.08500004,2.275,3.0561,0.99251,GALAXY,AGN
10.677,10.778,9.764,-0.1009998,1.014,1.103845,1.395647,GALAXY,BROADLINE
11.205,11.213,9.765,-0.008000374,1.448,2.971826,1.305381,GALAXY,BROADLINE
13.744,13.66,10.588,0.08400059,3.072,2.74053,0.08989893,GALAXY,STARBURST
11.185,11.283,10.588,-0.09799957,0.6949997,2.201212,1.269598,GALAXY,BROADLINE
12.053,12.16,10.59,-0.1069994,1.57,2.383757,1.31397,GALAXY,BROADLINE
10.771,10.807,9.574,-0.03600025,1.233,1.922454,1.063808,GALAXY,BROADLINE
10.283,10.352,9.577,-0.06900024,0.7750006,2.712836,1.646565,GALAXY,BROADLINE
11.266,11.288,9.579,-0.02200031,1.709,1.163109,1.19455,GALAXY,AGN BROADLINE
10.985,11.048,9.584,-0.06300068,1.464001,3.207347,0.3403371,GALAXY,STARFORMING
11.84,11.846,9.588,-0.005999565,2.257999,1.068483,1.08609,GALAXY,AGN
11.505,11.535,9.593,-0.02999973,1.941999,1.12597,1.365672,GALAXY,AGN
11.857,11.851,10.645,0.006000519,1.205999,7.446781,1.705438,GALAXY,
11.899,11.948,10.647,-0.04899979,1.301,1.082267,1.409792,GALAXY,BROADLINE
10.886,10.481,6.275,0.4049997,4.206,0.2594686,0.7660741,GALAXY,STARFORMING
10.433,10.191,6.282,0.2419996,3.909,0.5058258,0.7316867,GALAXY,STARFORMING
10.261,9.776,6.29,0.4849997,3.486,1.411865,0.4160669,GALAXY,STARBURST
11.155,10.843,6.302,0.3119993,4.541,0.2332112,0.405313,GALAXY,STARBURST
10.935,10.687,6.313,0.2480001,4.374,0.3316464,0.4870116,GALAXY,STARBURST
10.584,10.385,6.354,0.1989994,4.031,0.1621599,0.4799757,GALAXY,STARBURST
10.726,10.093,6.381,0.6329994,3.712,0.6496875,0.5421858,GALAXY,STARFORMING
11.264,10.557,6.391,0.7069998,4.166,1.139793,0.7930132,GALAXY,STARFORMING
11.211,10.874,6.4,0.3370008,4.474,0.5098385,0.5393757,GALAXY,STARBURST
11.163,10.885,6.406,0.2779999,4.479,0.7498365,0.3532107,GALAXY,STARBURST
10.445,10.247,6.407,0.198,3.84,0.2591066,0.4833622,GALAXY,STARFORMING
10.636,10.491,6.429,0.1449995,4.062,0.3598228,0.3995793,GALAXY,STARBURST
10.58,10.348,6.43,0.2320004,3.918,0.9019098,0.9048098,GALAXY,STARFORMING
10.84,10.426,6.436,0.4140005,3.99,0.1942613,0.4994771,GALAXY,STARFORMING
10.578,10.377,6.44,0.2010002,3.937,0.5723234,0.2833763,GALAXY,STARBURST
10.839,10.621,6.456,0.2179995,4.165,0.3335453,0.4309959,GALAXY,STARFORMING
11.07,10.717,6.469,0.3529997,4.248,0.9608855,0.2313761,GALAXY,STARBURST
9.851,9.734,6.478,0.1169996,3.256,0.3984054,0.5476043,GALAXY,BROADLINE
11.131,10.848,6.503,0.283,4.345,0.6709676,0.5767012,GALAXY,STARBURST
11.34,11.058,6.509,0.2820005,4.549,0.3260935,0.3837851,GALAXY,STARBURST
10.862,10.593,6.51,0.2690001,4.083,0.4081232,0.5333685,GALAXY,STARFORMING
10.832,10.645,6.513,0.1869993,4.132,0.1250263,0.3651889,GALAXY,STARBURST
10.703,10.568,6.537,0.1350002,4.031,0.7278093,0.4406865,GALAXY,STARFORMING
10.997,10.778,6.538,0.2189999,4.24,0.2339054,0.4374024,GALAXY,STARFORMING
11.283,10.939,6.543,0.3439999,4.396,0.7768807,0.4688106,GALAXY,STARBURST
10.514,10.353,6.549,0.1610003,3.804,0.2602718,0.4414793,GALAXY,STARFORMING
10.289,9.569,6.553,0.7199993,3.016,10.45622,1.188612,GALAXY,AGN
11.692,11.071,6.562,0.6210003,4.509,2.644674,0.156155,GALAXY,STARBURST
11.184,11.291,10.152,-0.1070004,1.139,1.726162,1.048399,GALAXY,BROADLINE
10.948,11.045,10.159,-0.09700012,0.8859997,2.071326,1.333349,GALAXY,BROADLINE
12.033,12.102,10.16,-0.06900024,1.942,2.576504,0.6936551,GALAXY,BROADLINE
10.578,10.377,6.44,0.2010002,3.937,0.5414356,0.3215172,GALAXY,STARFORMING
12.645,12.548,8.671,0.09700012,3.877001,1.053104,0.2334193,GALAXY,STARFORMING
12.982,12.797,8.672,0.1850004,4.125,0.3579799,0.3443983,GALAXY,STARFORMING
11.507,11.465,8.674,0.04199982,2.791,0.5812623,0.6553302,GALAXY,STARFORMING
10.791,10.773,8.675,0.0180006,2.098,2.861521,1.457744,GALAXY,BROADLINE
