#Table1
w1mpro,w2mpro,w3mpro,w1_w2_color,w2_w3_color,oiii_hbeta_ratio,nii_halpha_ratio,class,subclass
11.159,11.145,8.41,0.01399994,2.735001,0.3935342,0.6535183,GALAXY,STARFORMING
11.051,11.031,8.413,0.0199995,2.618,2.108471,1.590567,GALAXY,BROADLINE
11.018,11.028,8.415,-0.01000023,2.613,2.760088,2.037104,GALAXY,BROADLINE
10.52,10.536,8.416,-0.01599979,2.12,1.174541,1.211539,GALAXY,BROADLINE
9.771,9.813,8.42,-0.04199982,1.393,1.096563,0.9498093,GALAXY,BROADLINE
11.607,11.639,10.421,-0.03199959,1.218,2.061353,0.9795445,GALAXY,BROADLINE
11.599,11.65,10.428,-0.05099964,1.221999,1.552249,1.042716,GALAXY,BROADLINE
11.964,11.985,11.017,-0.02099991,0.9679995,2.301305,1.409146,GALAXY,BROADLINE
11.018,10.664,6.572,0.3540001,4.092,0.7213022,0.5356036,GALAXY,STARBURST
11.132,10.889,6.581,0.243,4.308,0.8585299,0.262732,GALAXY,STARBURST
10.836,10.612,6.586,0.224,4.026,0.2288864,0.3766523,GALAXY,STARFORMING
11.034,10.859,6.59,0.1750002,4.269,0.1939449,0.3787074,GALAXY,STARFORMING
10.123,10.057,6.648,0.06599998,3.409,0.6192012,0.5614308,GALAXY,STARFORMING
10.745,10.576,6.655,0.1689997,3.921,0.127829,0.4811132,GALAXY,STARBURST
9.819,9.757,6.663,0.06200027,3.094,1.214974,0.9516146,GALAXY,AGN BROADLINE
10.898,10.703,6.672,0.1949997,4.031,0.1311044,0.6353027,GALAXY,STARFORMING
10.873,10.699,6.678,0.1739998,4.021,0.2515661,0.4800445,GALAXY,STARBURST
10.621,10.503,6.679,0.118,3.824,1.007815,0.5575674,GALAXY,STARFORMING
10.462,10.365,6.681,0.09700012,3.684,0.2589732,0.4729639,GALAXY,STARFORMING
11.022,10.747,6.712,0.2750006,4.035,0.2366225,0.7149897,GALAXY,STARFORMING
11.02,10.838,6.748,0.1820002,4.09,0.2111285,0.4506299,GALAXY,STARBURST
10.676,10.315,6.749,0.3610001,3.566,1.649358,0.6051414,GALAXY,STARFORMING
10.551,10.403,6.751,0.1479998,3.652,0.4362019,0.5390568,GALAXY,STARFORMING
11.469,11.15,6.756,0.3190002,4.394,0.2835571,0.5248454,GALAXY,STARBURST
11.124,10.942,6.766,0.1819992,4.176001,0.3913579,0.3448873,GALAXY,STARFORMING
11.282,11.09,6.777,0.1919994,4.313,0.3316952,0.4112564,GALAXY,STARBURST
11.32,11.087,6.793,0.2329998,4.294,0.2722268,0.4388852,GALAXY,STARBURST
10.68,10.564,6.799,0.1160002,3.765,0.2959853,0.5581678,GALAXY,STARBURST
10.442,10.362,6.805,0.07999992,3.557001,0.3203257,0.432914,GALAXY,STARFORMING
10.921,10.157,6.815,0.7639999,3.342,6.174918,0.8023917,GALAXY,AGN
10.613,10.539,6.823,0.07400036,3.716,0.823836,1.012035,GALAXY,AGN BROADLINE
11.031,11.14,10.163,-0.1090002,0.9770002,1.949832,0.8632122,GALAXY,BROADLINE
11.725,11.798,10.172,-0.07299995,1.626,2.240632,1.110812,GALAXY,BROADLINE
10.914,10.816,7.884,0.09799957,2.932,8.819876,1.931331,GALAXY,AGN
11.839,11.752,7.888,0.08699989,3.864,0.6792247,0.4143626,GALAXY,STARFORMING
12.736,12.406,7.896,0.3299999,4.51,1.868487,0.1694929,GALAXY,STARBURST
11.217,11.179,7.9,0.03800011,3.279,1.053917,0.5977265,GALAXY,STARBURST BROADLINE
11.309,11.25,7.907,0.05900002,3.343,0.7075385,0.6179702,GALAXY,BROADLINE
12.186,12.019,7.916,0.1669998,4.103,1.914265,0.1589071,GALAXY,STARBURST
12.096,11.927,7.916,0.1689997,4.011,0.3155144,0.3510993,GALAXY,STARFORMING
11.694,11.579,7.919,0.1149998,3.66,1.670307,0.2067474,GALAXY,STARFORMING
10.937,10.966,7.92,-0.02899933,3.046,0.7378547,0.7282525,GALAXY,STARFORMING
12.001,11.743,7.922,0.2580004,3.821,1.353228,0.3858318,GALAXY,STARBURST
12.488,12.227,7.932,0.2609997,4.295,0.1757738,0.4080694,GALAXY,STARBURST
12.231,12.043,7.939,0.1879997,4.104,1.311234,0.1992374,GALAXY,STARBURST
11.139,11.112,7.947,0.02699947,3.165,1.339249,1.955809,GALAXY,BROADLINE
11.852,11.731,7.956,0.1210003,3.775,0.1879844,0.4219139,GALAXY,STARBURST
12.402,12.203,7.964,0.1990004,4.239,0.4602698,0.508006,GALAXY,STARBURST
12.091,11.608,7.965,0.4829998,3.643,1.373037,0.5094407,GALAXY,STARBURST
12.683,12.372,7.967,0.3109999,4.405,1.449815,0.08581816,GALAXY,STARBURST
11.824,11.737,7.972,0.08699989,3.765,0.2963125,0.4359181,GALAXY,STARFORMING
11.241,11.277,10.094,-0.03600025,1.183001,1.699179,1.308737,GALAXY,BROADLINE
11.308,11.373,10.095,-0.06500053,1.278,0.4889149,0.7573126,GALAXY,
10.626,10.688,10.099,-0.06199932,0.5889997,1.101142,0.4864731,GALAXY,
11.448,11.535,10.101,-0.08699989,1.434,2.603955,0.7493938,GALAXY,
11.078,11.154,10.107,-0.07600021,1.047,1.568241,0.6295814,GALAXY,
10.997,11.099,10.109,-0.1020002,0.9899998,2.277665,0.7980964,GALAXY,BROADLINE
12.933,12.885,10.111,0.04799938,2.774,0.6656542,0.6215189,GALAXY,STARFORMING
11.958,12.02,10.602,-0.06200027,1.418,1.392173,1.134521,GALAXY,BROADLINE
11.204,11.303,10.603,-0.09899998,0.7000008,1.206685,1.172041,GALAXY,
11.423,11.544,10.608,-0.1209993,0.9359999,1.485309,0.6795221,GALAXY,AGN BROADLINE
12.092,12.164,10.611,-0.07199955,1.552999,1.36786,1.204523,GALAXY,AGN
12.418,12.435,11.184,-0.0170002,1.251,1.058808,1.054808,GALAXY,AGN
11.799,11.864,11.184,-0.06500053,0.6800003,1.711393,0.7598436,GALAXY,BROADLINE
11.483,11.593,11.19,-0.1100006,0.4030008,0.8716554,0.6305993,GALAXY,
12.202,12.296,11.529,-0.09399986,0.7669992,1.309608,0.3243065,GALAXY,BROADLINE
10.933,10.927,7.78,0.005999565,3.147,1.059209,1.018466,GALAXY,AGN
12.263,11.895,7.784,0.3679991,4.111001,0.3168005,0.5242386,GALAXY,STARBURST
11.361,11.347,7.787,0.01399994,3.56,0.4470775,0.4538543,GALAXY,STARFORMING
11.551,11.521,7.794,0.02999973,3.727,1.081878,0.2809355,GALAXY,STARFORMING
11.472,11.352,7.794,0.1199999,3.558,0.2650777,0.5052603,GALAXY,STARFORMING
10.34,10.345,7.825,-0.005000114,2.52,0.3074257,0.3556193,GALAXY,BROADLINE
12.089,11.908,7.834,0.1809998,4.074,0.6869197,0.5018898,GALAXY,STARBURST
11.226,10.769,7.842,0.4569998,2.927,2.218885,1.470532,GALAXY,BROADLINE
11.22,11.143,7.85,0.07700062,3.293,0.5670398,0.5923681,GALAXY,STARFORMING
10.825,10.773,7.867,0.05200005,2.906,0.384533,0.4323164,GALAXY,STARFORMING BROADLINE
11.742,11.627,7.869,0.1149998,3.758,0.3136373,0.4564027,GALAXY,STARFORMING
12.343,12.096,7.87,0.2470007,4.226,1.049088,0.2643515,GALAXY,STARBURST
11.922,11.767,7.873,0.1549997,3.894,0.2581558,0.4536255,GALAXY,STARFORMING
11.557,11.46,7.875,0.09700012,3.585,0.2679637,0.5710953,GALAXY,STARFORMING
10.603,10.683,10.064,-0.07999992,0.6189995,0.9708541,1.49473,GALAXY,BROADLINE
10.601,10.674,10.066,-0.07299995,0.6079998,2.164335,1.503927,GALAXY,BROADLINE
12.152,12.111,10.075,0.04100037,2.036,2.233374,1.000926,GALAXY,AGN
11.299,11.383,10.556,-0.08400059,0.8270006,2.328004,1.084319,GALAXY,
10.781,10.761,7.661,0.02000046,3.1,0.2064578,0.3513309,GALAXY,STARFORMING
12.102,11.894,7.672,0.2080002,4.222,0.8365625,0.2829287,GALAXY,STARBURST
12.034,11.87,7.679,0.1640005,4.191,0.9642172,0.264671,GALAXY,STARBURST
11.524,11.414,7.681,0.1100006,3.732999,1.09165,0.238361,GALAXY,STARFORMING
11.813,11.105,7.686,0.7080002,3.419,4.713001,0.681356,GALAXY,AGN
10.939,10.881,7.693,0.05800056,3.188,0.3809422,0.6315975,GALAXY,STARFORMING
11.399,11.252,7.695,0.1470003,3.557,0.2320336,0.5020707,GALAXY,STARFORMING
11.178,11.112,7.696,0.06599998,3.416,1.784891,0.138059,GALAXY,STARBURST
12.18,11.515,7.706,0.665,3.809,4.840661,0.4477193,GALAXY,AGN
10.35,10.21,7.713,0.1400003,2.497,0.8787884,0.5934765,GALAXY,STARFORMING
12.153,11.954,7.717,0.1989994,4.237,0.5894361,0.3441549,GALAXY,STARBURST
10.5,10.361,7.723,0.1389999,2.638,3.415442,0.5948593,GALAXY,AGN
11.033,11.003,7.724,0.02999973,3.279,0.5395506,0.3329742,GALAXY,STARBURST
12.056,11.919,7.726,0.1370001,4.193,0.1606489,0.4861735,GALAXY,STARFORMING
11.636,11.515,7.728,0.1209993,3.787,0.2407,0.4413468,GALAXY,STARFORMING
11.276,11.102,7.745,0.1739998,3.357,8.942033,1.888874,GALAXY,
12.272,12.061,7.756,0.2110004,4.305,0.1328528,0.4175507,GALAXY,STARBURST
11.23,11.174,7.759,0.05599976,3.415,0.2275506,0.6246697,GALAXY,STARFORMING
11.628,11.498,7.763,0.1300001,3.735,0.1628085,0.3802821,GALAXY,STARFORMING
11.151,11.116,7.766,0.03499985,3.35,0.5361729,0.6268553,GALAXY,STARFORMING BROADLINE
11.446,11.508,10.086,-0.06200027,1.422,2.815155,1.737774,GALAXY,BROADLINE
11.536,11.618,10.086,-0.08199978,1.532,1.647777,1.033417,GALAXY,BROADLINE
11.221,11.29,10.674,-0.06900024,0.6160002,1.33599,0.9370018,GALAXY,AGN BROADLINE
11.832,11.926,11.235,-0.09399986,0.691,1.761197,1.07428,GALAXY,BROADLINE
12.197,12.282,12.148,-0.08500004,0.1339998,3.091991,0.4312713,GALAXY,BROADLINE
10.456,10.426,7.534,0.03000069,2.892,0.6332463,0.7251964,GALAXY,BROADLINE
11.701,11.418,7.54,0.283,3.878,0.3452159,0.4739528,GALAXY,STARFORMING
12.131,11.706,7.542,0.4249992,4.164001,3.059476,0.1749894,GALAXY,STARBURST
12.117,11.884,7.572,0.2329998,4.312,1.020676,0.2809303,GALAXY,STARBURST
11.034,10.961,7.572,0.07299995,3.389,0.418412,0.5100772,GALAXY,STARFORMING
12.098,11.876,7.579,0.2219992,4.297,1.098771,0.2323634,GALAXY,STARBURST
11.906,11.671,7.58,0.2350006,4.091,1.073987,0.2087426,GALAXY,STARBURST
10.533,10.482,7.602,0.05099964,2.88,0.8590919,0.9999513,GALAXY,STARFORMING
10.561,10.511,7.604,0.05000019,2.907,2.260823,1.615525,GALAXY,BROADLINE
10.898,10.788,7.61,0.1099997,3.178,0.5710299,0.6662083,GALAXY,STARFORMING
9.651,9.664,7.631,-0.01299953,2.033,0.8831307,0.6629273,GALAXY,
11.395,11.178,7.631,0.217,3.547,0.2918869,0.5748554,GALAXY,STARFORMING
11.296,11.222,7.633,0.0739994,3.589,0.276024,0.4681324,GALAXY,STARFORMING
10.814,10.77,7.637,0.04399967,3.133,2.875983,1.191228,GALAXY,BROADLINE
11.123,11.089,7.642,0.0340004,3.447,0.2505766,0.5108586,GALAXY,STARFORMING
11.049,11.007,7.644,0.04199982,3.363,0.5129428,0.6027967,GALAXY,STARFORMING
12.03,11.934,10.022,0.09599972,1.912,1.316827,0.3547771,GALAXY,STARFORMING
11.086,11.158,10.027,-0.07199955,1.131,2.343679,1.419441,GALAXY,BROADLINE
11.321,11.422,10.027,-0.1009998,1.395,1.957439,1.561897,GALAXY,BROADLINE
11.25,11.319,10.613,-0.06900024,0.7060003,2.158914,0.5683556,GALAXY,BROADLINE
11.885,11.949,10.617,-0.06400013,1.332001,1.879106,1.223003,GALAXY,BROADLINE
11.009,10.883,7.397,0.1259995,3.486001,0.4204443,0.5670062,GALAXY,STARFORMING
10.425,10.397,7.402,0.02799988,2.995,2.252543,0.8233893,GALAXY,AGN BROADLINE
10.471,10.439,7.411,0.03199959,3.028,0.6928242,0.936388,GALAXY,AGN BROADLINE
10.248,10.161,7.412,0.08699989,2.749,0.8418476,0.7706989,GALAXY,AGN BROADLINE
12.093,11.704,7.413,0.3889999,4.291,0.5937618,0.3069237,GALAXY,STARBURST
11.294,11.175,7.416,0.1189995,3.759,0.153806,0.4151112,GALAXY,STARFORMING
11.122,11.123,7.417,-0.001000404,3.706,0.2528591,0.389325,GALAXY,STARFORMING
11.269,10.757,7.418,0.5120001,3.339,10.39489,1.576241,GALAXY,AGN
10.662,10.616,7.422,0.04599953,3.194,1.40151,1.089463,GALAXY,BROADLINE
11.463,11.263,7.423,0.2000008,3.84,0.2114349,0.3823218,GALAXY,STARFORMING
10.134,10.084,7.426,0.05000019,2.658,0.9419109,1.069669,GALAXY,AGN
10.796,10.707,7.452,0.08899975,3.255,0.7254901,0.5859573,GALAXY,STARFORMING BROADLINE
12.355,11.979,7.453,0.3759995,4.526,0.3462369,0.3780538,GALAXY,STARBURST
10.825,10.739,7.454,0.08599949,3.285,0.4835774,0.6384348,GALAXY,STARFORMING
10.679,10.606,7.463,0.07299995,3.143,0.4557809,0.5981126,GALAXY,STARFORMING BROADLINE
11.728,11.544,7.472,0.184,4.072,1.026655,0.2768293,GALAXY,STARFORMING
11.279,11.23,7.472,0.04900074,3.757999,0.165429,0.3139062,GALAXY,STARFORMING
11.234,11.152,7.474,0.08199978,3.678,0.2516612,0.4558881,GALAXY,STARFORMING
11.794,11.031,7.476,0.7629995,3.555,1.823382,0.5608191,GALAXY,STARFORMING
10.074,10.084,7.482,-0.009999275,2.602,1.977808,1.591776,GALAXY,BROADLINE
11.772,11.595,7.484,0.177,4.111,1.444521,0.2787202,GALAXY,STARBURST
11.156,11.092,7.496,0.06400013,3.596,0.3250814,0.5639076,GALAXY,STARFORMING
10.221,10.062,7.499,0.1589994,2.563,6.838783,1.031792,GALAXY,AGN
10.876,10.89,7.5,-0.01399994,3.39,0.5222447,0.4426725,GALAXY,STARFORMING BROADLINE
12.167,11.95,7.5,0.217,4.45,0.4842977,0.5008831,GALAXY,STARBURST
11.425,11.311,7.501,0.1140003,3.81,0.6571123,0.5883409,GALAXY,STARBURST
11.047,10.962,7.509,0.08500004,3.453,0.3081942,0.4515246,GALAXY,STARFORMING
11.635,11.495,7.527,0.1400003,3.968,1.659468,0.2665895,GALAXY,STARFORMING
10.744,10.799,10.005,-0.05499935,0.7939997,1.855613,1.219136,GALAXY,BROADLINE
11.45,11.462,10.016,-0.01200008,1.446,1.692162,1.633987,GALAXY,AGN
11.673,11.751,10.016,-0.07800007,1.735001,1.43239,0.8321257,GALAXY,BROADLINE
11.31,11.358,10.642,-0.04799938,0.7159996,1.644462,1.311456,GALAXY,BROADLINE
12.468,12.518,10.643,-0.04999924,1.875,1.876776,0.8722845,GALAXY,BROADLINE
11.013,10.832,7.236,0.1809998,3.596,3.247949,0.06314114,GALAXY,STARBURST
10.385,10.268,7.249,0.1170006,3.019,0.8066369,0.7512194,GALAXY,AGN
11.746,11.552,7.25,0.1940002,4.302,0.2078866,0.4724983,GALAXY,STARBURST
11.708,11.325,7.259,0.3830004,4.066,3.548551,0.08916661,GALAXY,STARBURST
12.308,11.688,7.283,0.6199999,4.405,2.796452,0.1307046,GALAXY,STARBURST
11.152,11.096,7.308,0.05600071,3.788,0.3431518,0.3768003,GALAXY,STARFORMING
11.551,11.431,7.33,0.1199999,4.101,0.2127721,0.3319824,GALAXY,STARFORMING
11.445,11.186,7.348,0.2589998,3.838,0.6520865,0.262041,GALAXY,STARBURST
11.505,11.384,7.349,0.1210003,4.035,0.6064097,0.3054287,GALAXY,STARBURST
10.348,10.297,7.37,0.05099964,2.927,1.259946,1.141446,GALAXY,AGN BROADLINE
11.595,11.387,7.376,0.2080002,4.011,0.5518231,0.6595861,GALAXY,STARFORMING
10.122,10.067,7.383,0.05499935,2.684,2.455655,1.641355,GALAXY,BROADLINE
11.58,11.405,7.383,0.1750002,4.022,0.9867017,0.5555061,GALAXY,STARBURST
11.582,11.444,7.385,0.1379995,4.059,0.1959036,0.3470455,GALAXY,STARFORMING
11.127,11.24,10.039,-0.1129999,1.201,2.084912,1.708945,GALAXY,BROADLINE
11.345,11.41,10.042,-0.06499958,1.368,2.699748,1.409906,GALAXY,BROADLINE
10.785,10.851,10.043,-0.06599998,0.8079996,1.544685,1.111964,GALAXY,
11.211,11.28,10.049,-0.06899929,1.231,0.6385955,0.6339002,GALAXY,AGN BROADLINE
14.134,14.156,10.049,-0.02200031,4.107,0.652995,0.2867343,GALAXY,STARBURST
11.514,11.549,10.05,-0.03499985,1.499,1.555116,1.223762,GALAXY,AGN BROADLINE
11.018,11.11,10.05,-0.09200001,1.059999,1.025049,1.084662,GALAXY,BROADLINE
11.151,11.245,10.055,-0.09399986,1.19,2.115386,1.174613,GALAXY,BROADLINE
11.084,11.149,10.545,-0.06500053,0.6040001,1.216697,0.8826001,GALAXY,BROADLINE
11.616,11.684,10.547,-0.06799984,1.137,2.644754,1.34165,GALAXY,BROADLINE
12.676,12.691,10.549,-0.01500034,2.142,1.76547,0.5567971,GALAXY,STARFORMING
12.456,12.472,10.55,-0.01599979,1.922,2.322451,1.461767,GALAXY,AGN
11.233,11.288,10.554,-0.05500031,0.7340002,2.257609,0.8194113,GALAXY,BROADLINE
10.902,10.985,10.555,-0.08299923,0.4299994,1.749601,0.9934972,GALAXY,
11.688,11.839,11.194,-0.151,0.6449995,3.05277,1.25243,GALAXY,BROADLINE
11.012,10.81,6.873,0.2019997,3.937,0.2127825,0.4782694,GALAXY,STARFORMING
11.345,11.025,6.88,0.3200006,4.145,0.5301587,0.4876301,GALAXY,STARFORMING
9.974,9.917,6.884,0.05700016,3.033,0.9910401,1.212028,GALAXY,AGN
10.7,10.607,6.895,0.09299946,3.712,0.930821,0.5149916,GALAXY,STARFORMING
9.8,9.75,6.9,0.05000019,2.85,0.7694417,0.7236995,GALAXY,STARFORMING BROADLINE
11.018,10.894,6.902,0.1239996,3.992,0.2129512,0.430438,GALAXY,STARFORMING
10.501,10.349,6.904,0.1520004,3.445,3.685488,0.789456,GALAXY,AGN
10.817,10.57,6.905,0.2470007,3.664999,2.125439,0.7943893,GALAXY,AGN
11.796,11.442,6.924,0.3539991,4.518001,0.1232195,0.6471643,GALAXY,STARBURST
11.393,11.201,6.953,0.1919994,4.248,0.165421,0.3774807,GALAXY,STARFORMING
10.771,10.658,6.962,0.1129999,3.696,0.2318249,0.7425216,GALAXY,STARFORMING
10.954,10.804,6.989,0.1500006,3.815,0.1731637,0.3681459,GALAXY,STARFORMING
11.529,11.319,7.005,0.21,4.314,0.1956122,0.4485967,GALAXY,STARBURST
11.045,10.888,7.005,0.1570005,3.882999,0.2862064,0.5259923,GALAXY,STARFORMING
11.94,11.605,7.006,0.335,4.599,0.1702794,0.7453129,GALAXY,STARBURST
11.357,10.837,7.014,0.5200005,3.823,24.07524,1.312491,GALAXY,AGN
11.489,11.236,7.017,0.2530003,4.219,0.147761,0.4775065,GALAXY,STARBURST
11.304,10.83,7.018,0.474,3.812,0.5575522,0.8424875,GALAXY,STARFORMING
11.26,11.051,7.022,0.2090006,4.029,0.1637651,0.4483731,GALAXY,STARFORMING
10.935,10.784,7.022,0.151,3.762001,0.7079235,0.5113277,GALAXY,STARFORMING
10.904,10.774,7.049,0.1300001,3.725,0.1822327,0.4725605,GALAXY,STARFORMING
10.82,10.883,10.111,-0.06300068,0.7720003,1.394872,1.063733,GALAXY,
11.602,11.663,10.116,-0.06099987,1.547,1.815971,1.507236,GALAXY,BROADLINE
11.644,11.726,10.76,-0.08199978,0.9659996,0.8931076,0.7591901,GALAXY,
11.425,11.509,10.761,-0.08399963,0.7480001,1.589469,0.7866186,GALAXY,BROADLINE
11.734,11.754,9.876,-0.0199995,1.877999,1.142083,1.151908,GALAXY,BROADLINE
13.38,13.276,9.878,0.1040001,3.398,1.447325,0.2048007,GALAXY,STARFORMING
10.964,11.027,9.879,-0.06300068,1.148001,1.975643,1.238909,GALAXY,BROADLINE
14.208,14.029,9.881,0.1789999,4.148001,2.387482,0.193672,GALAXY,STARBURST
13.328,13.212,9.884,0.1160002,3.328,1.144435,0.3318504,GALAXY,STARFORMING
10.934,11.034,9.895,-0.1000004,1.139,1.918659,1.079165,GALAXY,BROADLINE
12.408,12.419,10.882,-0.01099968,1.537,1.775862,1.182395,GALAXY,BROADLINE
11.508,11.24,7.05,0.2680006,4.19,0.1510629,0.8425078,GALAXY,STARFORMING
10.967,10.846,7.055,0.1210003,3.791,0.7735306,0.5918843,GALAXY,STARFORMING
11.352,11.206,7.066,0.1459999,4.14,0.8452498,0.3324098,GALAXY,STARBURST
11.774,11.504,7.069,0.2700005,4.435,0.1980023,0.3992271,GALAXY,STARBURST
11.828,11.544,7.085,0.2840004,4.459,0.8503748,0.3809193,GALAXY,STARBURST
11.741,11.526,7.095,0.2150002,4.431,0.7269605,0.4433552,GALAXY,STARFORMING
10.845,10.69,7.103,0.1550007,3.586999,0.3223343,0.4300123,GALAXY,STARFORMING
10.971,10.85,7.114,0.1209993,3.736001,0.1364739,0.37267,GALAXY,STARBURST
10.548,10.478,7.114,0.07000065,3.364,0.4236013,0.693989,GALAXY,STARFORMING
11.466,11.35,7.122,0.1159992,4.228,0.4988554,0.374577,GALAXY,STARFORMING
11.275,11.058,7.127,0.217,3.931,0.4173412,0.4418904,GALAXY,STARFORMING
10.64,10.079,7.128,0.5609999,2.951001,3.183774,1.182715,GALAXY,AGN
10.386,10.345,7.131,0.04099941,3.214,0.4350794,0.6088384,GALAXY,STARFORMING
10.018,9.864,7.144,0.1539993,2.72,3.144517,0.8998253,GALAXY,AGN
11.703,11.432,7.173,0.2709999,4.259,0.137915,0.496839,GALAXY,STARBURST
9.733,9.722,7.177,0.01099968,2.545,0.941671,0.7101068,GALAXY,BROADLINE
11.491,11.369,7.18,0.1219997,4.189001,0.2307168,0.3640425,GALAXY,STARFORMING
10.846,10.78,7.186,0.06599998,3.594,0.5286724,0.8834627,GALAXY,STARFORMING BROADLINE
10.501,10.448,7.194,0.05300045,3.254,1.449322,1.408575,GALAXY,BROADLINE
10.506,10.474,7.201,0.03199959,3.273,1.05899,1.008067,GALAXY,BROADLINE
11.051,10.922,7.207,0.1289997,3.715,2.438435,0.7177794,GALAXY,AGN
11.518,11.358,7.207,0.1599998,4.151,0.2037359,0.3630184,GALAXY,STARFORMING
11.803,11.567,7.208,0.2360001,4.359,0.5235578,0.3602149,GALAXY,STARBURST
10.683,10.465,7.222,0.2179995,3.243,6.501431,1.289035,GALAXY,AGN BROADLINE
9.826,9.808,7.224,0.0180006,2.584,1.498077,1.15819,GALAXY,BROADLINE
11.964,11.754,7.23,0.21,4.524,0.8576091,0.3667752,GALAXY,STARBURST
10.514,10.423,7.232,0.0909996,3.191,0.7143162,0.5595697,GALAXY,AGN BROADLINE
11.153,11.192,9.983,-0.03900051,1.209001,1.636245,1.190844,GALAXY,BROADLINE
11.622,11.714,9.985,-0.09200001,1.729,3.777454,1.02084,GALAXY,BROADLINE
11.006,11.048,9.985,-0.04200077,1.063001,1.687237,1.133697,GALAXY,BROADLINE
11.138,11.219,9.988,-0.08100033,1.231,1.810611,1.097583,GALAXY,BROADLINE
10.815,10.926,9.991,-0.1110001,0.9349995,2.175102,1.502998,GALAXY,BROADLINE
12.271,12.251,9.992,0.0199995,2.259001,0.5967745,0.6657905,GALAXY,AGN BROADLINE
10.878,10.936,9.998,-0.05799961,0.9379997,1.941323,0.857096,GALAXY,
11.129,11.219,9.999,-0.09000015,1.22,1.635909,1.127964,GALAXY,AGN
11.7,11.785,10.807,-0.08500004,0.9779997,1.563899,1.193141,GALAXY,BROADLINE
11.816,11.931,10.811,-0.1149998,1.12,4.370771,1.319269,GALAXY,BROADLINE
12.015,12.014,10.812,0.001000404,1.202,1.772621,1.310801,GALAXY,
11.429,11.504,10.812,-0.07499981,0.6919994,1.694227,0.9478545,GALAXY,BROADLINE
12.003,12.074,11.365,-0.0710001,0.7090006,2.412431,0.9164962,GALAXY,BROADLINE
13.978,13.826,12.333,0.1519995,1.493,1.120112,1.505125,GALAXY,
11.401,11.478,9.811,-0.07699966,1.667,2.001268,1.313158,GALAXY,BROADLINE
11.169,11.226,9.811,-0.05700016,1.415,0.8317524,0.6018475,GALAXY,BROADLINE
12.914,12.855,9.814,0.05900002,3.040999,1.482349,0.7058773,GALAXY,STARFORMING
11.118,11.158,9.819,-0.03999996,1.339,1.313708,1.5386,GALAXY,BROADLINE
10.547,10.638,9.822,-0.0909996,0.816,2.201226,1.070905,GALAXY,
10.448,10.497,9.826,-0.04899979,0.6709995,2.215894,1.677982,GALAXY,AGN BROADLINE
12.368,12.446,11.409,-0.07800007,1.037,1.465929,1.192329,GALAXY,BROADLINE
13.392,13.373,12.251,0.01900005,1.122,1.651677,0.7932346,GALAXY,
10.867,10.932,9.837,-0.06500053,1.095,1.750081,0.9430202,GALAXY,BROADLINE
10.692,10.775,9.841,-0.08299923,0.934,1.306344,0.8904186,GALAXY,AGN BROADLINE
11.009,11.044,9.843,-0.03499985,1.200999,0.6291651,0.9457825,GALAXY,BROADLINE
10.67,10.723,9.854,-0.0529995,0.8689995,1.607399,1.417804,GALAXY,BROADLINE
11.345,11.401,10.824,-0.05599976,0.5769997,1.969187,0.9630498,GALAXY,
11.499,11.576,10.827,-0.07700062,0.7490005,1.587819,0.8732048,GALAXY,
12.217,12.265,9.791,-0.04800034,2.474,1.293036,1.242439,GALAXY,BROADLINE
11.072,11.1,9.792,-0.02800083,1.308001,2.843033,1.362712,GALAXY,BROADLINE
10.795,10.878,9.793,-0.08300018,1.085,1.606536,1.205623,GALAXY,
11.238,11.305,9.798,-0.06700039,1.507,1.671729,1.059818,GALAXY,
12.09,12.146,9.81,-0.05599976,2.335999,1.237723,0.7241621,GALAXY,BROADLINE
11.661,11.675,9.81,-0.01399994,1.865,0.9785849,1.302444,GALAXY,
11.235,11.361,10.695,-0.1260004,0.6660004,2.136487,1.117803,GALAXY,BROADLINE
11.77,11.853,11.242,-0.08299923,0.6110001,1.236214,1.103302,GALAXY,BROADLINE
9.699,9.312,5.016,0.3870001,4.296,0.6979411,0.1979567,GALAXY,STARBURST
9.426,9.202,5.031,0.224,4.171,0.3288989,0.4078921,GALAXY,STARFORMING
8.928,8.748,5.142,0.1800003,3.606,0.4822153,0.6257721,GALAXY,STARFORMING
9.717,9.446,5.145,0.2709999,4.301,0.2609643,0.5513182,GALAXY,STARBURST
10.092,9.682,5.157,0.4099998,4.525,0.1140957,0.4032106,GALAXY,STARBURST
9.674,9.34,5.163,0.3339996,4.177,0.1561181,0.51495,GALAXY,STARBURST
10.1,9.764,5.196,0.3360004,4.568,0.1792763,0.6105688,GALAXY,STARBURST
10.822,10.048,5.239,0.7739992,4.809,0.9813321,0.4082237,GALAXY,STARBURST
10.131,9.081,5.255,1.049999,3.826,7.788854,0.6560043,GALAXY,AGN
9.618,9.426,5.343,0.1920004,4.083,1.927299,0.649604,GALAXY,STARFORMING
9.809,9.116,5.359,0.6929998,3.757,4.869576,1.079802,GALAXY,AGN BROADLINE
9.954,9.724,5.37,0.2300005,4.354,0.2642759,0.3508681,GALAXY,STARFORMING
9.794,9.582,5.388,0.2119999,4.194,0.1118803,0.397095,GALAXY,STARBURST
10.46,10.128,5.602,0.3319998,4.526,0.2095712,0.3506313,GALAXY,STARBURST
9.758,9.591,5.619,0.1670008,3.972,1.071595,0.9044706,GALAXY,STARFORMING
