x, y
1.1325422260718925, 0.29634922466514585
1.0000692940666955, 0.22336034652630457
0.9746556951061065, 0.15327398123574262
1.0580684278908619, 0.074027391910244
1.1982849718492854, 0.03549586813537959
1.371866608921611, 0.0002929141406520446
1.561195322650498, -0.031980898447555056
1.7667908185361627, -0.055520543932683
1.962823733217843, -0.06678442406866618
2.1821394543092247, -0.08073778858699994
2.435963620614985, -0.08638304293411207
2.6773668254655694, -0.07874064671891781
2.8945517540060632, -0.07442682028386043
3.1371502815071457, -0.05402934467118169
3.3786574274577736, -0.019864904447856845
3.623178865309658, 0.029105014157516797
3.845093113902122, 0.09069686936916944
3.992741446513642, 0.14035913048881157
4.131762667821568, 0.2051197841311545
4.227700303161542, 0.26641872520215515
4.314075357297531, 0.33181846424228434
4.333096578605457, 0.3843566096519647
4.3403204850584665, 0.44267315219996267
4.29801645734084, 0.5042650074116154
4.228012126461672, 0.5581878378498326
4.126149848419229, 0.5999414171718696
4.039514941533131, 0.6264634611800002
3.8662451277609353, 0.6491776213596542
3.6676136855781722, 0.6697614968800205
3.503906453009961, 0.6700277824624316
3.3277782589865743, 0.6650216135131056
3.099939367691641, 0.6532517907705416
3.2024252923343437, 0.6615865295000044
2.9362321351234297, 0.6415352251444599
2.6842789086184493, 0.6077169561782693
2.4596621914248593, 0.5746709154010704
2.181463837158943, 0.5392283043821731
1.9531572109138153, 0.499391981253495
1.726149848419229, 0.4586236585863786
1.504339540926808, 0.4136746522754103
1.346608921611087, 0.36675513265460097
1.2280121264616717, 0.33328303494554457
2.312273711563447, 0.5555249820257232
1.6169597228237331, 0.4373208119935026
1.8414205283672584, 0.47718376368042176
2.300892161108705, -0.0841462440418601
