x, y
4.057340840190559, -0.054615172952485774
4.198492854049372, -0.04369746407363684
4.316621914248592, -0.009692795199758568
4.419783456041576, 0.0381054668430069
4.5223213512343, 0.09136258332519683
4.634525768731052, 0.1512768393676605
4.747145950627977, 0.21292195169579534
4.833521004763967, 0.2777092338963794
4.9235339974014725, 0.34239000186399904
5.006219142485924, 0.41655053656544855
5.065413598960589, 0.49324078429980206
5.086461671719359, 0.5788782276031634
5.065361628410567, 0.6762056079743656
5.015937635339974, 0.7522833988691738
4.954664356864443, 0.8300654174914123
4.83113035946297, 0.9419053621040111
4.712949328713728, 1.0392859995916954
4.600277176266782, 1.1136063056425913
4.486409701169337, 1.188059754484693
4.373009961022087, 1.2491722956480058
4.217098310957124, 1.317341404745209
4.010463404071026, 1.3525976158564188
4.116639237765266, 1.345114990990671
3.8653096578605455, 1.3293508845119428
3.7723863144218277, 1.2901802753392921
3.6966652230402772, 1.2146616841675468
3.647656994369857, 1.1464925750703436
3.5719878735383284, 1.023468635996485
3.542988306626245, 0.9018560105094042
3.524746643568644, 0.7601654521085379
3.5179385015158076, 0.6727438954030232
3.5301515807708963, 0.5952281623631958
3.5301515807708963, 0.5265797392176529
3.552446946730186, 0.43271407141779317
3.5833694239930707, 0.3294485225588269
3.6262451277609355, 0.2321477707458659
3.6887656994369857, 0.137962560247113
3.7461411866608922, 0.07863413248595343
3.826279774794283, 0.01925244760831166
3.9332871372888696, -0.03163472719042082
3.5316587267215245, 0.8291866750694561
