x, y
0.9437851883932438, 0.31088841746478374
0.8180164573408402, 0.2946716254959569
0.6870506712862711, 0.259095871685854
0.5689735816370723, 0.2189666344165239
0.4419055868341273, 0.16107614880038346
0.38089216110870505, 0.09700783767230896
0.4275617150281507, 0.0306760990937414
0.5603464703334776, -0.008228224496498343
0.7150627977479428, -0.031687984306903005
0.8750801212646167, -0.041434036623143766
1.0587960155911649, -0.04569460594171896
1.2212559549588566, -0.025989472843308686
1.3388653096578604, 0.021382732267599257
1.3854309224772627, 0.0756251054047097
1.37560848852317, 0.14267581505578683
1.316258120398441, 0.20501326989819013
1.231286271113036, 0.2597349570836403
1.1278648765699437, 0.29381951163224185
1.037124296232135, 0.30652133391324415
