# R / kpc # ne / cm-3 # ne_err / cm-3 # K / keV cm2 # K_err / keV cm2 # P / keV cm-3 # P_err / keV cm-3 # T / keV # T_err / keV #
2.482099999999999862e-01 2.658499999999999839e-03 1.775600000000000008e-04 3.879900000000000091e+02 2.877599999999999980e+01 3.206900000000000320e-11 2.864500000000000164e-12 7.505300000000000082e+00 4.271400000000000197e-01
2.430950000000000055e-01 2.259800000000000177e-03 1.608299999999999899e-04 4.303299999999999841e+02 3.317699999999999960e+01 2.712899999999999881e-11 2.538900000000000016e-12 7.457499999999999574e+00 4.388400000000000079e-01
2.379799999999999971e-01 2.406999999999999851e-03 1.251900000000000126e-04 4.106299999999999955e+02 2.925499999999999901e+01 2.875699999999999954e-11 2.332400000000000038e-12 7.409600000000000186e+00 4.505399999999999960e-01
2.328600000000000114e-01 2.737400000000000076e-03 1.477000000000000123e-04 3.750699999999999932e+02 2.744500000000000028e+01 3.254700000000000016e-11 2.717600000000000052e-12 7.361699999999999910e+00 4.622499999999999942e-01
2.277399999999999980e-01 2.780100000000000193e-03 1.503700000000000121e-04 3.703899999999999864e+02 2.720700000000000074e+01 3.298200000000000305e-11 2.763500000000000089e-12 7.326800000000000423e+00 4.693599999999999994e-01
2.226249999999999896e-01 2.885400000000000204e-03 1.775900000000000124e-04 3.608700000000000045e+02 2.737999999999999901e+01 3.418700000000000044e-11 3.031099999999999878e-12 7.317300000000000360e+00 4.674599999999999866e-01
2.175099999999999811e-01 2.807800000000000053e-03 1.736700000000000093e-04 3.670099999999999909e+02 2.783299999999999841e+01 3.322600000000000241e-11 2.948800000000000117e-12 7.307800000000000296e+00 4.655699999999999839e-01
2.123899999999999955e-01 2.719599999999999969e-03 2.021799999999999921e-04 3.744300000000000068e+02 3.015299999999999869e+01 3.213999999999999836e-11 3.141900000000000173e-12 7.298399999999999999e+00 4.636700000000000266e-01
2.072700000000000098e-01 3.107299999999999906e-03 1.917099999999999924e-04 3.421600000000000250e+02 2.582900000000000063e+01 3.667600000000000084e-11 3.241800000000000182e-12 7.288899999999999935e+00 4.617700000000000138e-01
2.021499999999999964e-01 2.756199999999999883e-03 2.266199999999999953e-04 3.688500000000000227e+02 3.080699999999999861e+01 3.237400000000000241e-11 3.353800000000000108e-12 7.274799999999999933e+00 4.594500000000000250e-01
1.970349999999999879e-01 2.917299999999999841e-03 1.868200000000000036e-04 3.512300000000000182e+02 2.659799999999999898e+01 3.388900000000000312e-11 3.033599999999999918e-12 7.197099999999999831e+00 4.512800000000000145e-01
1.919199999999999795e-01 3.352599999999999851e-03 2.313999999999999868e-04 3.165600000000000023e+02 2.445799999999999841e+01 3.851299999999999796e-11 3.574800000000000075e-12 7.119500000000000384e+00 4.430999999999999939e-01
1.867999999999999938e-01 2.706699999999999818e-03 2.237100000000000113e-04 3.609800000000000182e+02 2.982700000000000173e+01 3.074300000000000178e-11 3.168400000000000111e-12 7.041800000000000281e+00 4.349199999999999733e-01
1.816800000000000082e-01 3.326899999999999823e-03 2.045100000000000054e-04 3.110099999999999909e+02 2.287300000000000111e+01 3.735599999999999875e-11 3.236900000000000071e-12 6.964000000000000412e+00 4.267400000000000082e-01
1.765599999999999947e-01 3.425099999999999933e-03 2.095999999999999990e-04 3.014700000000000273e+02 2.191400000000000148e+01 3.800800000000000203e-11 3.261700000000000127e-12 6.885299999999999976e+00 4.176799999999999957e-01
1.714450000000000141e-01 2.766699999999999975e-03 2.103999999999999913e-04 3.434200000000000159e+02 2.670899999999999963e+01 3.033400000000000221e-11 2.919299999999999890e-12 6.802299999999999791e+00 4.045699999999999852e-01
1.663300000000000056e-01 3.925500000000000170e-03 2.266100000000000004e-04 2.686800000000000068e+02 1.864900000000000091e+01 4.251800000000000119e-11 3.472300000000000058e-12 6.719199999999999839e+00 3.914500000000000202e-01
1.612100000000000199e-01 3.648499999999999834e-03 2.445699999999999979e-04 2.786499999999999773e+02 2.007799999999999940e+01 3.903400000000000190e-11 3.422599999999999977e-12 6.636099999999999888e+00 3.783299999999999996e-01
1.560900000000000065e-01 3.665400000000000082e-03 2.220699999999999931e-04 2.743500000000000227e+02 1.877499999999999858e+01 3.872800000000000058e-11 3.175300000000000011e-12 6.552900000000000169e+00 3.652000000000000246e-01
1.509749999999999981e-01 4.189199999999999695e-03 2.625700000000000017e-04 2.480900000000000034e+02 1.701399999999999935e+01 4.375299999999999744e-11 3.630699999999999867e-12 6.475399999999999601e+00 3.542399999999999993e-01
1.458599999999999897e-01 3.935000000000000130e-03 2.572599999999999865e-04 2.556599999999999966e+02 1.764300000000000068e+01 4.062200000000000200e-11 3.431700000000000009e-12 6.401500000000000412e+00 3.447100000000000164e-01
1.407400000000000040e-01 4.441999999999999768e-03 2.361599999999999886e-04 2.330500000000000114e+02 1.478299999999999947e+01 4.531699999999999845e-11 3.389400000000000078e-12 6.327499999999999680e+00 3.351600000000000135e-01
1.356200000000000183e-01 4.782200000000000339e-03 3.072099999999999809e-04 2.192299999999999898e+02 1.471599999999999930e+01 4.820899999999999865e-11 3.975000000000000329e-12 6.253499999999999837e+00 3.256100000000000105e-01
1.305000000000000049e-01 4.565999999999999746e-03 2.639699999999999816e-04 2.244799999999999898e+02 1.443099999999999916e+01 4.569899999999999904e-11 3.536700000000000066e-12 6.194499999999999673e+00 3.189699999999999758e-01
1.253849999999999965e-01 4.923600000000000199e-03 2.709200000000000150e-04 2.121399999999999864e+02 1.338899999999999935e+01 4.897100000000000207e-11 3.686000000000000248e-12 6.157099999999999795e+00 3.164699999999999736e-01
1.202699999999999880e-01 4.924500000000000058e-03 3.500500000000000248e-04 2.107899999999999920e+02 1.471499999999999986e+01 4.867400000000000040e-11 4.265700000000000292e-12 6.119600000000000151e+00 3.139700000000000268e-01
1.151500000000000024e-01 5.463599999999999880e-03 2.596100000000000165e-04 1.954399999999999977e+02 1.176099999999999923e+01 5.366200000000000298e-11 3.746899999999999716e-12 6.082099999999999618e+00 3.114700000000000246e-01
1.100299999999999889e-01 5.681300000000000239e-03 2.935999999999999808e-04 1.860200000000000102e+02 1.133699999999999974e+01 5.451100000000000310e-11 3.929999999999999612e-12 5.999600000000000044e+00 3.046099999999999919e-01
1.049150000000000083e-01 5.771199999999999768e-03 3.131599999999999900e-04 1.794799999999999898e+02 1.097000000000000064e+01 5.398899999999999704e-11 3.957000000000000204e-12 5.852699999999999569e+00 2.914900000000000269e-01
9.979999999999999982e-02 5.646800000000000430e-03 2.812299999999999891e-04 1.774300000000000068e+02 1.038700000000000045e+01 5.146999999999999778e-11 3.567900000000000175e-12 5.705799999999999983e+00 2.783800000000000163e-01
9.467999999999998639e-02 7.005499999999999575e-03 3.216599999999999798e-04 1.503000000000000114e+02 8.461499999999999133e+00 6.245200000000000571e-11 4.114499999999999886e-12 5.558799999999999741e+00 2.652499999999999858e-01
8.956000000000000072e-02 7.591999999999999790e-03 3.071199999999999733e-04 1.429699999999999989e+02 7.756999999999999673e+00 6.792400000000000501e-11 4.216100000000000180e-12 5.511800000000000033e+00 2.600000000000000089e-01
8.443999999999998729e-02 7.830099999999999560e-03 2.986600000000000170e-04 1.405600000000000023e+02 7.500099999999999767e+00 7.030499999999999659e-11 4.250700000000000053e-12 5.531500000000000306e+00 2.600000000000000089e-01
7.932500000000000662e-02 7.789700000000000096e-03 3.383300000000000218e-04 1.415500000000000114e+02 7.783100000000000129e+00 7.019199999999999656e-11 4.478700000000000293e-12 5.551199999999999690e+00 2.600000000000000089e-01
7.420999999999999819e-02 9.253300000000000761e-03 3.338799999999999949e-04 1.254899999999999949e+02 6.551800000000000068e+00 8.291399999999999668e-11 4.869400000000000234e-12 5.567199999999999704e+00 2.597400000000000264e-01
6.909000000000001251e-02 8.829800000000000496e-03 3.672500000000000092e-04 1.279800000000000040e+02 6.848399999999999821e+00 7.820599999999999856e-11 4.836500000000000243e-12 5.503599999999999604e+00 2.536800000000000166e-01
6.396999999999999909e-02 1.033099999999999991e-02 3.556400000000000034e-04 1.139200000000000017e+02 5.773200000000000109e+00 9.043100000000000029e-11 5.136799999999999680e-12 5.440000000000000391e+00 2.476200000000000068e-01
5.885500000000000453e-02 1.032300000000000058e-02 3.720199999999999787e-04 1.121400000000000006e+02 5.657300000000000217e+00 8.890299999999999792e-11 5.081300000000000169e-12 5.376500000000000057e+00 2.415700000000000069e-01
5.374000000000000304e-02 1.171499999999999972e-02 3.991099999999999921e-04 1.004000000000000057e+02 4.883000000000000007e+00 9.827800000000000432e-11 5.392299999999999954e-12 5.258000000000000007e+00 2.302800000000000125e-01
4.861999999999999655e-02 1.238200000000000064e-02 4.350199999999999922e-04 9.418200000000000216e+01 4.494699999999999918e+00 1.011100000000000003e-10 5.504199999999999912e-12 5.120099999999999874e+00 2.171599999999999919e-01
4.349999999999999700e-02 1.456900000000000035e-02 3.755799999999999785e-04 8.145300000000000296e+01 3.559499999999999886e+00 1.146700000000000031e-10 5.474200000000000242e-12 4.982300000000000395e+00 2.040299999999999891e-01
3.837999999999999745e-02 1.546699999999999985e-02 3.746099999999999929e-04 7.338500000000000512e+01 3.093399999999999928e+00 1.141500000000000013e-10 5.234499999999999960e-12 4.738299999999999734e+00 1.881299999999999917e-01
3.326500000000000290e-02 1.845400000000000165e-02 3.968600000000000187e-04 6.089600000000000080e+01 2.446000000000000174e+00 1.271400000000000128e-10 5.498400000000000078e-12 4.447499999999999787e+00 1.710299999999999876e-01
2.815000000000000141e-02 2.224500000000000088e-02 4.399900000000000208e-04 4.978699999999999903e+01 1.888900000000000023e+00 1.419100000000000042e-10 5.776200000000000368e-12 4.156699999999999839e+00 1.539200000000000013e-01
2.303000000000000186e-02 2.571899999999999881e-02 4.035199999999999855e-04 4.143200000000000216e+01 1.429599999999999982e+00 1.504100000000000007e-10 5.479600000000000198e-12 3.879199999999999982e+00 1.362500000000000100e-01
1.790999999999999884e-02 2.841899999999999982e-02 4.420100000000000049e-04 3.524300000000000210e+01 1.106899999999999995e+00 1.511000000000000004e-10 5.058699999999999841e-12 3.605799999999999894e+00 1.184199999999999975e-01
1.279500000000000082e-02 4.035799999999999804e-02 4.090699999999999848e-04 2.510699999999999932e+01 7.835199999999999942e-01 1.931300000000000093e-10 6.201300000000000243e-12 3.332599999999999785e+00 1.005999999999999950e-01
7.680000000000001062e-03 6.345599999999999852e-02 4.484900000000000106e-04 1.650600000000000023e+01 5.710300000000000376e-01 2.699499999999999829e-10 9.446499999999999381e-12 3.169999999999999929e+00 8.999999999999999667e-02
2.560000000000000209e-03 8.555799999999999517e-02 3.558599999999999979e-04 1.183500000000000085e+01 4.646799999999999820e-01 3.185100000000000199e-10 1.254500000000000036e-11 3.169999999999999929e+00 8.999999999999999667e-02
