# metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB logMstar SFR_opt LIR(8-1000) Lbb(0.1-1) Lbbdered(0.1-1) Lga(01-1) AGNfrac(0.1-1) Ltor(1-30) LAGN(0.1-30) AGNfrac(8-1000) Lgal(0.4-0.5) Lbbb(0.4-0.5) AGNfrac(0.4-0.5) Ltor(6) Lsb(1-30) SFR_IR log_like logz
1.8900 8.0540 12.7763 0.5343 34.9199 0.0286 54.0239 0.1730 7.5976 4.8078 6.6067 4.0373 9.1633 40.8998 42.0833 43.9106 44.3576 43.0185 0.8864 44.0685 44.3154 0.9837 41.8116 42.9705 0.9351 43.6526 41.1670 0.0470 -30.6100 -51.3333
0.5521 7.5649 11.3621 0.7265 27.3594 0.0181 36.0155 0.0303 7.8395 4.6576 6.5011 3.8597 9.8222 16.7156 41.8963 43.7567 44.3994 43.0724 0.8286 44.0055 44.2229 0.9887 42.1092 42.9025 0.8614 43.6092 41.1275 0.0306 -27.9546 -51.7728
1.8728 8.8414 8.7099 0.6531 28.9700 0.0152 46.2757 0.0814 6.9981 4.3972 6.6021 3.8963 10.4790 2.5618 41.9566 43.8267 44.3245 42.9060 0.8928 44.0173 44.2522 0.9873 41.7683 42.9113 0.9329 43.6211 41.0063 0.0351 -24.9054 -51.2173
1.6707 1.2372 8.6583 0.7225 40.5296 0.0533 49.6077 0.1293 7.0540 3.7772 6.5901 3.9953 10.6378 1.8584 42.1922 44.0299 44.0595 43.3114 0.8395 44.0362 44.3430 0.9793 42.3712 42.8427 0.7475 43.6400 41.1872 0.0604 -28.3627 -51.7533
1.6815 0.5168 8.8991 0.6837 37.6089 0.0461 50.2570 0.0415 7.1985 3.6592 6.5687 3.8682 9.9280 10.8140 42.5630 43.9938 44.1692 43.1186 0.8824 44.0154 44.3176 0.9506 41.9970 42.9004 0.8889 43.6192 41.7998 0.1418 -24.1911 -51.8588
0.7248 6.4154 7.4261 0.7943 41.6172 0.0101 39.2485 0.0827 6.5056 3.7825 6.5044 3.9033 10.5970 0.2569 42.0832 43.9201 44.1762 43.1822 0.8454 43.9780 44.2645 0.9816 42.2187 42.8756 0.8194 43.5818 41.0221 0.0470 -23.7196 -51.5239
1.7250 4.2254 7.9061 0.6663 39.7058 0.0094 52.1786 0.1155 6.5434 3.5687 6.5679 3.9484 9.8181 12.4643 42.2145 43.9502 44.2414 43.1072 0.8745 44.0003 44.2916 0.9777 42.0703 42.9261 0.8777 43.6191 41.3245 0.0636 -35.0103 -52.1757
1.6948 6.5603 9.1800 0.6660 39.9270 0.0254 37.2372 0.0848 7.2285 3.7706 6.5225 3.9649 9.7727 21.9518 42.3284 43.9089 44.2006 43.1800 0.8427 43.9869 44.2649 0.9687 42.2120 42.8851 0.8249 43.5907 41.2612 0.0826 -28.3139 -51.2325
1.8704 0.2778 11.2005 0.5660 16.3127 0.0512 36.3860 0.2587 7.8717 5.4178 6.5412 4.2069 9.2556 69.7787 42.3713 43.8898 44.2419 43.1504 0.8459 44.0301 44.2815 0.9687 42.1251 42.9000 0.8562 43.6338 41.5664 0.0912 -23.9792 -51.6571
1.8957 0.5523 7.3666 0.5054 31.9725 0.0075 45.7950 0.1748 6.1832 4.7094 6.5615 3.8408 10.4699 2.7617 42.2535 43.9138 44.2057 43.1589 0.8504 43.9917 44.2697 0.9738 42.1666 42.8901 0.8410 43.5955 41.4736 0.0696 -23.7006 -51.2686
0.3686 10.9749 12.1962 0.6610 31.3409 0.0127 40.7253 0.0954 7.6453 4.0209 6.5179 3.9803 8.9598 50.2285 42.1413 43.8183 44.3228 43.0970 0.8404 43.9840 44.2296 0.9804 42.1033 42.9060 0.8639 43.6028 41.3099 0.0537 -27.5946 -51.2396
0.6946 4.8958 9.8780 0.7801 20.4890 0.0045 37.2456 0.1005 7.7017 5.0040 6.5232 3.9798 9.0882 33.8771 42.1061 43.9446 44.1349 43.2329 0.8374 43.9964 44.2841 0.9814 42.2795 42.8604 0.7921 43.6002 41.0516 0.0495 -24.2848 -51.3604
0.7635 9.2013 11.3477 0.7970 14.3778 0.0034 26.2080 0.1263 7.8563 5.7798 6.4186 4.0599 10.2552 6.8543 42.1023 43.9008 44.0776 43.3050 0.7977 44.0174 44.2747 0.9824 42.3496 42.8082 0.7419 43.6212 41.3614 0.0491 -30.9930 -59.9312
0.6328 11.4334 12.9308 0.4591 21.1771 0.0503 41.0354 0.0375 7.5476 5.8310 6.5904 3.8263 9.8116 22.6525 42.3297 43.9909 44.1270 43.2240 0.8540 43.9916 44.3035 0.9689 42.2477 42.8728 0.8084 43.5954 41.4396 0.0829 -26.2627 -51.2143
1.3882 5.9383 8.2960 0.7597 19.5922 0.0486 35.7756 0.0154 6.8601 5.1166 6.5208 3.8313 9.2523 68.8495 42.5331 43.8971 44.0642 43.3740 0.7693 44.0036 44.2652 0.9504 42.4748 42.7985 0.6781 43.5951 41.6535 0.1324 -26.5305 -52.9404
1.0163 6.8839 10.6014 0.6736 14.6104 0.0298 38.6770 0.1098 7.7142 5.9752 6.5362 4.0125 9.3037 55.7210 43.2547 43.6708 44.1928 43.3019 0.7004 44.0195 44.1960 0.7979 42.4057 42.7665 0.6965 43.6233 42.6492 0.6975 -34.5951 -56.9248
1.8012 12.8305 7.1192 0.7610 31.5924 0.0236 41.2374 0.1317 6.2094 4.3132 6.5029 4.0048 10.5522 2.6220 42.1294 43.9186 44.1357 43.2681 0.8173 43.9958 44.2722 0.9782 42.3038 42.8507 0.7789 43.5758 41.2853 0.0523 -24.0280 -51.2857
0.9321 6.5632 7.8464 0.6680 33.0374 0.0494 28.7655 0.0248 6.5425 4.3519 6.5027 3.8212 10.1625 4.0376 42.3013 43.9766 44.2020 43.0711 0.8894 44.0167 44.3109 0.9754 41.8638 42.9138 0.9182 43.6499 40.9111 0.0776 -24.9611 -51.4787
1.6809 8.1609 8.4891 0.6409 37.4495 0.0414 35.5785 0.0299 6.8161 3.7927 6.5043 3.8063 8.9679 71.5675 42.1286 43.7839 44.3464 43.1507 0.8112 44.0497 44.2572 0.9812 42.1203 42.8975 0.8569 43.6338 41.1503 0.0522 -34.9562 -54.1647
0.8610 10.1411 10.6354 0.5466 36.5088 0.0052 5.6715 0.0902 7.6107 3.6747 6.4400 3.9501 9.0273 82.0396 42.3918 43.9443 44.0998 43.3260 0.8059 44.0193 44.2952 0.9649 42.3879 42.8384 0.7384 43.6108 41.7353 0.0956 -23.8597 -55.2011
