#freq res
13.1187 0.7487
13.1426 0.1530
13.3989 -2.0951
13.5988 0.7157
13.7340 -0.9965
13.8245 -1.3859
13.8392 -1.1198
13.9413 -0.0919
13.9612 -0.1332
14.1547 -0.1542
14.2734 -0.0442
14.3933 -0.9064
14.5062 -0.5593
14.5245 -0.1964
14.5515 0.8274
14.6034 0.6203
14.6124 0.3859
14.6911 -0.2649
14.6966 -0.3253
14.7971 -0.9745
14.8028 -0.8017
14.9073 -0.0484
14.9484 0.7051
15.1276 -0.6091
15.3093 0.0668
