# metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB logMstar SFR_opt LIR(8-1000) Lbb(0.1-1) Lbbdered(0.1-1) Lga(01-1) AGNfrac(0.1-1) Ltor(1-30) LAGN(0.1-30) AGNfrac(8-1000) Lgal(0.4-0.5) Lbbb(0.4-0.5) AGNfrac(0.4-0.5) Ltor(6) Lsb(1-30) SFR_IR log_like logz
1.9902 1.6066 7.0794 0.7345 24.1450 0.0158 1.2145 0.0086 6.8985 6.6481 6.8721 4.5303 9.7983 345.9318 44.0377 44.8952 44.8957 43.7002 0.9400 44.4886 45.0507 0.6309 42.4829 43.6886 0.9414 44.0684 43.1937 4.2319 -334.8408 -367.9367
1.8384 11.6645 8.1206 0.5614 25.0211 0.0076 10.5193 0.0068 7.2149 6.5767 6.9102 4.4924 11.0677 29.3191 44.0376 44.8252 44.8412 43.9363 0.8856 44.5518 45.0220 0.6641 43.0009 43.6289 0.8094 44.1316 42.6586 4.2308 -330.5348 -368.0818
1.7414 3.5303 8.0050 0.7219 25.1085 0.0138 10.0178 0.0016 7.2684 6.5873 6.8724 4.5300 10.6809 43.6593 44.0301 44.8659 44.8858 43.7897 0.9226 44.4906 45.0307 0.6517 42.6377 43.6722 0.9154 44.0821 42.7076 4.1586 -338.0787 -367.8244
0.4567 6.2716 11.2217 0.7125 26.1708 0.0178 1.9413 0.0066 8.4042 6.5018 6.8676 4.5670 9.9045 221.9144 44.0134 44.8357 44.8592 43.7794 0.9193 44.5380 45.0245 0.6694 42.7563 43.6444 0.8854 44.1177 43.1777 4.0017 -334.9984 -367.7313
1.6893 12.5178 7.0019 0.7913 24.9433 0.0122 2.8348 0.0010 6.9058 6.6073 6.8424 4.5304 10.6787 61.7653 44.0102 44.8461 44.8763 43.7727 0.9221 44.5320 45.0298 0.6680 42.7289 43.6593 0.8949 44.1118 42.7872 3.9722 -344.3563 -368.5185
1.0935 11.6342 12.3646 0.6869 24.5456 0.0517 15.4245 0.0044 8.3837 6.6476 6.8818 4.5660 9.7054 547.2327 44.0339 44.8624 44.8724 43.8388 0.9135 44.5146 45.0351 0.6467 42.8024 43.6621 0.8786 44.0943 42.6154 4.1945 -339.8208 -369.0101
1.5364 12.0811 7.0332 0.7856 24.3835 0.0054 1.7487 0.0112 6.8975 6.6388 6.8640 4.5286 10.4526 104.7088 44.0414 44.8669 44.9066 43.7188 0.9336 44.5343 45.0451 0.6549 42.4870 43.6864 0.9406 44.1143 42.7811 4.2681 -336.5671 -371.3699
1.0356 4.3531 9.6647 0.6446 24.6051 0.0006 3.1318 0.0060 8.2034 6.5954 6.8781 4.5509 10.6714 61.0454 44.0596 44.8397 44.8539 43.9060 0.8957 44.5105 45.0182 0.6327 42.9518 43.6422 0.8306 44.0905 43.1838 4.4509 -333.5649 -370.0998
1.9656 10.2762 8.6576 0.7582 24.3321 0.0134 9.6024 0.0096 7.6517 6.6030 6.8507 4.5316 10.6494 70.2619 44.0097 44.8418 44.8551 43.8368 0.9100 44.5453 45.0308 0.6750 42.8409 43.6438 0.8640 44.1250 42.7189 3.9678 -342.8035 -373.0526
1.6014 8.7162 11.9313 0.5683 24.0135 0.0372 7.5617 0.0137 8.3503 6.6357 6.8240 4.5555 10.0584 164.6343 44.0490 44.8287 44.8778 43.8133 0.9120 44.5107 45.0117 0.6367 42.7949 43.6544 0.8786 44.0905 43.1667 4.3434 -332.6990 -369.6272
1.8277 9.5254 7.3079 0.7534 24.0064 0.0071 1.8610 0.0006 6.9147 6.6405 6.8541 4.5630 9.7746 234.5072 44.0446 44.8311 44.8334 43.9562 0.8823 44.5216 45.0156 0.6447 43.0232 43.6257 0.8002 44.1013 43.0014 4.3001 -338.5984 -369.3960
1.5242 11.3823 9.2802 0.7187 24.3695 0.0306 4.9172 0.0076 7.9219 6.6596 6.8750 4.5679 10.8484 28.3038 44.0455 44.8465 44.8583 43.8416 0.9100 44.5140 45.0239 0.6402 42.8574 43.6474 0.8605 44.0937 42.6301 4.3088 -331.7050 -375.5896
1.6646 8.4237 8.9911 0.7123 24.9619 0.0037 22.5399 0.0056 7.8466 6.6005 6.8494 4.5437 9.7160 400.7234 44.0375 44.8233 44.8825 43.7330 0.9249 44.5472 45.0202 0.6635 42.5675 43.6556 0.9245 44.1272 42.7705 4.2304 -338.8192 -373.1916
1.6014 4.0303 7.3963 0.6666 24.3357 0.0319 11.6688 0.0152 6.9626 6.6158 6.8606 4.5522 10.5444 87.9597 44.0903 44.8306 44.9141 43.6726 0.9350 44.5552 45.0284 0.6401 42.4557 43.6788 0.9436 44.1352 42.7612 4.7768 -336.1015 -376.0394
1.6461 4.1828 8.7455 0.7384 24.7708 0.0039 4.9861 0.0189 7.6841 6.6035 6.8912 4.5749 10.5062 84.2209 44.0110 44.7979 44.8544 43.8707 0.8943 44.4999 44.9875 0.6528 42.8846 43.6285 0.8472 44.0799 42.9286 3.9797 -339.6181 -367.6710
0.8620 9.9187 9.8495 0.5649 25.1333 0.0237 0.7907 0.0064 8.1725 6.6372 6.9337 4.5642 10.8276 53.7345 44.0437 44.8324 44.8996 43.7984 0.9154 44.4736 45.0034 0.6213 42.7426 43.6700 0.8943 44.0536 43.2456 4.2912 -330.8514 -369.1210
1.0007 9.0038 10.9465 0.7451 24.3613 0.0033 10.5936 0.0152 8.4437 6.6125 6.9191 4.5834 10.9120 34.4792 44.0301 44.8320 44.8459 43.9088 0.8934 44.5591 45.0288 0.6717 42.9440 43.6343 0.8306 44.1388 42.8176 4.1584 -340.0433 -368.9212
1.5024 8.9325 10.1854 0.6325 24.5195 0.0069 7.6087 0.0017 8.3678 6.6153 6.9054 4.5638 10.9231 16.5773 44.0428 44.8353 44.8981 43.7693 0.9209 44.5385 45.0254 0.6545 42.6445 43.6700 0.9138 44.1182 42.8402 4.2822 -332.6725 -368.6483
0.6905 8.3870 10.1480 0.7425 25.5319 0.0007 4.1524 0.0158 8.4104 6.5771 6.8875 4.5583 9.9045 221.9144 44.0549 44.8009 44.9219 43.7295 0.9218 44.4989 44.9910 0.6272 42.5980 43.6733 0.9224 44.0787 43.0860 4.4031 -343.6436 -371.6080
1.5881 9.3274 8.7581 0.7307 24.6596 0.0007 2.3524 0.0014 7.6783 6.5925 6.8858 4.5412 10.5908 69.1402 43.9493 44.8113 44.8811 43.8050 0.9103 44.5407 45.0103 0.7026 42.7981 43.6506 0.8768 44.1205 42.5904 3.4524 -341.9250 -367.8976
1.9694 6.1506 8.8840 0.7923 24.9862 0.0102 0.4555 0.0071 7.7904 6.5910 6.8580 4.5501 11.3833 5.6580 44.0030 44.8614 44.8814 43.7679 0.9254 44.5077 45.0326 0.6592 42.6602 43.6678 0.9105 44.0874 43.1986 3.9069 -335.3332 -371.9802
1.5220 3.6025 8.8556 0.7678 24.8100 0.0041 0.8505 0.0111 7.7961 6.6010 6.8591 4.5668 9.7963 246.4470 44.0333 44.8404 44.8466 43.9360 0.8892 44.5156 45.0202 0.6476 42.9976 43.6376 0.8136 44.0954 43.1226 4.1889 -331.6136 -372.0415
1.7380 6.5866 9.2513 0.6319 24.4588 0.0113 11.5510 0.0054 7.8625 6.6111 6.8726 4.5338 10.4950 107.1707 44.0504 44.8625 44.8674 43.8411 0.9131 44.5088 45.0334 0.6349 42.8508 43.6588 0.8654 44.0886 42.8768 4.3577 -330.5725 -367.7650
1.6540 8.0677 9.0512 0.7149 23.5265 0.0029 2.4886 0.0005 7.8106 6.6570 6.8839 4.5385 9.7875 240.7134 44.0291 44.8621 44.8678 43.7819 0.9232 44.4903 45.0276 0.6381 42.7375 43.6590 0.8930 44.0702 42.8911 4.1492 -337.3788 -367.6356
1.9300 0.7102 8.4522 0.7638 24.4737 0.0059 1.0025 0.0012 7.5478 6.6146 6.8810 4.5312 9.7963 246.4470 44.0307 44.8466 44.8673 43.8164 0.9147 44.5193 45.0259 0.6526 42.7852 43.6534 0.8807 44.0993 43.2361 4.1639 -332.8246 -374.2685
1.0759 0.5089 9.3729 0.6737 25.8621 0.0067 7.2044 0.0029 8.2063 6.5287 6.9325 4.5470 10.4169 92.3854 44.0214 44.8657 44.8713 43.7804 0.9241 44.4653 45.0231 0.6289 42.5774 43.6625 0.9240 44.0452 43.1047 4.0759 -332.0540 -372.6850
1.4039 5.9230 9.6409 0.7790 25.1074 0.0443 14.0829 0.0049 8.2381 6.5802 6.8536 4.5667 10.6494 70.2619 44.0333 44.8375 44.8572 43.8110 0.9140 44.5178 45.0192 0.6487 42.7925 43.6437 0.8765 44.0975 42.9199 4.1890 -330.9882 -373.0446
1.8774 6.6456 8.6751 0.7529 26.1785 0.0145 1.7824 0.0073 7.7224 6.5499 6.8587 4.5499 9.9621 184.6243 43.9860 44.8450 44.8970 43.8055 0.9163 44.5463 45.0342 0.6873 42.6404 43.6726 0.9150 44.1260 42.5927 3.7571 -332.3108 -370.8842
1.7927 7.9184 12.5916 0.6602 24.0606 0.0098 3.3613 0.0358 8.3634 6.6671 6.8828 4.6249 10.5115 85.2581 44.0271 44.8275 44.8370 43.9268 0.8883 44.5181 45.0122 0.6521 42.9826 43.6269 0.8151 44.0979 43.1774 4.1297 -335.8032 -368.1951
1.5246 10.4263 8.3464 0.7770 24.2441 0.0155 2.5324 0.0039 7.5236 6.6375 6.8785 4.5373 11.2756 1.2255 44.0470 44.8438 44.9101 43.7634 0.9233 44.5162 45.0242 0.6406 42.6071 43.6808 0.9222 44.0960 43.2071 4.3238 -344.7295 -375.4871
1.8533 4.6195 8.7982 0.7298 24.7460 0.0473 4.1684 0.0038 7.6935 6.6220 6.8572 4.5410 9.7403 423.6279 43.9798 44.8528 44.9590 43.6946 0.9350 44.5283 45.0353 0.6832 42.5253 43.7157 0.9394 44.1083 42.8614 3.7032 -346.0870 -367.6396
1.9547 9.4783 9.3631 0.6329 26.1298 0.0286 22.3443 0.0199 7.8739 6.5789 6.8928 4.5906 10.5094 83.8982 44.0458 44.8510 44.8527 43.8150 0.9157 44.5234 45.0297 0.6450 42.8108 43.6451 0.8723 44.1031 42.8948 4.3118 -330.9447 -375.7728
1.7244 6.8032 8.9382 0.7594 24.7709 0.0291 11.7705 0.0139 7.7362 6.5956 6.8892 4.5731 9.7746 234.5072 44.0515 44.8696 44.8781 43.8761 0.9078 44.5849 45.0623 0.6739 42.8757 43.6683 0.8612 44.1646 42.8440 4.3687 -341.0296 -367.6445
1.8884 0.4007 8.9470 0.6810 24.3935 0.0225 7.9016 0.0009 7.8532 6.6494 6.8673 4.5247 10.3136 147.5958 44.0414 44.8364 44.8700 43.7874 0.9180 44.4768 45.0062 0.6243 42.5952 43.6518 0.9193 44.0568 43.0895 4.2684 -331.3063 -370.6839
1.5240 5.8284 7.4089 0.7599 25.3756 0.0096 1.7576 0.0053 6.9641 6.5584 6.8324 4.5574 10.9317 27.7767 43.9712 44.8468 44.8549 43.8981 0.8989 44.5677 45.0414 0.7050 42.8973 43.6453 0.8484 44.1474 42.8271 3.6309 -346.0310 -367.9137
1.4676 5.4322 11.4753 0.7088 25.2305 0.0491 14.5860 0.0152 8.5388 6.5647 6.8263 4.5517 10.4426 140.4805 43.9317 44.7808 44.8783 43.8515 0.8947 44.5522 44.9953 0.7179 42.8826 43.6381 0.8506 44.1322 42.8633 3.3152 -330.3613 -368.1278
0.4883 9.1685 10.2140 0.7163 25.5750 0.0060 8.7622 0.0063 8.4191 6.6128 6.8792 4.5651 10.5380 89.2017 44.0250 44.8770 44.8995 43.7205 0.9348 44.4667 45.0321 0.6277 42.6142 43.6850 0.9217 44.0467 42.6682 4.1101 -347.0406 -371.1747
1.9050 3.7319 7.0726 0.7874 24.3288 0.0378 3.1855 0.0057 6.8796 6.6550 6.8676 4.5224 11.2386 17.4823 44.0352 44.8713 44.8792 43.8053 0.9209 44.5232 45.0439 0.6505 42.7970 43.6696 0.8818 44.1030 42.7625 4.2075 -333.2818 -372.0554
1.5842 9.8598 7.6470 0.7772 25.2112 0.0164 3.9567 0.0040 7.1067 6.5784 6.8443 4.5355 10.6148 75.4219 44.0475 44.8513 44.8759 43.8185 0.9151 44.5120 45.0270 0.6381 42.7640 43.6608 0.8874 44.0917 42.8784 4.3282 -336.3904 -367.6998
0.3275 1.5835 10.8320 0.6201 24.1503 0.0040 1.0302 0.0168 8.4552 6.6613 6.9114 4.5921 9.6818 370.4058 43.9997 44.8023 44.8594 43.8887 0.8913 44.5676 45.0135 0.6927 42.9266 43.6333 0.8358 44.1475 42.9759 3.8775 -331.3706 -370.1195
1.5721 4.6040 7.2250 0.7465 24.4342 0.0064 1.6613 0.0007 6.8977 6.6222 6.8477 4.5209 10.5558 91.5264 44.0251 44.8580 44.8629 43.8342 0.9135 44.5458 45.0417 0.6675 42.8016 43.6543 0.8769 44.1256 42.9538 4.1109 -330.4185 -367.6600
1.5864 9.0767 9.0288 0.6677 24.6870 0.0058 3.0173 0.0024 7.7717 6.6245 6.8835 4.5349 11.3197 8.7961 44.0393 44.8476 44.8549 43.8609 0.9065 44.5295 45.0295 0.6517 42.8825 43.6455 0.8528 44.1093 42.8883 4.2480 -336.2006 -368.0118
1.6743 8.0394 8.9513 0.7528 24.9430 0.0036 11.4223 0.0073 7.7622 6.5803 6.8666 4.5630 10.7018 44.5736 44.0387 44.8491 44.9154 43.7349 0.9286 44.5048 45.0244 0.6389 42.5030 43.6861 0.9384 44.0845 43.1655 4.2420 -330.4773 -369.7228
1.6978 6.2585 8.3310 0.6891 24.5290 0.0322 3.5588 0.0016 7.4278 6.6079 6.8748 4.5023 10.8887 36.1570 44.0418 44.8341 44.8589 43.9216 0.8910 44.5118 45.0151 0.6411 42.9756 43.6437 0.8232 44.0916 43.1705 4.2716 -335.5674 -369.0039
1.7509 3.6909 8.7873 0.7062 24.0545 0.0041 3.0694 0.0020 7.6866 6.6519 6.8879 4.5351 10.5904 69.0758 44.0617 44.8127 44.8317 43.9103 0.8887 44.5063 44.9986 0.6275 42.9694 43.6184 0.8167 44.0860 43.1526 4.4722 -342.3965 -367.6412
1.6757 4.7104 9.5931 0.5891 25.6189 0.0329 0.4523 0.0071 7.9698 6.5488 6.8959 4.5422 10.5115 85.2581 44.0431 44.8350 44.8957 43.7697 0.9208 44.5621 45.0330 0.6666 42.6469 43.6683 0.9131 44.1418 42.8785 4.2847 -331.0505 -371.3418
0.5319 5.0511 11.8834 0.6872 24.7928 0.0020 11.2083 0.0034 8.4563 6.5821 6.9120 4.5600 10.4496 103.7813 44.0646 44.8222 44.8662 43.7057 0.9290 44.4862 44.9994 0.6226 42.4912 43.6445 0.9344 44.0703 43.1233 4.5020 -333.3205 -367.6723
1.7657 9.6184 9.4575 0.7292 26.3478 0.0338 11.2616 0.0217 8.0584 6.5263 6.8913 4.5932 9.9045 221.9144 44.0226 44.8680 44.8711 43.7772 0.9250 44.5050 45.0360 0.6476 42.7260 43.6631 0.8964 44.0848 42.8394 4.0871 -337.4355 -367.7452
1.6628 4.5350 9.2537 0.7745 24.5724 0.0244 13.9226 0.0086 8.0152 6.6147 6.8427 4.5564 9.7128 556.6788 44.0373 44.8427 44.8659 43.8164 0.9140 44.5120 45.0210 0.6435 42.7889 43.6513 0.8793 44.0917 42.8637 4.2283 -329.9622 -371.6678
1.7934 3.1176 7.5215 0.7866 24.8691 0.0054 9.5970 0.0065 6.9776 6.5620 6.9019 4.5851 10.9120 34.4792 43.9938 44.8358 44.8623 43.8408 0.9081 44.5574 45.0311 0.6907 42.8823 43.6465 0.8532 44.1374 42.8370 3.8246 -333.1997 -374.4871
1.5373 5.1117 7.5256 0.7540 24.5727 0.0223 10.2242 0.0115 7.0091 6.6173 6.8922 4.5144 9.7495 309.1665 44.0100 44.8294 44.8939 43.6590 0.9367 44.5454 45.0238 0.6749 42.3659 43.6652 0.9522 44.1251 42.9832 3.9701 -336.4464 -367.6767
1.8608 11.4344 7.8209 0.7556 24.5043 0.0304 3.6744 0.0002 7.1400 6.6232 6.8687 4.5423 10.6342 78.8669 44.1037 44.8340 44.9183 43.7400 0.9255 44.5329 45.0233 0.6209 42.6903 43.6827 0.9076 44.1128 43.2600 4.9265 -343.4311 -367.6538
1.8762 10.1589 7.1826 0.7379 24.5678 0.0225 4.7545 0.0038 6.8882 6.6045 6.8692 4.5194 10.4841 78.2825 44.0536 44.8334 44.9248 43.7218 0.9282 44.5185 45.0185 0.6401 42.5078 43.6867 0.9379 44.0985 42.8091 4.3893 -340.1349 -367.6352
1.5640 1.2603 8.7738 0.7711 24.3263 0.0015 2.6433 0.0044 7.7510 6.6481 6.8694 4.5495 10.4841 78.2825 43.9974 44.8548 44.8708 43.8640 0.9073 44.5511 45.0415 0.6858 42.8626 43.6586 0.8621 44.1311 42.9665 3.8568 -329.7015 -368.8749
0.4181 2.7811 12.8128 0.7578 24.3777 0.0199 2.4319 0.0165 8.4970 6.6238 6.8868 4.5762 10.4169 92.3854 44.0299 44.8212 44.8330 43.9515 0.8811 44.5388 45.0148 0.6614 43.0160 43.6221 0.8015 44.1185 43.0960 4.1564 -334.5945 -368.5062
1.8230 1.8125 8.9649 0.6715 24.8270 0.0018 4.3212 0.0011 7.7254 6.5955 6.8989 4.5584 10.8887 36.1570 44.0373 44.8229 44.8946 43.8505 0.9037 44.5235 45.0124 0.6513 42.8508 43.6634 0.8666 44.1035 43.2813 4.2282 -336.8829 -371.3727
1.7392 5.9773 7.1680 0.7255 24.3818 0.0285 3.1924 0.0078 6.8691 6.6372 6.8588 4.5223 9.7403 423.6279 43.9577 44.8596 44.8636 43.8121 0.9177 44.5585 45.0468 0.7071 42.7421 43.6553 0.8912 44.1383 42.8552 3.5197 -346.8197 -375.7663
1.5337 11.3127 8.6972 0.7929 24.4689 0.0129 4.2802 0.0006 7.7201 6.6570 6.8767 4.5338 9.7875 240.7134 44.0129 44.8290 44.9095 43.6504 0.9378 44.5261 45.0176 0.6636 42.3624 43.6753 0.9536 44.1058 43.1230 3.9974 -330.5375 -367.6537
1.8457 6.8505 7.1754 0.7901 24.7586 0.0216 4.7684 0.0036 6.9024 6.6435 6.8594 4.5343 11.2839 19.4049 44.0166 44.8551 44.8987 43.7300 0.9302 44.5201 45.0326 0.6586 42.5431 43.6772 0.9316 44.0999 43.2550 4.0313 -330.9476 -368.2324
1.6158 7.8908 8.6359 0.7439 25.5125 0.0022 5.2735 0.0096 7.5884 6.5352 6.8966 4.5511 9.7263 410.2768 43.9969 44.8497 44.8691 43.8598 0.9072 44.5155 45.0268 0.6663 42.8957 43.6557 0.8520 44.0952 42.9955 3.8526 -338.4362 -369.9279
1.9982 8.1902 8.5669 0.6891 23.7369 0.0536 4.5753 0.0011 7.5544 6.6887 6.8413 4.5269 11.3602 0.0000 44.0450 44.8413 44.8553 43.8209 0.9129 44.4849 45.0115 0.6250 42.7995 43.6437 0.8748 44.0647 43.1953 4.3037 -330.6347 -367.8618
1.9243 0.6267 9.1291 0.6980 25.0912 0.0184 8.0675 0.0008 7.9656 6.6020 6.8680 4.5321 10.1622 147.8633 44.0464 44.8280 44.8338 43.8068 0.9130 44.5299 45.0163 0.6499 42.8309 43.6249 0.8616 44.1098 43.2420 4.3172 -334.6343 -371.0874
1.6359 4.6910 9.0116 0.7591 25.3226 0.0512 4.9326 0.0086 7.8411 6.6094 6.8163 4.5895 11.2675 13.4070 44.0414 44.8295 44.9267 43.7585 0.9217 44.5418 45.0236 0.6570 42.7640 43.6865 0.8932 44.1216 42.9075 4.2678 -331.8398 -369.3077
1.9829 1.1891 9.1294 0.7603 25.4195 0.0138 10.1073 0.0052 7.9361 6.5570 6.8536 4.5585 10.5062 84.2209 44.0546 44.8257 44.8831 43.8780 0.8986 44.4950 45.0049 0.6270 42.9033 43.6569 0.8501 44.0749 42.7255 4.3996 -336.6109 -367.7082
1.5020 8.1741 8.0257 0.7987 25.3432 0.0403 2.4399 0.0061 7.3184 6.5935 6.8319 4.5481 10.6809 43.6593 44.0090 44.8693 44.8857 43.8496 0.9128 44.5734 45.0585 0.6910 42.7490 43.6733 0.8936 44.1533 42.7363 3.9609 -336.7978 -368.2522
1.8012 0.5945 8.1267 0.7448 25.3664 0.0261 0.1445 0.0035 7.3736 6.5631 6.8470 4.5329 9.7419 425.2660 44.0736 44.7750 44.8137 43.9235 0.8766 44.5620 44.9937 0.6507 42.9318 43.5938 0.8212 44.1417 42.7220 4.5969 -333.7220 -371.5836
1.4484 1.5719 9.5858 0.7572 25.2883 0.0030 23.7353 0.0050 8.1585 6.5202 6.9209 4.5620 10.8577 42.8045 44.0223 44.8553 44.8577 43.8143 0.9166 44.5040 45.0268 0.6472 42.7839 43.6499 0.8802 44.0838 43.0447 4.0847 -331.9581 -367.8622
1.5650 2.9002 7.0768 0.7790 24.9890 0.0139 7.4202 0.0034 6.8618 6.5982 6.8725 4.5214 9.7875 240.7134 44.0396 44.8248 44.8317 43.9344 0.8860 44.5294 45.0140 0.6532 42.9964 43.6225 0.8087 44.1094 42.8564 4.2506 -332.5370 -367.6270
1.6828 2.3193 8.1385 0.7742 24.4298 0.0369 0.4819 0.0006 7.3507 6.6425 6.8713 4.5165 9.7472 430.4433 44.0059 44.8140 44.8196 43.9657 0.8758 44.5246 45.0051 0.6664 43.0271 43.6107 0.7931 44.1044 42.5835 3.9334 -334.7017 -374.2468
1.9259 7.5430 9.0928 0.7690 24.6210 0.0130 2.5988 0.0128 7.8629 6.6260 6.8558 4.5579 10.5034 83.5004 44.0312 44.8597 44.8598 43.8531 0.9103 44.5355 45.0395 0.6590 42.8463 43.6528 0.8649 44.1152 42.7979 4.1692 -337.7032 -374.1939
1.5801 12.7467 12.6337 0.7292 24.6946 0.0197 8.6657 0.0087 8.3703 6.6327 6.8360 4.6042 10.3665 120.6593 44.0781 44.8517 44.9397 43.6590 0.9397 44.4874 45.0216 0.6083 42.3083 43.7028 0.9612 44.0671 43.3352 4.6446 -331.9239 -369.2806
1.4500 10.8836 12.7840 0.6997 25.5367 0.0024 1.2145 0.0022 8.4069 6.5427 6.8785 4.5715 10.8781 24.5529 44.0543 44.8236 44.8767 43.7613 0.9203 44.5114 45.0085 0.6342 42.6429 43.6519 0.9108 44.0911 43.2544 4.3965 -332.0307 -368.1512
