metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB
9.177231422496605617e-01 4.372403210641224724e+00 9.405811601593622839e+00 7.741327352900380099e-01 2.255473869278570476e+01 3.762183967065852591e-02 1.260424974418959820e+01 1.155840506775986619e-02 8.073760711643789278e+00 6.736233453454946840e+00 6.874755287140700943e+00 4.588465705131214989e+00
1.807973233299673632e+00 1.089322906041842742e+01 9.248909344742376248e+00 7.499661282341109070e-01 2.379990256403381821e+01 3.472027851223392914e-02 4.290608348622115820e+00 9.642346669091654901e-03 7.905077442972249457e+00 6.696994327650521939e+00 6.883984935748685530e+00 4.566864328124600192e+00
1.563526380464965282e+00 1.040782445720623883e+01 7.007267362291218937e+00 7.989854948384570443e-01 2.541028370673104320e+01 3.476238453844976428e-02 6.430408136604260916e-01 8.045763640181127774e-03 6.916218876033894958e+00 6.554455699895679999e+00 6.843584369781098076e+00 4.540857475433490720e+00
1.683048689140556498e+00 1.035079353619412146e+01 8.158396819165064429e+00 7.476968024576146066e-01 2.502697011803920901e+01 6.379014678427991428e-03 1.166809619639406437e+00 1.128412054104412782e-02 7.345830445405528764e+00 6.586197598014287280e+00 6.842957064169681303e+00 4.559381108936213067e+00
1.033276619953600983e+00 3.057075206384361810e+00 9.370444815788026460e+00 6.817334010649912512e-01 2.483259153611473735e+01 6.960959720982407527e-04 3.486844590570222113e+00 4.921393645316863782e-03 7.989756206793870774e+00 6.587989712400062814e+00 6.895094442208254293e+00 4.553767854700668138e+00
1.532683328059609718e+00 6.205095546864797029e+00 7.127162869489946928e+00 7.324868384790080844e-01 2.490491932355885041e+01 2.845765595299623932e-02 1.005988894885708973e+00 7.527036579435583252e-04 6.889366477975784164e+00 6.607135618673677158e+00 6.850980607330455996e+00 4.530166554891328801e+00
1.823585221928038402e+00 5.873788750702964911e+00 9.280752342096997509e+00 7.739613012745844012e-01 2.479266892707573078e+01 2.707819186047735402e-02 5.665363441219204432e-01 4.456174480631188740e-03 7.901268323193132659e+00 6.644438071517676292e+00 6.866178403427298349e+00 4.552986828442499245e+00
1.744379162772068392e+00 1.260448456914311421e+01 7.892242461291330891e+00 7.739156553043129438e-01 2.462636504747795385e+01 5.178782143424415924e-02 1.112828509901166107e+00 1.210173160705190279e-02 7.244202308147272618e+00 6.648741059194513525e+00 6.829980614682632734e+00 4.561680118915372617e+00
1.511335009910283578e+00 4.914640877138902297e+00 8.374950033514654280e+00 7.951768936534362453e-01 2.460595518493358469e+01 8.286016475658915248e-03 7.183634179977868017e-01 6.119057248083290684e-03 7.530617337849712101e+00 6.617444138281584287e+00 6.856085956884687249e+00 4.550475238615215190e+00
1.786559558225038646e+00 5.269195177841909938e+00 9.007563184997847472e+00 7.635339718965796774e-01 2.397479944804887708e+01 2.225744433858348973e-03 5.768070749192784064e+00 2.994516840091342429e-03 7.840618030286723439e+00 6.637807804137480616e+00 6.898767121491541587e+00 4.555397413130879869e+00
1.236650723940431185e+00 6.905411722217488446e+00 9.283981286068279104e+00 7.522214576440636735e-01 2.474982391948228155e+01 4.267930097028058145e-02 6.385693646669935442e-01 1.873361341013714265e-02 7.928123230986056313e+00 6.623000195721168382e+00 6.862801445032662429e+00 4.584440979705872721e+00
1.648401302388577516e+00 1.061866765926470180e+01 8.492832532775441479e+00 7.485936850080916471e-01 2.489928959573468248e+01 2.754388605627578878e-03 1.987377902873775290e-02 1.922100477762817700e-02 7.524483222799183579e+00 6.590714936974883642e+00 6.907118258877652295e+00 4.571921332894422818e+00
1.532228427736968435e+00 1.228233176682422467e+01 8.922017302774339242e+00 7.726128603363527914e-01 2.547344825157527737e+01 3.880149173173017690e-02 4.809174221300205332e+00 9.662389438705313357e-04 7.793584952898658713e+00 6.580053468670477912e+00 6.854010738815365045e+00 4.545046148163576660e+00
1.599220040557297162e+00 4.193448337567218687e+00 9.544349015560401384e+00 5.525354245897907690e-01 2.480760480506613419e+01 3.693474774073460254e-02 3.088559288486648402e+00 4.655400793538484565e-03 8.050583345092917398e+00 6.614906635848289085e+00 6.903013695760055413e+00 4.530355724593080780e+00
