logz logzerr logvol nlive logl logwt insert_order
-3.552972110160607845e+07 7.293993797786043724e+05 -2.050000000000001266e-01 4.000000000000000000e+02 -3.451032746673347801e+07 -3.451033366444776207e+07 7.000000000000000666e-02
-3.451033366444776207e+07 8.450093083124577533e+05 -2.075000000000001288e-01 4.000000000000000000e+02 -3.446835326184618473e+07 -3.446835946206047386e+07 1.400000000000000133e-01
-3.446835946206047386e+07 1.817551080891387028e+04 -2.100000000000001310e-01 4.000000000000000000e+02 -3.210160419121610746e+07 -3.210161039393039420e+07 6.450000000000000178e-01
-3.210161039393039420e+07 1.031032946423070389e+06 -2.125000000000001332e-01 4.000000000000000000e+02 -2.935033922901115939e+07 -2.935034543422544748e+07 1.149999999999999911e+00
-2.935034543422544748e+07 2.340948576222098898e+06 -2.150000000000001354e-01 4.000000000000000000e+02 -2.499493202818791941e+07 -2.499493823590220511e+07 2.449999999999999956e-01
-2.499493823590220511e+07 3.808383597289366648e+06 -2.175000000000001377e-01 4.000000000000000000e+02 -2.458951209334024787e+07 -2.458951830355453491e+07 1.540000000000000036e+00
-2.458951830355453491e+07 2.686396310865328647e+06 -2.200000000000001399e-01 4.000000000000000000e+02 -2.388608765227861330e+07 -2.388609386499290168e+07 3.599999999999999867e-01
-2.388609386499290168e+07 4.455848563803856960e+05 -2.225000000000001421e-01 4.000000000000000000e+02 -2.246054007737364247e+07 -2.246054629258792847e+07 7.499999999999999722e-02
-2.246054629258792847e+07 9.271120509161639493e+05 -2.250000000000001443e-01 4.000000000000000000e+02 -2.219249565193910152e+07 -2.219250186965338886e+07 5.050000000000000044e-01
-2.219250186965338886e+07 4.672109551397743635e+05 -2.275000000000001465e-01 4.000000000000000000e+02 -2.021788514541060105e+07 -2.021789136562488601e+07 1.510000000000000009e+00
-2.021789136562488601e+07 7.358936850489551434e+05 -2.300000000000001488e-01 4.000000000000000000e+02 -2.016726150582613051e+07 -2.016726772854041681e+07 1.875000000000000000e+00
-2.016726772854041681e+07 2.192045514975929473e+04 -2.325000000000001510e-01 4.000000000000000000e+02 -2.003680282694993541e+07 -2.003680905216422305e+07 4.799999999999999822e-01
-2.003680905216422305e+07 6.149865113545641361e+04 -2.350000000000001532e-01 4.000000000000000000e+02 -1.178561342807640880e+07 -1.178561965579069592e+07 1.475000000000000089e+00
-1.178561965579069592e+07 3.905159358577278908e+06 -2.375000000000001554e-01 4.000000000000000000e+02 -1.165188380748925544e+07 -1.165189003770354204e+07 7.950000000000000400e-01
-1.165189003770354204e+07 3.110427030386744998e+06 -2.400000000000001577e-01 4.000000000000000000e+02 -1.159274754536220618e+07 -1.159275377807649225e+07 5.000000000000000104e-03
-1.159275377807649225e+07 2.322130188822659198e+06 -2.425000000000001599e-01 4.000000000000000000e+02 -1.026366967814342864e+07 -1.026367591335771605e+07 1.879999999999999893e+00
-1.026367591335771605e+07 2.495117849817176349e+06 -2.450000000000001621e-01 4.000000000000000000e+02 -9.897176579977193847e+06 -9.897182817691480741e+06 3.300000000000000155e-01
-9.897182817691480741e+06 8.500624365468757460e+05 -2.475000000000001643e-01 4.000000000000000000e+02 -9.436099230013690889e+06 -9.436105470227977261e+06 1.014999999999999902e+00
-9.436105470227977261e+06 9.217391281128503615e+05 -2.500000000000001665e-01 4.000000000000000000e+02 -8.582350729515017942e+06 -8.582356972229303792e+06 1.060000000000000053e+00
-8.582356972229303792e+06 1.172532417130129412e+06 -2.525000000000001688e-01 4.000000000000000000e+02 -8.508304457211716101e+06 -8.508310702426003292e+06 1.524999999999999911e+00
-8.508310702426003292e+06 8.832495698262618389e+05 -2.550000000000001710e-01 4.000000000000000000e+02 -8.478614472097786143e+06 -8.478620719812072814e+06 8.449999999999999734e-01
-8.478620719812072814e+06 8.899975265786685050e+05 -2.575000000000001732e-01 4.000000000000000000e+02 -8.398965611696476117e+06 -8.398971861910762265e+06 9.200000000000000400e-01
-8.398971861910762265e+06 4.171200466150431021e+04 -2.600000000000001754e-01 4.000000000000000000e+02 -8.232771805458492599e+06 -8.232778058172779158e+06 1.900000000000000022e-01
-8.232778058172779158e+06 8.996244587074036826e+04 -2.625000000000001776e-01 4.000000000000000000e+02 -8.056609157172864303e+06 -8.056615412387151271e+06 1.185000000000000053e+00
-8.056615412387151271e+06 1.572994737389276561e+05 -2.650000000000001799e-01 4.000000000000000000e+02 -7.845100034917679615e+06 -7.845106292631966062e+06 1.604999999999999982e+00
-7.845106292631966062e+06 2.193688189895050891e+05 -2.675000000000001821e-01 4.000000000000000000e+02 -7.602227376955872402e+06 -7.602233637170159258e+06 4.550000000000000155e-01
-7.602233637170159258e+06 2.563885462994671834e+05 -2.700000000000001843e-01 4.000000000000000000e+02 -6.084032236630312167e+06 -6.084038499344598502e+06 1.905000000000000027e+00
-6.084038499344598502e+06 7.819604326587953838e+05 -2.725000000000001865e-01 4.000000000000000000e+02 -5.633062316545434296e+06 -5.633068581759721041e+06 1.429999999999999938e+00
