# metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB logMstar SFR_opt LIR(8-1000) Lbb(0.1-1) Lbbdered(0.1-1) Lga(01-1) AGNfrac(0.1-1) Ltor(1-30) LAGN(0.1-30) AGNfrac(8-1000) Lgal(0.4-0.5) Lbbb(0.4-0.5) AGNfrac(0.4-0.5) Ltor(6) Lsb(1-30) SFR_IR log_like logz
0.6034 10.3379 11.2591 0.0797 41.4361 0.0093 31.6762 0.1624 7.3804 4.7549 6.8174 4.1499 9.9368 1.0258 42.9604 43.7854 44.3915 43.3403 0.7359 44.1100 44.2977 0.9103 42.4175 42.9171 0.7596 43.7288 42.2386 0.3542 -267.3502 -298.9188
1.4783 9.4332 11.0866 0.0534 41.4810 0.0017 27.1941 0.1886 7.3777 5.3184 6.7972 4.2181 9.9160 0.9914 43.5578 43.7019 44.2049 43.5312 0.5970 44.1350 44.2846 0.7194 42.5640 42.7889 0.6266 43.7388 42.6659 1.4017 -272.1391 -298.9206
0.3122 4.6967 12.2506 0.0822 40.3332 0.0300 33.7960 0.1460 7.4561 5.6282 6.7873 4.1585 10.0514 0.8277 44.0760 43.7138 44.2335 43.5327 0.6028 44.1285 44.2842 0.4135 42.6321 42.8085 0.6002 43.7126 43.1827 4.6224 -268.7815 -298.9090
1.3373 4.9481 9.3644 0.1515 28.6145 0.0110 11.6369 0.1452 7.1174 5.4671 6.6797 4.0598 9.5006 11.5498 43.4631 43.6990 44.1875 43.5863 0.5645 44.1492 44.2936 0.7588 42.6608 42.7792 0.5677 43.7407 42.7090 1.1270 -276.2103 -304.6112
0.9735 11.1344 9.3010 0.2290 39.6795 0.0079 28.3669 0.1686 7.0990 5.1947 6.7950 4.1895 9.9155 0.9862 42.7689 43.7643 44.2804 43.4702 0.6631 44.1729 44.3302 0.9451 42.5546 42.8573 0.6675 43.7767 41.8512 0.2279 -282.0684 -298.9875
1.4071 13.0677 11.6104 0.1014 40.2066 0.0044 35.3346 0.2069 7.4004 5.6915 6.8318 4.2725 9.9227 0.9878 43.9981 43.7676 44.2529 43.4902 0.6545 44.1067 44.2853 0.4542 42.5573 42.8462 0.6605 43.6981 43.1375 3.8627 -271.3911 -298.9121
0.3477 8.5007 10.5970 0.0678 38.6393 0.0045 38.2449 0.1365 7.3480 5.4233 6.8617 4.1010 10.0399 0.9180 44.0692 43.7410 44.2701 43.5068 0.6316 44.1007 44.2739 0.4107 42.5643 42.8399 0.6535 43.6921 43.0712 4.5498 -269.6532 -302.1804
1.2261 9.9604 12.9394 0.1350 32.7414 0.0266 44.8408 0.1581 7.4190 4.9749 6.8526 4.2092 9.8538 1.7916 43.0715 43.6677 44.1740 43.6075 0.5346 44.1313 44.2724 0.8862 42.7100 42.7562 0.5266 43.7351 42.2440 0.4574 -268.1190 -303.5487
0.9458 5.7337 9.2242 0.4144 30.3632 0.0136 38.2344 0.1486 7.2235 4.8670 6.8472 4.1567 9.9335 0.9448 43.3477 43.7365 44.3454 43.4560 0.6561 44.1543 44.3117 0.8130 42.5695 42.8693 0.6660 43.7581 42.3699 0.8641 -267.0859 -298.9043
1.4948 9.6387 12.8682 0.0770 41.7162 0.0057 30.0530 0.1742 7.4282 5.1767 6.8105 4.1419 10.0065 1.1081 44.1013 43.7596 44.2535 43.4397 0.6763 44.1286 44.2977 0.3995 42.5489 42.8423 0.6628 43.7127 43.2074 4.8996 -269.5188 -299.1038
0.6347 10.4202 11.7212 0.1846 27.4823 0.0008 28.6374 0.1411 7.4986 5.2534 6.8139 4.1616 9.7794 1.6026 44.0873 43.7165 44.2464 43.5574 0.5905 44.1207 44.2799 0.3971 42.6294 42.8158 0.6057 43.7007 43.2136 4.7440 -265.9722 -298.9371
0.6382 11.6753 10.8413 0.1169 40.3465 0.0014 25.0408 0.1468 7.3658 5.5231 6.7822 4.1509 10.0021 1.0386 43.6842 43.7711 44.2426 43.3695 0.7160 44.1108 44.2889 0.6177 42.4710 42.8431 0.7020 43.6905 42.6851 1.8751 -268.2912 -299.7247
1.0230 3.8102 7.9599 0.3703 38.3483 0.0113 40.8166 0.1797 6.5519 5.2301 6.8575 4.1088 8.8206 25.6301 43.5154 43.7191 44.2296 43.5548 0.5935 44.1357 44.2904 0.7299 42.6162 42.8096 0.6095 43.7271 42.7194 1.2713 -279.7568 -298.9003
0.3028 12.2306 12.3909 0.1607 39.0162 0.0096 39.4314 0.1311 7.4521 5.3052 6.8381 4.1289 9.9430 0.9430 43.3510 43.7911 44.3050 43.3583 0.7304 44.1451 44.3195 0.8174 42.4714 42.8831 0.7207 43.7639 42.6629 0.8707 -268.8248 -298.9175
