#Table1
sii_6717_flux,sii_6731_flux,nii_6584_flux,oi_6300_flux,oiii_5007_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw,nii_6584_eqw,oiii_sigma,w1mpro,w2mpro,w3mpro,z,class,subclass,bestobjid
94.64693,54.62796,124.8211,14.06994,32.02139,417.4377,82.42498,-32.15743,-9.604229,57.8559,14.274,14.077,10.302,0.04344077,GALAXY,STARFORMING,1237654668662538353
50.04094,45.55381,114.0145,6.801934,17.03813,364.0373,76.26698,-30.56995,-9.561144,58.501,14.494,14.216,10.198,0.1364578,GALAXY,STARFORMING,1237648720144695387
113.0546,75.37099,137.1422,22.737,47.12954,438.926,90.90801,-40.79045,-12.81011,121.2755,14.419,14.155,10.212,0.09316329,GALAXY,STARBURST,1237651800161190055
71.35201,45.72256,185.3456,17.51893,24.18984,359.2583,44.01984,-30.45278,-13.41673,139.1963,13.476,12.972,8.939,0.1549165,GALAXY,STARFORMING,1237648720144695532
50.90128,36.30632,42.32643,13.21018,93.07555,234.9463,63.82534,-57.26674,-11.80142,77.47885,16.207,16.256,12.062,0.1106428,GALAXY,STARBURST,1237651800698126573
39.62812,33.3401,136.6994,8.514997,61.06076,210.7681,38.6567,-8.227684,-5.353137,77.15291,12.369,12.418,9.312,0.02126984,GALAXY,STARFORMING,1237651800161321169
173.2269,128.9925,173.3401,16.52133,1383.671,1777.353,498.9414,-263.2503,-26.03414,35.67696,15.342,14.921,11.125,0.02121134,GALAXY,STARBURST,1237651800161321210
78.72121,62.02404,89.14682,16.70874,179.3208,483.7566,128.891,-108.2137,-20.55938,57.51847,15.979,15.427,11.539,0.1521127,GALAXY,STARBURST,1237651800698192017
148.9274,105.3007,236.172,24.35175,82.81166,781.0998,202.2403,-61.67098,-18.53028,75.30074,14.193,13.927,9.987,0.07007258,GALAXY,STARBURST,1237654669736542463
73.56151,49.4462,228.9977,30.97508,35.93775,347.3709,52.92506,-3.471843,-2.329431,129.1146,11.608,11.525,8.335,0.04523472,GALAXY,STARFORMING BROADLINE,1237651800698191908
66.73316,44.02593,145.0197,17.13972,13.1965,338.3546,51.01283,-33.57862,-14.24675,90.57133,13.894,13.486,9.421,0.09577072,GALAXY,STARFORMING,1237651801771868609
36.37823,33.4082,76.03867,10.80271,8.103014,241.6914,49.69025,-26.04225,-8.497808,1,14.13,13.886,10.086,0.09551515,GALAXY,STARFORMING,1237648721218502878
31.81702,26.38465,30.18775,9.894371,90.96012,166.4648,49.04467,-13.0319,-2.253097,40.57688,14.5,14.334,11.031,0.03297864,GALAXY,STARFORMING,1237648721755373963
70.18742,63.27481,194.779,18.76341,40.10643,359.8556,75.27764,-27.64161,-14.35499,107.9775,14.068,13.718,10.219,0.1763657,GALAXY,STARFORMING,1237654670810218860
73.92125,46.26729,74.72779,10.90242,163.3164,393.9169,127.5319,-25.2549,-5.068628,46.6827,14.275,13.956,10.054,0.09487455,GALAXY,STARFORMING,1237654670810284166
33.83912,22.49103,96.05704,7.558434,10.28922,265.8716,59.50748,-25.87601,-9.47438,91.11539,14.573,14.064,10.331,0.1841929,GALAXY,STARFORMING,1237651801235062797
27.23271,24.24535,48.38862,5.132213,17.85862,167.8134,48.4031,-43.72673,-13.74697,35.6762,16.249,16.344,11.805,0.1849512,GALAXY,STARBURST,1237651752387608767
226.3982,165.3255,384.277,36.29418,280.1463,1236.279,359.3741,-60.44199,-19.09498,70.09549,13.732,13.543,9.585,0.06260736,GALAXY,STARBURST,1237654670273478834
79.86427,64.11375,264.5501,15.92995,92.22358,527.5704,105.7558,-35.40446,-17.34968,168.0895,13.931,13.363,9.386,0.1842353,GALAXY,STARFORMING,1237648721755439201
122.9295,80.89694,104.4907,23.01744,389.3005,651.92,200.0928,-93.80927,-15.4718,60.90159,15.35,15.063,11.366,0.09199307,GALAXY,STARBURST,1237654670273478816
130.282,99.52082,255.3538,26.68275,139.5442,742.1401,204.4591,-60.93238,-20.85324,72.76736,14.818,14.562,10.539,0.09599313,GALAXY,STARBURST,1237651801235062989
53.12336,36.3458,88.50278,9.354168,17.55638,270.3356,63.23153,-21.92544,-7.28064,1,14.025,13.92,10.115,0.05838413,GALAXY,STARFORMING,1237648721218699455
72.06064,57.42749,126.1047,14.81628,31.25239,343.7934,87.65579,-38.22985,-14.23875,76.35532,14.405,14.183,10.23,0.09241752,GALAXY,STARBURST,1237648721755570497
95.40054,73.37342,309.9063,12.38819,29.4511,894.395,216.4289,-34.91879,-12.23535,70.68159,12.666,12.625,8.991,0.0120204,GALAXY,STARFORMING,1237654670810546312
21.4759,18.09038,35.38259,9.993892,13.67327,36.81812,11.44514,-2.049089,-2.215021,85.58381,13.568,13.465,11.99,0.09911782,GALAXY,,1237654670810546313
32.70003,21.754,67.27216,8.110973,7.856573,192.3664,33.45722,-23.61003,-8.154782,23.90251,14.467,14.131,10.392,0.09437585,GALAXY,STARFORMING,1237648721755635953
96.50775,87.15571,439.3189,12.52808,42.80861,754.9736,191.2692,-51.30304,-28.65713,82.48469,14.199,13.803,9.473,0.09453683,GALAXY,STARBURST,1237654670810546223
67.46703,52.18385,135.9868,12.9557,29.98916,364.568,75.52629,-22.60051,-8.581541,86.44644,13.799,13.609,9.78,0.06985281,GALAXY,STARFORMING,1237651801235521734
70.27566,51.21199,128.6645,8.973976,17.33158,375.7612,96.5528,-26.82622,-9.281962,32.43684,13.674,13.331,9.764,0.02064876,GALAXY,STARFORMING,1237651801772458121
41.20785,28.40689,108.6238,6.926329,59.356,215.4189,55.50326,-19.54188,-9.678706,186.7246,14.3,13.881,10.275,0.1270732,GALAXY,STARFORMING,1237648722292572320
70.12723,47.14344,74.62965,9.376835,156.366,376.2202,103.6663,-143.9126,-29.02647,40.8612,,,,0.03307562,GALAXY,STARBURST,1237648722829443261
103.9856,75.48821,85.05372,24.24016,516.5654,718.776,216.8999,-173.3152,-18.77452,53.0485,15.466,14.941,11.393,0.1217412,GALAXY,STARBURST,1237651752387805328
130.8258,93.12086,179.4393,19.64247,144.2133,726.6811,201.7651,-97.4498,-24.19312,56.6057,15.238,14.851,10.922,0.0943777,GALAXY,STARBURST,1237648722292506835
55.64573,41.29784,131.0686,14.00267,8.879989,401.491,83.23401,-28.34105,-9.203124,91.96249,13.463,13.292,9.453,0.07010274,GALAXY,STARFORMING,1237648721756029043
32.07453,22.08429,64.64366,5.783416,13.14536,186.5757,50.3396,-26.39686,-9.156148,77.11814,14.676,14.436,10.573,0.08364218,GALAXY,STARFORMING,1237648721756029029
105.1618,88.76842,305.2892,22.05689,121.4781,564.739,99.71078,-33.13247,-17.39094,152.6346,13.707,13.267,9.416,0.123185,GALAXY,STARFORMING,1237651752387870935
40.62745,28.17489,35.42657,5.334497,51.9149,158.1441,47.69565,-26.68257,-6.053382,59.22989,15.416,15.014,11.331,0.08168874,GALAXY,STARFORMING,1237654670274068675
33.41296,38.57563,94.98441,7.200806,42.18576,272.2646,67.25539,-57.00246,-19.13138,118.4925,15.469,14.852,11.132,0.3035003,GALAXY,STARBURST,1237654670811005199
129.3099,93.45669,145.8896,14.72127,197.6033,698.3746,192.5037,-60.01939,-12.5431,47.66801,14.949,14.834,11.477,0.03299528,GALAXY,STARBURST,1237648722292834473
96.07262,69.77822,200.3131,17.04222,32.15717,612.764,138.4865,-34.47443,-11.16642,81.06113,13.926,13.531,9.653,0.08264837,GALAXY,STARFORMING,1237648721756160216
154.8626,112.0128,304.5039,27.69137,83.07488,832.3335,164.5336,-54.04453,-19.72177,73.65331,13.625,13.334,8.915,0.08351937,GALAXY,STARBURST,1237651801235783886
475.5004,381.7593,1257.123,75.75154,320.5351,3203.905,667.6719,-97.88936,-38.02157,118.0578,12.733,12.303,8.008,0.1002674,GALAXY,STARBURST,1237654669200982024
105.8046,89.00513,590.5287,25.48971,327.4382,705.0918,148.168,-32.82096,-26.82025,159.733,13.124,12.507,9.494,0.1266051,GALAXY,AGN,1237648720146202836
213.3661,185.7137,846.0762,56.21497,79.51072,1131.586,192.7697,-19.7089,-14.52366,146.8548,12.249,12,8.004,0.05579847,GALAXY,STARFORMING,1237654669200916680
59.79041,41.60932,100.6703,11.48569,46.2633,262.6538,74.4704,-16.47776,-6.213638,64.1818,13.784,13.602,10.04,0.05310839,GALAXY,STARFORMING,1237654669201047668
85.96399,74.10818,256.7214,18.43838,46.32168,494.3694,96.49973,-21.94571,-11.74535,87.04812,13.426,13.151,9.484,0.07523569,GALAXY,STARFORMING,1237654669737984115
67.12723,50.75464,207.9943,8.082965,23.1059,489.7545,94.58111,-28.28399,-12.24463,94.12572,13.591,13.434,9.883,0.0615854,GALAXY,STARFORMING,1237648720683073575
59.15051,35.39222,145.4703,13.89636,24.72001,245.5198,54.27186,-13.06509,-7.458292,129.1103,13.19,13.101,11.303,0.1254967,GALAXY,STARFORMING,1237648721220010034
85.27061,56.6694,64.24077,13.21761,162.7411,411.9625,99.71011,-65.75368,-10.41287,41.33271,14.739,14.525,10.983,0.04738984,GALAXY,STARBURST,1237654668663914726
179.0543,140.888,877.6047,37.1764,73.81699,1994.87,382.2944,-26.33227,-11.76841,108.5336,11.544,11.4,7.54,0.04721433,GALAXY,STARFORMING,1237654668663914586
108.5707,86.2159,362.2978,18.86248,56.6137,669.6718,162.3281,-40.21125,-21.81602,121.0525,13.839,13.528,9.609,0.09492103,GALAXY,STARBURST,1237648720145940622
27.44001,19.47155,26.15386,6.291738,51.07178,143.9712,41.07719,-36.15656,-5.918684,42.35648,15.851,15.657,12.429,0.06096138,GALAXY,STARFORMING,1237648720146006298
40.25977,33.44659,145.4523,11.65708,18.51325,369.4055,54.48818,-17.4453,-6.839463,110.9487,13.007,12.837,9.121,0.06082683,GALAXY,STARFORMING,1237651800162566337
50.53511,34.22795,51.33076,7.081006,59.98052,206.4165,66.81453,-23.49567,-5.012245,51.86046,14.779,14.597,11.614,0.05286897,GALAXY,STARFORMING,1237648720683008235
94.17623,70.23848,98.00903,17.25816,136.7672,470.7578,118.5411,-62.90116,-13.14898,82.6036,14.945,14.555,10.556,0.07608722,GALAXY,STARBURST,1237651800162566357
29.68796,16.0987,35.79749,13.06467,18.45088,62.70797,25.75719,-2.591328,-1.393733,287.5871,13.773,13.673,12.028,0.09183823,GALAXY,STARFORMING,1237651800162631694
89.57397,66.1195,158.3212,16.51134,38.58523,482.1153,115.9101,-37.90469,-12.40853,82.28033,14.337,14.041,9.916,0.09470966,GALAXY,STARFORMING,1237651800699437160
36.30036,19.83184,25.28182,6.96856,50.17363,153.0574,48.80822,-27.76681,-4.526281,19.19611,15.122,14.887,11.464,0.04725127,GALAXY,STARFORMING,1237654668663849240
23.57579,16.57738,16.93585,4.279538,26.95838,95.98594,23.75637,-17.31027,-3.882962,37.67959,15.181,14.994,11.401,0.04717407,GALAXY,STARFORMING,1237651799625564392
146.4815,108.0546,332.1633,9.937919,76.97161,1002.406,255.0544,-61.85608,-20.15749,68.24945,14.265,14.09,10.405,0.04947625,GALAXY,STARBURST,1237648720145875119
32.32854,20.1614,22.44257,5.257878,45.53307,131.9062,37.49257,-27.25515,-5.100917,36.8602,15.347,14.986,11.737,0.03272314,GALAXY,STARFORMING,1237654669200720021
23.98222,11.14938,63.15773,7.259356,12.87059,216.872,41.52678,-10.68608,-2.965579,39.23175,13.203,13.08,9.642,0.06333613,GALAXY,STARFORMING,1237654669200654588
86.29746,63.4313,267.7085,15.30024,63.09167,669.0622,143.5733,-36.37309,-14.49012,112.5039,13.713,13.349,9.313,0.1389762,GALAXY,STARBURST,1237648720682877064
15.13135,10.65554,29.7477,7.295186,6.06165,78.38184,19.12998,-10.21845,-3.830263,102.0529,14.376,14.177,11.34,0.04713511,GALAXY,STARFORMING,1237648721219748023
7.98717,6.147613,10.86002,5.95978,9.400258,14.94781,6.852694,-1.523858,-1.146483,1,14.601,14.498,11.919,0.07109754,GALAXY,,1237648720145744013
43.4308,32.62617,118.4054,6.957547,13.83666,397.7743,86.21661,-23.31424,-6.940028,62.40627,13.558,13.208,9.221,0.09240983,GALAXY,STARFORMING,1237651800162500729
53.02258,39.66248,116.0208,12.86834,14.64221,237.9874,28.83812,-17.99532,-8.867499,107.5944,13.178,12.953,9.19,0.04708967,GALAXY,,1237654669737722024
32.10464,19.09331,47.63653,6.348015,23.00303,156.7241,45.3214,-23.78421,-8.743683,47.57239,15.1,14.836,11.334,0.1259409,GALAXY,STARFORMING,1237651800699240516
45.97196,41.97412,114.2892,6.758459,24.82978,320.1898,65.62074,-31.00496,-10.41382,74.47054,14.356,13.894,10.12,0.145553,GALAXY,STARFORMING,1237648720682746048
98.2141,70.20848,134.7579,12.03591,32.88969,447.4984,101.8024,-35.06387,-10.51267,81.22558,14.172,13.946,10.228,0.03381977,GALAXY,STARFORMING,1237651800162369678
94.14565,78.4493,302.3525,21.52058,761.2559,473.5585,116.6527,-39.21914,-22.57257,94.10033,14.235,13.669,10.456,0.1816841,GALAXY,AGN,1237648720682680553
42.41412,28.61655,59.49568,8.941856,26.33018,191.6082,52.3669,-25.57724,-8.157681,43.55267,14.812,14.55,10.753,0.06483664,GALAXY,STARFORMING,1237651800699175061
66.63037,43.52723,152.3646,10.17671,21.07095,445.7981,99.56963,-43.86391,-15.21238,63.44886,14.424,14.173,10.242,0.08577679,GALAXY,STARBURST,1237651800162304205
35.72394,26.71695,22.85246,8.051668,92.12244,183.4543,53.87339,-49.04597,-5.695845,46.54982,15.651,15.417,12.27,0.06312257,GALAXY,STARBURST,1237648720145678762
100.0103,70.20012,62.70263,19.67712,425.0957,580.6456,198.851,-93.24145,-10.70634,36.2933,16.162,15.717,11.848,0.05141086,GALAXY,STARBURST,1237654668663586970
78.49594,62.80905,211.384,10.18246,26.09568,505.0342,123.6226,-23.43824,-9.591927,103.0287,13.544,13.317,9.792,0.06138381,GALAXY,STARFORMING,1237654668663652441
47.89973,35.07165,69.42178,6.34065,25.27775,221.2297,66.58456,-24.32699,-7.59432,70.77258,14.552,14.277,10.714,0.04417122,GALAXY,STARFORMING,1237654669200457931
64.84196,44.89095,128.946,6.969329,16.66122,387.0968,81.89819,-36.18592,-11.66791,73.45889,14.53,14.078,10.561,0.09599349,GALAXY,STARFORMING,1237648720145678575
109.1012,77.6297,247.1728,16.54991,52.43863,619.0553,142.59,-46.5448,-18.86506,87.2262,14.28,14.167,9.966,0.06045667,GALAXY,STARBURST,1237654669200523487
95.41105,62.84092,238.3786,18.83125,28.14173,547.5474,78.85338,-53.39648,-22.90256,161.4837,13.946,13.292,9.188,0.1720573,GALAXY,STARBURST,1237654668663652501
90.35265,65.82403,168.6444,18.32531,137.0908,588.457,162.9906,-85.45344,-25.58353,95.73066,15.487,14.71,10.478,0.2001533,GALAXY,STARBURST,1237651800162238666
69.17252,50.62909,145.7009,12.06419,17.6967,297.4218,53.50877,-16.38311,-7.824126,79.43174,13.622,13.352,9.518,0.05002861,GALAXY,STARFORMING,1237651800162238663
57.79615,49.80826,116.2106,20.15783,58.71864,127.3875,50.08869,-2.222725,-2.229942,148.8046,12.65,12.732,11.542,0.0456965,GALAXY,,1237651799625105528
82.227,65.26503,66.59721,11.54968,118.4121,351.317,115.4081,-33.93897,-6.45184,45.93285,14.561,14.29,11.11,0.0202565,GALAXY,STARFORMING,1237651799625105751
112.367,80.06708,272.433,19.9875,64.98494,615.3931,138.3112,-42.0222,-18.36254,81.0517,14.07,13.747,9.58,0.09969421,GALAXY,STARBURST,1237654669200392341
29.15106,19.89045,87.3474,9.76755,17.75098,117.5506,29.39472,-4.375481,-3.43058,73.54453,13.357,13.228,11.654,0.07077462,GALAXY,STARFORMING,1237651800699043965
60.06406,39.77405,125.9163,9.799311,21.52274,397.7101,84.47461,-34.78707,-9.93162,103.2573,14.366,14.075,9.978,0.107872,GALAXY,STARFORMING,1237648720682483961
44.92341,37.63548,108.0336,26.01544,80.43832,142.5164,48.46075,-3.135581,-2.482292,158.6199,13.013,12.882,11.698,0.05991426,GALAXY,AGN,1237648721219354811
37.92784,36.04224,97.05631,10.3676,22.7989,244.3892,57.87618,-18.45939,-7.405225,100.8755,14.396,14.172,11.357,0.08338461,GALAXY,STARFORMING,1237651800699043940
38.8112,32.59946,108.9205,12.22796,17.77853,302.4155,61.53974,-38.53353,-10.1132,87.85195,14.464,13.893,10.104,0.1961375,GALAXY,STARFORMING,1237654669200523510
55.48991,36.56324,51.13778,9.483767,49.77011,230.8761,73.36288,-32.24393,-7.385663,38.27934,15.017,14.839,11.434,0.04865386,GALAXY,STARFORMING,1237654668663390339
20.28362,16.11899,54.01304,8.438405,18.52411,108.7831,18.33583,-9.97823,-4.806697,59.53802,13.878,13.702,10.538,0.08474722,GALAXY,STARFORMING,1237654669737328762
19.45479,13.64141,16.88344,11.89631,20.41326,36.1058,9.897922,-3.399599,-1.361552,179.7049,14.59,14.433,11.798,0.0626008,GALAXY,,1237651800162042067
43.98294,31.61513,16.45391,8.440899,318.9954,351.0042,115.5058,-85.62342,-4.879148,46.66515,16.705,16.424,12.332,0.06925364,GALAXY,STARBURST,1237651800162042038
43.22531,27.05113,80.21166,13.45448,18.99603,68.38293,20.78627,-2.389593,-2.652337,116.8928,13.348,13.252,11.615,0.07146911,GALAXY,,1237651752388264038
50.7296,34.68106,36.53754,9.788106,119.0664,230.2601,72.986,-18.36893,-3.144279,33.47299,14.981,14.79,11.61,0.02119927,GALAXY,STARFORMING,1237651752388198529
409.1024,319.5814,821.4614,74.00609,127.0615,1720.134,398.2991,-20.25242,-9.631679,128.449,11.924,11.817,9.008,0.07067554,GALAXY,STARFORMING,1237651801772654601
44.25368,36.1246,78.73569,8.277167,22.17852,263.4732,65.2823,-32.42502,-9.53277,87.25889,14.523,14.143,10.371,0.09473247,GALAXY,STARFORMING,1237654670811070657
23.51015,13.77557,17.08094,6.653671,38.88104,105.7018,34.61433,-23.99655,-3.940328,47.9962,15.534,15.566,12.227,0.07115626,GALAXY,STARFORMING,1237651752388264331
34.63046,23.83597,79.70187,6.889894,9.59931,202.7406,49.69248,-19.64831,-7.613175,42.58801,14.172,13.734,10.071,0.1218233,GALAXY,STARFORMING,1237648722293031151
491.397,385.0465,676.4777,231.2107,4045.211,1598.164,448.2043,-79.11091,-34.34536,191.8635,13.257,12.09,8.68,0.1202189,GALAXY,AGN,1237651752388264135
60.94049,40.74205,66.30852,7.298512,42.85423,236.6231,65.09435,-24.62322,-6.742836,56.74644,14.867,14.645,11.318,0.07164954,GALAXY,STARFORMING,1237651752388264085
79.31475,55.38921,140.9293,9.563563,39.48107,348.6839,88.01596,-14.37685,-5.762874,103.9059,13.571,13.444,10.154,0.06000616,GALAXY,STARFORMING,1237654670811070689
87.28344,68.69065,256.5285,27.959,224.7898,215.872,53.03377,-11.32776,-13.29582,102.4159,13.713,13.486,11.127,0.09780669,GALAXY,AGN,1237651801772720357
30.85647,23.23609,43.21469,5.683448,18.47548,140.3495,35.60736,-21.60488,-6.816551,60.38155,15.015,15.284,11.94,0.06391556,GALAXY,STARFORMING,1237651801235849479
89.15874,62.81522,113.1951,10.66973,115.9156,492.649,132.081,-61.33017,-14.03595,54.35858,15.278,14.947,11.215,0.07929747,GALAXY,STARBURST,1237648722293096596
48.6802,37.29297,75.34543,6.957253,20.85375,229.9841,56.41907,-29.5584,-9.212816,43.4343,14.947,14.597,10.915,0.07935563,GALAXY,STARFORMING,1237648722293096585
31.01753,23.47674,86.24876,10.85695,89.39346,99.63377,23.44196,-8.682205,-7.654632,119.0865,14.303,14.124,10.728,0.09698364,GALAXY,AGN,1237648721756356779
61.60989,41.24662,108.392,14.82632,102.3935,298.0856,62.29945,-24.98717,-9.151608,79.88815,14.298,14.06,10.74,0.07214015,GALAXY,STARFORMING,1237654670274330659
55.6357,34.81371,197.93,13.97408,18.8102,625.5219,113.7091,-17.87534,-5.6139,136.2843,12.559,12.367,8.496,0.07127051,GALAXY,STARFORMING,1237654670274330794
35.25181,25.39775,77.46528,7.731337,16.87416,211.4713,48.81389,-16.53418,-5.85548,53.08278,13.7,13.412,9.622,0.0715077,GALAXY,STARFORMING,1237654670274330666
47.18957,36.35493,33.63782,6.568933,211.0378,285.6812,97.73371,-59.83793,-6.415747,43.62859,16.434,15.721,12.073,0.06234199,GALAXY,STARBURST,1237648722830033008
191.1312,146.5444,529.9946,27.30928,58.55398,1127.27,264.9009,-36.80026,-17.5179,65.86517,13.087,12.853,8.835,0.04510868,GALAXY,STARFORMING,1237648722830098533
53.1475,36.18055,80.66879,10.29066,23.36485,245.318,58.9018,-17.24284,-5.365731,88.35354,13.835,13.694,9.938,0.04860517,GALAXY,STARFORMING,1237654671348072540
44.38359,32.27202,60.99956,8.998174,26.24754,219.7693,61.70423,-25.66993,-7.03737,46.88918,15.048,14.913,11.117,0.07783984,GALAXY,STARFORMING,1237651752388460649
18.11672,19.56016,55.21444,11.92204,10.30014,86.29842,16.51179,-4.864164,-3.508059,38.60518,13.504,13.28,10.301,0.09808913,GALAXY,,1237648721756422357
35.51625,27.51559,71.76295,5.870667,9.355154,197.6186,43.25863,-17.46028,-6.411005,72.68183,14.23,14.038,10.515,0.09488719,GALAXY,STARFORMING,1237648721756422261
50.00934,43.98938,64.81307,6.680453,28.22953,222.5289,62.68062,-47.05125,-13.82552,64.22141,15.359,15.269,12.026,0.09517838,GALAXY,STARBURST,1237654670811267200
47.24548,32.12969,71.84096,5.977746,24.61475,243.2212,62.38046,-30.4332,-8.961999,71.4082,14.36,14.016,10.224,0.09737416,GALAXY,STARFORMING,1237648721756422316
73.23145,54.41383,144.6244,11.98112,26.75967,390.6895,96.73188,-25.7505,-9.406844,85.49361,13.879,13.634,9.641,0.09481686,GALAXY,STARFORMING,1237648721756422291
21.31687,14.79483,55.6393,11.86236,21.52132,53.351,13.45491,-2.049736,-1.877326,155.1835,13.325,13.188,11.459,0.09595764,GALAXY,STARFORMING,1237648721756422300
46.95312,32.73523,126.7344,7.344418,16.10334,296.5312,56.39687,-19.65016,-8.313167,96.34495,14.074,13.901,10.016,0.07206945,GALAXY,STARFORMING,1237651801236111655
46.84184,31.68059,77.19806,5.338977,11.81086,273.4102,65.42789,-35.11359,-10.08274,8.429529,14.854,14.588,10.618,0.09658662,GALAXY,STARBURST,1237648721756487821
22.12726,15.32011,22.99309,6.4699,20.71781,64.99402,16.59405,-5.131825,-2.052511,31.25468,13.768,13.611,10.88,0.0466034,GALAXY,STARFORMING,1237648721756487896
30.43361,25.98643,55.79059,7.770083,70.5475,112.9429,26.35563,-7.863616,-3.947956,86.59043,13.667,13.263,10.494,0.06209708,GALAXY,AGN,1237654670274461978
189.6156,142.4782,546.7359,31.62865,37.21103,1073.267,175.9617,-28.93156,-14.86276,67.99465,12.507,12.272,8.174,0.0208566,GALAXY,STARFORMING,1237648721756553466
82.34107,59.23698,87.13564,12.46347,100.7107,382.2829,115.8905,-45.87864,-10.75872,44.1834,14.85,14.398,11.168,0.04607654,GALAXY,STARBURST,1237651801236177087
53.57165,37.85449,248.4457,22.42749,377.0542,183.5224,30.2616,-11.12136,-14.87881,123.2928,14.068,13.811,10.654,0.092938,GALAXY,AGN,1237648721219748035
80.17743,56.47355,211.0499,13.00548,36.33998,471.8585,111.2201,-34.87901,-15.57281,107.4361,14.263,13.829,10.175,0.09790229,GALAXY,STARFORMING,1237651752388657391
52.85043,40.97858,148.3581,18.42529,21.95855,130.1458,23.60516,-7.71029,-7.976963,123.4293,13.929,13.626,10.856,0.1196299,GALAXY,,1237648722293358746
279.8664,198.2143,402.7485,39.55813,377.8857,1569.409,436.7102,-108.1067,-26.37428,54.98943,14.369,14.023,9.912,0.05873925,GALAXY,STARBURST,1237651801773179093
28.81994,22.54051,60.06409,15.96518,20.28086,73.77505,16.31233,-6.398713,-5.02758,138.7525,14.037,13.749,11.385,0.09606256,GALAXY,,1237651801773244509
47.10642,29.90764,131.1774,8.008844,15.92937,331.9442,73.38583,-25.18133,-10.22159,101.7896,14.123,13.825,10.086,0.09665173,GALAXY,STARFORMING,1237648721756750022
29.04153,24.32173,130.3011,13.84922,20.22557,73.70496,11.32921,-6.105033,-9.329614,252.2309,13.606,13.315,9.923,0.0645521,GALAXY,,1237651752388853863
44.2423,28.28392,46.99356,8.354898,25.80714,181.0757,44.92733,-23.45504,-5.987779,46.22105,14.903,14.723,11.284,0.07096665,GALAXY,STARFORMING,1237651801773113502
361.8596,297.3734,1294.044,31.75658,92.99165,3197.815,780.0814,-49.685,-20.55454,79.58007,12.133,12.029,8.194,0.02148222,GALAXY,STARBURST,1237648721756880949
58.45655,43.70353,121.9671,15.61045,185.3699,167.6016,40.94098,-3.047582,-2.294306,67.72339,12.679,12.587,9.665,0.02134296,GALAXY,AGN,1237648721756881092
24.89173,17.05345,84.96954,5.236679,7.669517,203.0712,42.55147,-21.56813,-9.115305,1,14.598,14.267,10.863,0.1116021,GALAXY,STARFORMING,1237654670274855049
71.61555,51.27864,36.354,18.3098,972.3047,732.1398,249.4185,-140.4465,-6.667676,42.04714,15.648,15.638,12.537,0.05703671,GALAXY,STARBURST,1237654670274789660
68.38297,49.0496,138.6204,11.12215,31.7092,304.5855,76.99594,-21.14663,-9.576106,47.87402,14.419,14.205,11.388,0.07224173,GALAXY,STARFORMING,1237651801236373700
29.91121,20.58347,54.40569,10.44134,11.63175,83.22875,18.62129,-4.491252,-3.051315,64.84709,13.929,13.939,11.622,0.0710241,GALAXY,,1237648722293620887
74.26543,47.63091,146.7186,7.388899,46.70944,369.2381,109.3666,-22.44667,-8.946711,68.96627,14.293,14.053,10.978,0.09609467,GALAXY,STARFORMING,1237648722293686448
93.30397,65.98545,217.8381,36.40007,82.8525,131.3345,40.49939,-4.296219,-7.182737,94.31087,12.708,12.632,10.358,0.05533539,GALAXY,AGN,1237648722293620931
200.6128,149.3433,539.7675,36.21745,82.58382,1009.051,159.6642,-41.45527,-21.98827,121.1241,12.21,11.863,7.71,0.05379997,GALAXY,STARFORMING,1237648722293686378
59.57261,42.57633,112.1734,11.69246,34.6841,305.096,69.63702,-39.25307,-14.52769,58.02636,14.87,14.704,10.71,0.1132934,GALAXY,STARFORMING,1237648722293686390
59.61773,44.51678,148.3127,10.52184,14.69622,371.3955,92.23548,-18.31289,-7.477747,68.72998,13.616,13.443,10.074,0.0585773,GALAXY,STARFORMING,1237648722293686455
90.44999,59.52921,163.401,9.833454,39.01328,487.2809,106.068,-37.19128,-12.3982,91.32231,14.025,13.84,10.028,0.06253219,GALAXY,STARFORMING,1237648721220075721
39.03958,28.25794,50.77794,5.732552,23.10067,179.1369,47.42605,-32.21355,-9.607443,22.36037,15.137,14.859,12.271,0.06146437,GALAXY,STARFORMING,1237651801236504823
19.38297,14.78389,55.63588,4.92335,7.404168,159.351,32.30636,-13.63097,-4.750955,32.35082,14.207,13.996,10.661,0.07240278,GALAXY,STARFORMING,1237648721756881161
24.79577,21.10284,34.17541,5.827487,16.36377,109.401,25.60474,-15.96289,-5.235,1,14.573,14.491,11.115,0.062991,GALAXY,STARFORMING,1237648720146923865
32.1439,21.43302,72.00704,7.48191,16.03714,179.7695,36.45705,-15.68464,-6.424781,86.10061,14.43,14.125,10.962,0.1269418,GALAXY,STARFORMING,1237648720146858153
52.80701,48.07079,190.8269,21.48119,205.0293,165.346,27.8215,-8.377118,-9.53286,170.2157,13.882,13.706,11.351,0.1104557,GALAXY,,1237651800163352702
43.22475,31.48068,22.94749,10.93343,168.6549,243.3497,65.62668,-42.48846,-3.930435,37.08133,,,,0.03452292,GALAXY,STARFORMING,1237648721220731068
24.74855,28.30836,110.8989,9.056993,13.05098,136.8875,20.92419,-8.298542,-6.558431,135.1861,13.648,13.454,9.644,0.06377484,GALAXY,,1237648720683925743
