#Table1
sii_6717_flux,sii_6731_flux,nii_6584_flux,oi_6300_flux,oiii_5007_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw,nii_6584_eqw,oiii_sigma,w1mpro,w2mpro,w3mpro,z,class,subclass,bestobjid
56.92179,40.89262,124.2622,8.906773,37.20637,334.9804,88.61869,-30.19684,-11.13983,69.27154,14.077,13.871,9.899,0.0715031,GALAXY,STARFORMING,1237655499199938691
135.3213,92.7258,125.639,27.63782,533.6772,925.7012,278.1435,-124.1395,-16.87471,68.75865,15.045,14.66,10.721,0.1398383,GALAXY,STARBURST,1237655499736744102
18.65997,15.15509,50.31224,6.562338,7.60082,132.577,27.66123,-17.36307,-6.728871,1,14.583,14.471,10.997,0.08319262,GALAXY,STARFORMING,1237655499736875204
28.96903,21.01393,72.38482,7.747706,12.97817,175.5813,48.38488,-11.09756,-4.740862,47.86599,14.028,13.854,10.424,0.08878757,GALAXY,STARFORMING,1237655499736875026
21.99554,13.76694,38.61664,6.853043,36.6743,104.7231,25.59995,-11.37316,-4.542899,63.5807,13.916,13.677,10.701,0.09961881,GALAXY,STARFORMING,1237655499199938801
21.53052,19.73804,78.82272,8.588449,12.17793,154.1889,27.15628,-13.49169,-6.968854,107.7288,13.972,13.753,10.356,0.08480824,GALAXY,STARFORMING,1237655495441449239
53.20494,33.96223,141.5866,8.201336,18.65288,329.5584,65.9613,-16.78528,-7.511458,62.79519,13.031,12.836,8.924,0.1099314,GALAXY,STARFORMING,1237655495978188979
20.62091,19.7494,38.7632,8.923068,14.15546,41.64164,11.02942,-3.067333,-2.717946,145.2628,14.011,13.921,11.912,0.08821505,GALAXY,,1237655499736940716
39.6295,29.24522,96.28403,7.319288,14.83561,270.8479,64.58548,-27.32872,-10.03853,64.91251,14.217,14.027,10.466,0.08480088,GALAXY,STARFORMING,1237655495441514658
38.57288,29.4516,35.78316,3.669003,49.19694,167.3477,48.63099,-32.60426,-6.655803,40.56247,15.502,15.385,12.532,0.0764195,GALAXY,STARFORMING,1237655499200069729
43.69867,31.44678,89.86622,10.76664,25.70436,266.5769,71.93246,-14.73194,-5.074736,75.35638,13.874,13.623,10.331,0.08559856,GALAXY,STARFORMING,1237655495978385568
26.6631,19.25617,79.99567,7.454406,65.29188,169.5597,49.3535,-23.77935,-10.0194,66.63971,14.409,13.968,10.719,0.102179,GALAXY,STARFORMING,1237655500273746022
59.87698,42.03194,143.1258,12.15728,22.00322,227.2641,50.69259,-10.02929,-6.391019,191.2189,13.522,13.357,10.44,0.1011911,GALAXY,STARFORMING,1237655495978385616
20.98278,10.68921,55.69574,7.651514,16.6537,86.91229,19.94193,-3.847506,-2.616063,83.53577,13.478,13.369,10.908,0.08366075,GALAXY,STARFORMING,1237655495978319931
21.83658,10.57317,45.86081,6.84248,7.89368,91.56586,15.81276,-7.258232,-3.768411,116.906,13.512,13.324,10.376,0.08302376,GALAXY,,1237655495978385605
24.36315,14.30354,72.40755,6.006268,34.06929,131.9717,28.386,-13.58173,-6.774927,62.6139,14.039,13.881,10.456,0.1019673,GALAXY,STARFORMING,1237655495978385598
29.531,17.54393,21.18051,7.325846,55.10374,120.9542,46.18142,-17.28256,-3.644274,28.0651,,,,0.010494,GALAXY,STARFORMING,1237655495441514700
54.7768,35.55163,130.8621,9.546055,17.19068,376.8038,86.83135,-20.01191,-7.169583,78.76678,13.541,13.351,9.599,0.08312614,GALAXY,STARFORMING,1237655499737006286
32.49361,30.04667,14.27541,7.48939,9807.394,4136.005,1308.897,-1460.695,-8.932901,30.64861,17.179,15.612,10.888,0.02246436,GALAXY,STARBURST,1237655495978451148
80.90237,52.8583,93.79033,16.04729,50.54269,365.3097,87.18155,-28.54658,-7.366098,67.51627,13.918,13.708,9.759,0.07638801,GALAXY,STARFORMING,1237655499736940763
104.065,79.93978,268.2115,16.64452,46.05208,580.063,137.1435,-33.07655,-15.0308,86.42691,13.78,13.54,9.588,0.07725041,GALAXY,STARFORMING,1237655495978451128
111.0119,95.16303,405.2636,25.62485,250.1944,703.9677,142.5578,-46.58429,-26.44214,136.4555,14.004,13.502,9.795,0.0852511,GALAXY,STARBURST,1237655495978451157
77.98056,58.9676,168.8252,13.70529,50.418,366.3033,72.45648,-39.97294,-17.84937,175.8148,13.715,13.225,9.438,0.1617188,GALAXY,STARBURST,1237655499737006317
80.87917,62.70054,321.1726,17.76726,23.04996,574.7816,83.00237,-31.88014,-17.56417,173.1106,12.922,12.657,8.679,0.08027883,GALAXY,STARFORMING,1237655495441645718
14.95613,24.26182,49.1148,14.92675,26.53519,38.74972,15.5616,-1.823892,-2.158991,229.4065,13.803,13.677,12.234,0.09696621,GALAXY,,1237655693020758365
69.23028,44.87481,158.0136,7.43403,27.23612,432.8862,98.18585,-32.78202,-12.05598,56.57331,14.426,14.262,10.467,0.07941499,GALAXY,STARFORMING,1237655693557891388
26.45846,13.45782,64.4321,5.993835,11.16083,118.8825,26.90771,-12.6262,-6.161424,89.15498,14.356,14,10.898,0.2195342,GALAXY,STARFORMING,1237648673992737138
45.49402,28.91155,75.64278,10.72325,21.69854,220.7997,46.96021,-18.16954,-6.104932,83.73488,14.075,13.883,10.226,0.07747386,GALAXY,STARFORMING,1237655693557629321
54.01533,37.04418,108.1643,8.081136,18.62694,289.6416,56.03722,-30.64751,-11.38276,37.7765,14.185,13.85,10.348,0.07793264,GALAXY,STARFORMING,1237655693557498269
37.50111,26.00142,58.87996,6.495038,43.84182,188.0651,55.01181,-21.76716,-6.626816,65.92345,14.603,14.35,10.902,0.05492734,GALAXY,STARFORMING,1237648673992540336
32.30449,20.82938,16.29474,5.537281,72.23766,134.9119,43.67729,-22.35803,-2.576915,25.99448,15.443,15.532,12.198,0.05515259,GALAXY,STARFORMING,1237648704064061764
31.08182,22.84763,51.07536,6.085353,20.09222,142.0516,34.29973,-22.67843,-8.024692,58.9146,14.109,13.853,10.102,0.08308603,GALAXY,STARFORMING,1237648704600736312
388.8358,355.6425,1187.87,182.1562,3345.745,3007.903,808.2234,-194.867,-73.019,160.7879,13.944,13.214,9.686,0.1215098,GALAXY,STARBURST,1237655499215995181
26.60621,8.861864,33.83493,5.539554,31.00057,142.0797,36.54903,-32.8914,-8.465562,33.49699,15.623,15.917,11.963,0.08168125,GALAXY,STARFORMING,1237648703526928795
104.559,74.67946,345.749,21.80775,31.50015,814.7684,164.1128,-29.38296,-12.45121,108.0027,12.782,12.515,8.427,0.07708064,GALAXY,STARFORMING,1237655693557498228
49.34571,27.00969,124.9769,14.6579,14.6752,221.0705,44.4983,-12.78064,-7.282071,112.9833,13.755,13.542,10.8,0.07770582,GALAXY,STARFORMING,1237655693557498187
28.50716,16.48396,52.58048,5.908912,9.19203,165.3256,36.10532,-19.16362,-6.346459,1,14.58,14.478,10.723,0.09752072,GALAXY,STARFORMING,1237655693557498054
34.03519,15.37185,48.10516,17.28373,22.07332,55.60336,19.14069,-2.520901,-1.978638,212.368,13.829,13.748,12.557,0.09445783,GALAXY,,1237648721255792818
115.0974,77.0152,150.3308,22.93633,222.7108,706.4982,178.6541,-110.7539,-21.40168,58.02857,15.223,15.18,11.008,0.1194675,GALAXY,STARBURST,1237655693557301812
83.90854,55.61237,85.01337,15.38444,107.0595,399.3472,116.9874,-53.89806,-11.69974,53.97395,15.048,14.777,10.952,0.07613574,GALAXY,STARBURST,1237655693557367293
21.79818,13.42145,37.72401,5.587727,8.751751,102.1496,18.06889,-9.111231,-3.292043,14.75415,13.539,13.382,10.146,0.03365153,GALAXY,,1237648721255792990
38.68964,32.16588,92.68466,9.693935,55.24129,143.0629,25.33152,-10.74449,-7.284827,21.93089,13.399,13.062,10.081,0.1135538,GALAXY,,1237648704600604853
131.7577,106.6608,275.9662,30.99983,445.8121,504.1272,122.4328,-45.72549,-24.28264,163.3809,14.2,13.506,10.42,0.1093023,GALAXY,AGN,1237648721255727503
17.72442,6.181389,16.91911,7.224675,244.3458,38.40419,7.925976,-3.385682,-3.036704,1,14.295,14.156,12.613,0.1140156,GALAXY,,1237648704063668556
102.2526,69.84104,245.2003,13.84619,32.22823,696.7851,154.4985,-61.63324,-21.62395,41.58488,13.966,13.604,9.535,0.07872328,GALAXY,STARBURST,1237648704063602984
68.71969,45.4676,167.9902,12.58842,21.18534,369.264,58.38923,-22.46854,-9.933463,76.0554,13.74,13.472,9.478,0.07919856,GALAXY,STARFORMING,1237648704063602698
36.02819,21.88722,87.54395,6.89021,12.08169,232.5054,43.02221,-15.98415,-6.001446,123.9569,13.915,13.733,10.277,0.07758146,GALAXY,STARFORMING,1237648704063537639
186.3337,146.9839,214.5472,29.82306,150.0698,826.998,216.5951,-25.39826,-6.591902,32.06648,13.367,13.35,10.211,0.01467948,GALAXY,STARFORMING,1237655499752603813
133.6054,82.26322,493.0796,33.013,42.41592,1228.768,238.0331,-16.68971,-6.749352,96.21148,11.217,11.113,7.532,0.02974186,GALAXY,STARFORMING,1237655693020364930
90.11221,61.36369,288.2045,17.59187,41.73909,742.306,165.7085,-14.09954,-5.604751,101.6903,12.386,12.233,8.885,0.07199702,GALAXY,STARFORMING,1237655499752669550
32.14629,29.26896,96.10895,13.95203,33.54089,97.479,16.47715,-2.492438,-2.289217,113.4864,12.64,12.55,10.144,0.07114893,GALAXY,,1237655693020365323
131.411,95.4218,70.51003,18.69885,860.3208,1004.717,328.6441,-57.94265,-4.179939,18.87845,14.662,14.633,12.161,0.01498329,GALAXY,STARBURST,1237655693020430340
136.6582,119.6903,211.7253,28.57796,864.8712,1300.352,347.6414,-292.8977,-48.23533,62.76406,16.004,15.574,10.759,0.08876021,GALAXY,STARBURST,1237648704600342801
34.13593,24.03581,102.4065,8.008883,21.43334,188.2954,35.57321,-9.594972,-5.261222,119.0392,13.693,13.511,10.41,0.07896673,GALAXY,STARFORMING,1237648721255465337
40.89609,28.8539,27.74987,7.162644,108.333,236.0367,71.56456,-36.21604,-4.284071,39.90541,15.218,15.19,12.242,0.05451467,GALAXY,STARFORMING,1237648720718594388
13.6034,8.969421,19.71812,5.962222,12.89837,55.32346,12.14606,-9.413805,-3.496013,106.9962,14.307,14.112,10.688,0.05424383,GALAXY,,1237648704600343113
49.35879,38.28053,83.13704,10.00883,19.1445,215.6022,42.47073,-19.67377,-7.883107,87.28397,13.962,13.661,10.087,0.09528672,GALAXY,STARFORMING,1237648721255465329
64.40427,46.95362,197.4424,13.27649,28.801,374.8924,64.57562,-34.11366,-16.6965,175.8793,13.325,12.905,8.93,0.1100352,GALAXY,STARFORMING,1237648704600277194
105.7324,84.71345,314.0645,19.70828,27.23003,734.7698,166.0941,-29.70326,-12.48613,52.55265,12.94,12.762,8.801,0.05485537,GALAXY,STARFORMING,1237648720718529014
53.99238,37.41175,41.41538,9.117394,324.6396,419.5974,147.8895,-45.42689,-4.478775,32.6756,14.688,14.351,11.648,0.02399611,GALAXY,STARBURST,1237648703526601109
26.72502,24.54068,52.38931,8.327332,13.95585,159.8497,45.58903,-18.35894,-6.221081,82.29189,14.461,14.402,10.797,0.06973293,GALAXY,STARFORMING,1237655499215667428
62.01153,42.34718,154.3819,13.63994,53.69693,374.1006,82.03119,-29.05573,-11.96179,144.3326,13.908,13.611,9.601,0.1428353,GALAXY,STARFORMING,1237655499752604026
45.03395,31.4252,106.848,5.869429,17.10239,245.4144,48.47143,-17.50534,-7.556093,100.4628,13.845,13.577,10.133,0.07195909,GALAXY,STARFORMING,1237655693557104878
68.66229,42.90458,138.5641,19.83086,29.41038,371.336,79.22124,-28.6502,-11.15779,127.8644,14.048,13.705,9.632,0.1204419,GALAXY,STARFORMING,1237648720718463353
105.6227,81.63602,91.63858,18.25514,362.403,616.8088,184.9269,-93.6364,-14.34474,35.18242,,,,0.07408878,GALAXY,STARBURST,1237648720718463288
58.28373,39.59869,109.5721,9.849167,18.62379,289.1833,59.02968,-30.84521,-11.5201,104.5872,14.646,14.369,10.528,0.07736008,GALAXY,STARFORMING,1237648704063406504
63.9375,33.88764,95.04004,21.78042,63.76519,190.3077,42.66788,-4.233637,-2.141545,97.76106,12.93,12.843,10.722,0.03888754,GALAXY,,1237655499752276335
31.46986,23.4852,10.92345,9.644663,409.5005,380.4389,113.253,-107.0229,-3.024814,20.45155,16.333,16.013,12.66,0.01389303,GALAXY,STARBURST,1237648704063209808
19.98037,20.61732,54.03026,8.406126,47.43709,139.4954,27.78291,-12.0544,-4.883499,64.75069,14.117,13.844,10.471,0.1135618,GALAXY,,1237655468065358230
30.92494,25.62427,81.26355,11.15865,11.38113,235.9295,51.04279,-27.70412,-9.869535,27.73186,14.776,14.591,10.592,0.1414086,GALAXY,STARFORMING,1237648705673888172
39.02342,21.86518,83.30463,7.979816,9.531087,246.7775,81.0673,-9.419743,-3.29598,58.85551,12.328,12.331,9.908,0.0779406,GALAXY,STARFORMING,1237648705673822376
41.40491,32.4756,86.35683,11.09451,21.94268,200.7402,51.82516,-12.02892,-4.835563,138.2619,14.102,13.983,10.719,0.08838623,GALAXY,STARFORMING,1237648721792139550
38.5136,31.2685,41.16568,5.983917,26.50976,169.3089,43.9048,-28.86446,-6.673221,46.67862,15.187,15.015,11.406,0.08795684,GALAXY,STARFORMING,1237648705136886197
40.47439,23.94831,66.84275,9.481368,10.90925,169.4671,33.85176,-21.17453,-8.381587,101.4532,14.476,14.31,10.473,0.0941029,GALAXY,STARFORMING,1237648705136951495
36.19348,26.23078,57.49493,13.54686,113.4695,73.72544,14.29073,-7.178095,-5.582889,82.19038,13.988,13.806,11.395,0.09406783,GALAXY,AGN,1237648705136951470
100.9886,76.75196,133.2747,18.82538,120.4084,526.7292,151.6783,-40.6535,-10.25267,59.71315,14.637,14.53,10.516,0.08530211,GALAXY,STARBURST,1237655468602425642
50.46799,34.10312,87.3752,8.765932,11.97445,269.764,46.0849,-16.71551,-5.352426,1,13.698,13.594,10.28,0.03281321,GALAXY,STARFORMING,1237648721792205283
55.34117,37.63422,94.00491,9.809572,39.09172,222.984,69.1498,-15.36967,-6.077537,85.60993,14.208,14.069,11.641,0.09129185,GALAXY,STARFORMING,1237655468065489176
70.05349,46.94899,172.549,8.306409,19.93714,484.5942,106.6661,-29.65906,-10.72362,80.20699,14.098,13.821,10.042,0.1018683,GALAXY,STARFORMING,1237648721792139580
24.55784,17.92909,23.05229,4.980505,54.35078,118.1726,33.11893,-24.12374,-4.75057,35.49728,15.324,15.059,12.082,0.04522566,GALAXY,STARFORMING,1237655468065685895
41.89783,27.90533,38.3217,6.622121,50.07489,186.7252,57.75471,-28.17242,-5.738008,37.85417,15.604,15.553,12.093,0.06307299,GALAXY,STARFORMING,1237655468065620352
69.01336,48.7793,91.78099,8.522995,45.74642,338.2097,95.78961,-40.35473,-10.97647,55.6579,14.682,14.475,10.749,0.07214545,GALAXY,STARBURST,1237655468065620199
74.04285,59.76812,185.0893,11.72542,47.1785,424.7784,114.1898,-43.16845,-18.41702,74.19694,14.877,14.463,11.219,0.09041245,GALAXY,STARBURST,1237648704600277418
71.09856,43.50993,47.01381,20.04926,124.0328,300.0025,93.54102,-31.62803,-5.182276,44.73491,14.617,14.43,10.888,0.03143078,GALAXY,STARFORMING,1237655468602687841
115.7863,75.5373,172.1642,18.68351,73.34592,568.6193,156.4589,-46.84015,-14.16188,52.90926,14.063,13.956,9.91,0.03130922,GALAXY,STARBURST,1237655468602687581
184.3465,120.3407,114.6027,40.55,1103.261,1306.969,387.616,-89.95476,-7.981338,41.29855,14.597,14.387,11.068,0.03125086,GALAXY,STARBURST,1237655468602687916
29.1441,18.64918,80.69848,11.80602,14.19599,198.3367,36.95089,-16.81686,-7.132172,86.91795,14.071,13.721,10.058,0.1481399,GALAXY,,1237648705137344812
57.74818,38.12632,112.1173,10.61818,17.64709,329.6331,75.16653,-15.04976,-5.086216,82.42378,13.507,13.368,9.534,0.04550644,GALAXY,STARFORMING,1237655468065685960
22.24465,13.88955,50.27169,6.544419,8.365638,151.1639,37.38878,-17.9406,-5.924431,1,14.699,14.594,11.112,0.07744272,GALAXY,STARFORMING,1237648705137279306
126.5697,94.51813,94.57201,27.05864,544.0511,825.5024,237.3372,-113.1296,-13.24619,54.87809,15.436,15.315,11.509,0.0958886,GALAXY,STARBURST,1237648704600408465
39.67307,27.33695,60.61754,5.910857,12.19089,176.2493,47.52751,-17.34907,-5.301718,48.07055,14.44,14.362,10.784,0.05345554,GALAXY,STARFORMING,1237648705137213973
37.97081,24.22102,96.12811,5.574911,11.35505,233.1162,52.72031,-17.8507,-7.408164,39.31053,13.571,13.485,9.954,0.03263894,GALAXY,STARFORMING,1237648721792467178
26.4653,33.45311,56.62476,6.351961,14.54392,120.1742,26.14508,-11.29047,-5.193923,104.9541,14.374,14.187,10.731,0.09460479,GALAXY,STARFORMING,1237648704600539643
38.10163,23.16101,62.2358,5.236881,18.64762,183.6085,42.96282,-26.81852,-9.778057,100.3852,14.553,14.279,10.417,0.1133909,GALAXY,,1237648721792532830
61.44061,42.83083,109.1086,8.149709,27.97152,334.5516,89.64144,-26.23491,-8.501004,67.84469,14.12,14.019,10.316,0.03063598,GALAXY,STARFORMING,1237648705137541215
44.08182,31.43462,94.52859,8.465108,10.04464,253.4907,39.18325,-24.27947,-9.499371,1,14.228,13.884,10.095,0.09575874,GALAXY,STARFORMING,1237655468602753195
60.07163,43.73927,212.1224,12.74773,30.04554,379.0807,71.80305,-16.18217,-9.30125,86.20171,13.225,13.077,9.339,0.07578275,GALAXY,STARFORMING,1237651735782031707
80.35278,62.43873,144.3721,13.84524,39.78519,429.9183,102.9571,-24.03068,-7.787032,88.9124,13.984,13.738,9.821,0.08931669,GALAXY,STARFORMING,1237648722866471180
21.07799,17.64188,33.7331,3.500005,10.81466,103.1898,29.65135,-17.45476,-5.647581,80.52953,14.998,14.846,11.667,0.06061311,GALAXY,STARFORMING,1237648704600736199
74.29861,56.2707,163.2777,11.97489,20.67467,453.7469,85.84702,-42.11288,-14.26477,13.06546,14.16,13.888,9.722,0.1243403,GALAXY,STARBURST,1237648705137607110
83.06975,75.00394,165.387,12.0956,27.05853,476.4646,113.3226,-41.04718,-13.78099,87.23399,14.348,14.12,10.013,0.08897925,GALAXY,STARFORMING,1237648675603153235
60.89114,38.7859,123.5649,12.32601,23.57083,290.0801,69.2505,-16.25031,-6.447496,70.57451,13.736,13.526,9.993,0.05474353,GALAXY,STARFORMING,1237651735782162709
134.6311,113.0307,262.2284,49.20479,97.33956,172.8902,52.26038,-6.656631,-9.221358,132.338,13.2,13.111,12.446,0.09288901,GALAXY,AGN,1237648674529411358
47.76948,36.27986,176.2914,24.38931,63.70252,140.49,29.34522,-1.611441,-2.080977,107.3924,11.591,11.626,10.511,0.03234003,GALAXY,,1237648704600735996
98.04143,72.93768,97.23145,19.22599,132.7504,470.5538,147.1498,-41.06058,-8.646614,63.17717,14.898,14.78,10.947,0.05748039,GALAXY,STARBURST,1237648702991302911
76.87613,54.76883,85.97008,14.69162,81.49481,368.7222,94.33274,-44.07234,-10.87805,43.63974,14.679,14.378,10.663,0.05249048,GALAXY,STARBURST,1237668649315271063
24.32358,17.25793,24.06389,4.775771,43.30212,121.3776,34.17137,-28.2232,-6.207993,25.8854,15.623,15.655,12.195,0.0561623,GALAXY,STARFORMING,1237648703528239808
131.5561,88.77744,87.50808,29.53658,986.7581,1091.828,321.5224,-216.8291,-17.59269,74.13042,15.979,16.04,12.07,0.1196295,GALAXY,STARBURST,1237648703528108294
288.0565,207.0562,477.2369,42.09056,353.0326,1795.695,460.5482,-75.30884,-20.05963,61.91822,13.544,13.262,9.067,0.05573868,GALAXY,STARBURST,1237648703528239476
46.52063,29.18568,45.19905,7.791736,66.25712,220.0433,58.20546,-38.96666,-8.972327,56.26355,15.068,15.057,11.351,0.05479046,GALAXY,STARFORMING,1237668568247304786
51.46186,39.74898,154.5927,10.62987,22.06159,279.4351,45.55726,-10.66433,-6.046386,99.69189,12.955,12.785,9.217,0.05657526,GALAXY,STARFORMING,1237668568247370051
31.06617,21.77395,29.57888,7.880512,26.6625,123.9745,39.29243,-14.20133,-3.799103,54.30378,14.501,14.239,10.945,0.05284701,GALAXY,STARFORMING,1237668568247370063
42.66026,28.39619,34.27923,8.081374,53.51427,182.6434,56.17282,-27.56321,-5.225905,34.43781,15.232,14.927,11.409,0.05315668,GALAXY,STARFORMING,1237668568247369922
26.97238,21.04095,56.65206,9.357671,12.93126,81.30249,16.11009,-3.13897,-2.183991,144.7937,12.932,12.864,10.465,0.05644755,GALAXY,,1237668568247370040
37.63537,22.91887,36.14334,5.431623,39.27904,179.9961,57.45154,-23.96325,-4.898573,47.75176,15.199,14.982,11.6,0.0531863,GALAXY,STARFORMING,1237668568247370012
47.64497,30.48435,43.49014,10.2085,32.97472,180.5011,51.83363,-21.23687,-5.113484,50.49272,14.415,14.147,11.486,0.03223878,GALAXY,STARFORMING,1237648704065110095
42.9736,28.68358,87.52734,7.251188,16.10967,195.6506,31.484,-13.72793,-6.086671,71.62795,13.193,12.993,9.302,0.0315293,GALAXY,STARFORMING,1237668568784110087
35.04382,28.67985,62.96468,8.366211,22.86194,174.7833,37.01485,-13.43494,-4.876159,76.36172,14.023,13.838,10.635,0.07510225,GALAXY,STARFORMING,1237668568784109875
70.06919,47.83,116.883,10.63079,22.29063,279.0945,55.35032,-13.63484,-5.691612,151.718,13.537,13.439,10.332,0.05288776,GALAXY,STARFORMING,1237668568247369752
88.67558,61.44922,141.5384,10.05596,48.81564,451.7011,123.3095,-39.99379,-12.50445,45.36889,14.62,14.563,10.366,0.07513239,GALAXY,STARBURST,1237668568247304554
23.40111,16.31774,30.5383,5.671902,14.59956,107.4617,30.9385,-17.23524,-5.117557,77.97633,15.066,14.743,11.39,0.1273893,GALAXY,STARFORMING,1237648702991106710
41.23335,25.18488,91.62753,10.61577,23.04563,185.485,34.46821,-4.747088,-2.443917,75.67228,13.048,12.899,10.106,0.05599486,GALAXY,STARFORMING,1237648702991106323
58.54554,38.03625,80.56643,6.009267,36.10888,265.7693,74.94779,-28.76613,-8.801105,64.12078,14.658,14.338,10.867,0.05591502,GALAXY,STARFORMING,1237668649315205346
38.96616,28.93028,103.7456,7.402415,14.19006,273.6017,71.56483,-26.9175,-12.10372,45.87273,14.317,14.139,10.397,0.1063378,GALAXY,STARFORMING,1237648704065044797
13.10162,11.44456,14.59168,4.147582,10.28825,47.82265,10.07978,-3.955901,-1.333542,41.0335,13.933,13.73,10.649,0.02422201,GALAXY,,1237668649851945123
116.7973,82.83489,250.8707,14.316,52.66551,733.4662,209.2231,-47.71723,-16.31231,42.07292,14.136,13.975,9.896,0.05555867,GALAXY,STARBURST,1237648702991040781
37.69456,24.64298,48.91871,7.215776,15.11554,146.7249,31.10429,-20.99319,-6.057316,58.438,14.325,14.021,10.417,0.05668455,GALAXY,STARFORMING,1237648703527911709
51.70032,24.74218,153.1871,11.80906,25.48525,424.7545,89.02425,-12.59319,-5.02025,162.329,13.149,12.911,9.679,0.1183965,GALAXY,STARFORMING,1237648703527911944
71.36312,57.35044,210.8326,11.5735,23.66549,510.0541,95.71788,-25.60897,-10.25021,108.6121,13.225,12.902,9.12,0.1193093,GALAXY,STARFORMING,1237648703527976972
34.817,25.69678,76.0414,6.349638,14.51762,223.7487,65.2149,-13.80564,-4.960549,26.43816,13.749,13.547,9.963,0.03174879,GALAXY,STARFORMING,1237668649315074455
54.83291,38.60225,79.15132,13.37856,26.02595,236.2384,46.84133,-25.09325,-8.428524,45.03992,13.636,13.333,9.509,0.05136646,GALAXY,STARFORMING,1237668649315074390
53.43687,40.98979,148.5625,14.85615,19.88505,223.4689,43.82431,-6.416596,-4.183543,25.33331,13.105,13.021,9.955,0.05154865,GALAXY,STARFORMING,1237668649315008817
63.94358,41.99646,160.647,14.05454,25.78393,295.084,58.20971,-24.5522,-14.41297,159.6489,14.076,13.831,10.49,0.1205355,GALAXY,STARFORMING,1237648673456652659
17.52078,11.11545,27.79178,8.989586,26.00445,44.69951,11.54767,-2.696028,-1.419817,102.939,14.102,14.002,12.218,0.05595941,GALAXY,STARFORMING,1237648702990975286
191.6916,134.2726,265.4091,33.04495,252.2538,1040.955,305.2279,-63.34673,-15.91722,66.91742,14.174,13.814,9.86,0.05550607,GALAXY,STARBURST,1237648702990975434
25.13766,14.16212,56.43058,6.555203,11.01811,129.1742,30.39825,-9.713072,-4.11887,59.1812,14.051,13.883,10.879,0.08314706,GALAXY,STARFORMING,1237648703527780909
51.63762,41.84807,149.1062,9.950416,14.95052,361.1744,69.71732,-42.50319,-17.09624,87.24869,14.346,13.982,9.695,0.08439679,GALAXY,STARBURST,1237655549666525605
62.51933,43.20227,150.1355,9.823814,17.34339,417.7265,106.7151,-24.71087,-8.729794,44.56027,13.775,13.65,9.801,0.07386148,GALAXY,STARFORMING,1237648703527846432
54.65859,34.09422,110.8651,11.23713,18.6454,290.8929,51.48874,-21.79346,-8.30753,102.5402,13.534,13.282,9.495,0.08292612,GALAXY,STARFORMING,1237648704064717181
44.16127,36.34957,129.9172,12.6487,16.99952,245.0457,67.59795,-18.44161,-10.07699,86.42262,14.098,13.809,10.656,0.1575148,GALAXY,STARFORMING,1237668648777941094
49.49825,33.99255,124.5336,9.134046,17.67918,329.9527,83.98273,-47.60641,-17.88237,52.73743,14.742,14.39,10.784,0.08508994,GALAXY,STARBURST,1237648673993195779
32.58851,23.39173,114.3907,8.209645,118.9805,171.3129,42.91213,-13.80532,-9.925882,108.6954,14.216,13.779,10.351,0.1064801,GALAXY,AGN,1237648704064717128
25.07374,15.65922,16.39771,4.634816,48.66835,111.1959,35.78612,-25.32134,-4.130675,1,15.639,15.35,12.251,0.03941562,GALAXY,STARFORMING,1237648704064586399
44.03363,26.9626,67.32732,7.794871,16.09631,240.4869,49.31068,-25.12967,-6.245075,40.47881,13.729,13.525,9.476,0.1094222,GALAXY,STARFORMING,1237655693558153741
26.4147,17.45643,48.98238,10.85356,29.37214,53.47099,19.82971,-1.236546,-1.148225,143.1043,12.839,12.858,11.991,0.04098138,GALAXY,,1237648704064586014
39.96326,27.29581,60.63125,6.67976,22.79805,188.2259,46.25441,-24.12385,-7.571533,61.51379,14.541,14.282,10.584,0.08291406,GALAXY,STARFORMING,1237648704064520508
38.89757,30.95746,79.45735,5.700107,24.03889,182.4265,48.05316,-13.5401,-5.740025,68.60362,14.028,13.932,10.75,0.07758257,GALAXY,STARFORMING,1237648673993130437
200.6135,156.9692,341.4725,34.19082,212.9715,1198.516,306.9227,-83.28504,-23.91714,50.54288,14.308,13.975,9.671,0.07794679,GALAXY,STARBURST,1237655693021282686
58.50323,43.78768,152.8991,8.378085,25.80585,419.49,103.9944,-11.26115,-4.205035,1,12.438,12.411,8.79,0.02414819,GALAXY,STARFORMING,1237648703527649617
111.5356,70.60253,170.2378,19.30303,129.867,563.0034,158.7039,-35.86241,-10.55621,86.2201,14.018,13.761,10.163,0.07921093,GALAXY,STARFORMING,1237655499216715820
38.89161,29.98164,72.76227,7.48187,13.07957,198.9189,53.00971,-13.48972,-4.592496,5.251482,13.79,13.65,10.127,0.05364205,GALAXY,STARFORMING,1237655499216846960
50.83231,36.67903,158.8803,14.13092,211.512,237.8405,47.84933,-20.37505,-13.66075,104.0946,14.384,13.904,10.774,0.1560497,GALAXY,AGN,1237648703527715125
58.4805,36.01442,172.3122,10.22092,21.47199,335.5996,69.97601,-9.55384,-5.002106,82.69469,13.021,12.908,10.008,0.07733773,GALAXY,STARFORMING,1237648703527518384
104.1131,74.33593,79.76209,23.81697,332.6525,604.5995,170.0051,-66.63486,-9.019068,42.05813,14.531,14.201,11.159,0.04260503,GALAXY,STARBURST,1237648704064454699
58.88871,42.24034,159.0858,10.67806,27.92203,404.721,108.949,-22.36159,-8.731124,26.95553,13.065,12.956,9.156,0.04260654,GALAXY,STARFORMING,1237648704064455248
