weight logl metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB
0.000000000000000000e+00 -1.385039028372462812e+14 1.829532307365538069e+00 5.914129796392238347e+00 1.296063169228734324e+01 2.116084122601527562e-01 2.537957562837878811e+01 4.394277801890642682e-02 7.940321368397951218e-02 1.104529456297487222e-02 -3.156270635735555885e+00 -8.999669915361195649e+00 -1.365832837039011594e+00 9.714389166017937782e+00
0.000000000000000000e+00 -1.055475931652982969e+14 9.348267789067925548e-01 1.651782837989520525e+00 1.309699235745639001e+01 7.066206580501370738e-01 3.304432498140847940e+01 4.421596810120412280e-02 8.595912446272544116e+01 3.039651570628251198e-01 -6.701344773895385742e-01 -6.819025555545343842e+00 9.517147690039763575e+00 9.991528686432054940e+00
0.000000000000000000e+00 -6.311713089443999219e+13 1.943774252131571290e+00 3.461121815058250561e+00 1.087119513627052569e+01 5.339596109128592616e-01 1.598298454451567174e+01 2.579972979328128482e-02 7.168344680925625312e+01 3.899476963278603048e-01 5.096921123668437303e+00 1.418755045787330360e+00 5.538210540322479503e+00 9.963258354052101140e+00
0.000000000000000000e+00 -4.389880809587752344e+13 1.881259404168407867e+00 2.042475562317668469e+00 7.420071943941375814e+00 3.442760452908107949e-01 1.528446694917818860e+01 3.616958112108124845e-02 4.655397869364131225e+01 3.048580731697099200e-01 -9.091106243559840649e+00 1.579224713629333365e+00 9.812560066925275493e+00 9.801886572438817780e+00
0.000000000000000000e+00 -4.212079991724332812e+13 8.564175288804027897e-01 7.518839937075100899e+00 7.661489155996398459e+00 5.177369137438472269e-01 2.790235798884608442e+01 1.128584256585817881e-02 1.835985684965065090e+01 8.915187183450301589e-03 3.195560754052550578e+00 6.482235677527899753e+00 1.157610521281277727e+00 9.453081164876696363e+00
0.000000000000000000e+00 -3.143912246066719531e+13 3.204374350657530623e-01 4.282515567986350469e+00 1.259214165461257551e+01 1.652263895142935812e-01 3.440029376233429304e+01 8.320138984053860459e-03 8.140637582284846019e+01 3.386128533694939824e-01 5.001559076601722609e+00 -3.305783185550041914e+00 -4.584990882130819401e+00 9.762854477947584542e+00
0.000000000000000000e+00 -1.172809550820993359e+13 1.498904552143667912e+00 2.440619406917759360e+00 7.117197510248418624e+00 7.540205018237575718e-01 4.155258878547275003e+01 6.370982604596102210e-03 3.507333716296280102e+00 7.438765897963548479e-01 -2.534053426812612031e+00 3.245485826945326835e+00 9.977453712182335011e+00 9.888180555633208968e+00
0.000000000000000000e+00 -9.144882982068203125e+12 1.367883907572639668e+00 9.571744276402814222e+00 7.982825992471537013e+00 2.403969920018479423e-01 2.825590740598385509e+01 1.766531222976611831e-02 2.946597045208487842e+01 6.478220922060540232e-02 -5.563539607740346504e+00 9.556647795891478836e+00 4.284540498904743089e+00 9.193199148474285209e+00
0.000000000000000000e+00 -7.178106275345851562e+12 6.690203330779822544e-01 1.311343990109367752e+01 8.250991821389202840e+00 6.113224068098123132e-01 1.884195367781828878e+01 3.031232503444556553e-02 2.887284837704732254e+01 2.702894304339277243e-01 -2.408630742220352339e+00 -9.901570937999657929e+00 -6.240701579789725173e+00 9.373500711381748118e+00
0.000000000000000000e+00 -6.361314241772256836e+12 1.086679461793647716e+00 6.970945268013697849e+00 7.119235466631431031e+00 1.409893167737176212e-01 1.789449762956079581e+01 2.258562811664285158e-02 4.266441626981301027e+01 7.242022749902308210e-01 -2.029117491807454599e+00 -4.187423025838574731e+00 6.039700051898307720e+00 9.741650072384913983e+00
0.000000000000000000e+00 -3.985139668772412109e+12 1.759502673656543337e+00 1.177046342408110036e+01 1.234894543982571058e+01 7.570182494828557596e-02 3.033981577251568496e+01 4.860196213427230710e-02 6.658561020411373477e+01 7.616852654339824058e-01 -4.273672811515034198e+00 -5.114163399158044854e-02 -8.807954048095393063e+00 9.667332754563311425e+00
0.000000000000000000e+00 -2.796723554050321777e+12 1.693498538578158463e+00 1.144736582430056382e+00 1.105056737181255500e+01 1.420370751793800790e-01 3.903847032476827650e+01 4.392877509552616661e-02 4.810938883575822445e+01 1.314750148508703198e-02 4.276514785107018213e+00 -9.076240942736815143e+00 -9.068228798854249817e-01 8.869769267245342093e+00
0.000000000000000000e+00 -2.514481386983680664e+12 6.942233350957762728e-01 1.030445170491095741e+00 1.067595799931107337e+01 5.596957946175467047e-01 2.515973760457148956e+01 1.915158040619552651e-02 8.355120431486551524e+01 1.244206715133000518e-02 -7.735519782643009989e+00 8.078591012651639147e+00 9.627009266354921380e+00 8.845698367883326085e+00
