logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -1.385039028372462812e+14 -1.385039028372522812e+14 2.300000000000000100e-01
-1.385039028372522812e+14 nan -2.500000000000000052e-03 4.000000000000000000e+02 -1.055475931652982969e+14 -1.055475931653042969e+14 1.764999999999999902e+00
-1.055475931653042969e+14 nan -5.000000000000000104e-03 4.000000000000000000e+02 -6.311713089443999219e+13 -6.311713089444599219e+13 8.750000000000000000e-01
-6.311713089444599219e+13 nan -7.499999999999999722e-03 4.000000000000000000e+02 -4.389880809587752344e+13 -4.389880809588352344e+13 1.489999999999999991e+00
-4.389880809588352344e+13 3.351316748190316797e+13 -1.000000000000000021e-02 4.000000000000000000e+02 -4.212079991724332812e+13 -4.212079991724932812e+13 1.635000000000000009e+00
-4.212079991724932812e+13 5.719527116962590820e+12 -1.250000000000000069e-02 4.000000000000000000e+02 -3.143912246066719531e+13 -3.143912246067319922e+13 1.340000000000000080e+00
-3.143912246067319922e+13 9.230420388314269531e+12 -1.500000000000000118e-02 4.000000000000000000e+02 -1.172809550820993359e+13 -1.172809550821594141e+13 1.215000000000000080e+00
-1.172809550821594141e+13 9.743731738174744141e+12 -1.750000000000000167e-02 4.000000000000000000e+02 -9.144882982068203125e+12 -9.144882982074212891e+12 1.685000000000000053e+00
-9.144882982074212891e+12 1.237639120104124805e+13 -2.000000000000000042e-02 4.000000000000000000e+02 -7.178106275345851562e+12 -7.178106275351864258e+12 1.549999999999999989e-01
-7.178106275351864258e+12 1.139249131710013086e+13 -2.249999999999999917e-02 4.000000000000000000e+02 -6.361314241772256836e+12 -6.361314241778272461e+12 1.395000000000000018e+00
-6.361314241778272461e+12 1.031363145465363867e+13 -2.499999999999999792e-02 4.000000000000000000e+02 -3.985139668772412109e+12 -3.985139668778429688e+12 6.600000000000000311e-01
-3.985139668778429688e+12 1.606707528227107910e+12 -2.749999999999999667e-02 4.000000000000000000e+02 -2.796723554050321777e+12 -2.796723554056341797e+12 5.400000000000000355e-01
-2.796723554056341797e+12 1.918074340681562988e+12 -2.999999999999999542e-02 4.000000000000000000e+02 -2.514481386983680664e+12 -2.514481386989703613e+12 1.885000000000000009e+00
-2.514481386989703613e+12 1.051854452798471527e+11 -3.249999999999999417e-02 4.000000000000000000e+02 -1.856353757807195312e+12 -1.856353757813220459e+12 7.950000000000000400e-01
-1.856353757813220459e+12 3.102443396513239746e+11 -3.499999999999999639e-02 4.000000000000000000e+02 -8.696914893480544434e+11 -8.696914893540821533e+11 4.499999999999999833e-02
-8.696914893540821533e+11 6.978003141575893555e+11 -3.749999999999999861e-02 4.000000000000000000e+02 -7.040093660793812256e+11 -7.040093660854114990e+11 5.749999999999999556e-01
-7.040093660854114990e+11 7.644785231018352051e+11 -4.000000000000000083e-02 4.000000000000000000e+02 -5.743165647714698486e+11 -5.743165647775025635e+11 1.629999999999999893e+00
-5.743165647775025635e+11 6.673086101919620361e+11 -4.250000000000000305e-02 4.000000000000000000e+02 -5.001207335110893555e+11 -5.001207335171245728e+11 1.280000000000000027e+00
-5.001207335171245728e+11 6.184351150162899170e+11 -4.500000000000000527e-02 4.000000000000000000e+02 -3.707557837350216675e+11 -3.707557837410593872e+11 1.114999999999999991e+00
-3.707557837410593872e+11 4.072658954028129272e+11 -4.750000000000000749e-02 4.000000000000000000e+02 -2.756197749643790283e+11 -2.756197749704192505e+11 1.239999999999999991e+00
