weight logl metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB
0.000000000000000000e+00 -1.385039028372462812e+14 9.052957263141878652e-01 4.471859653647577426e-01 9.671007487818081838e-01 2.154778830135369860e-01 4.012537550853990664e-01 8.137551484982670225e-01 8.822579298219945798e-04 1.104529456297487222e-02 3.421864682132221835e-01 5.001650423194026196e-02 4.317083581480494203e-01 9.857194583008968003e-01
0.000000000000000000e+00 -1.055475931652982969e+14 4.082370993926625058e-01 1.221485249442684218e-01 9.892249980555903877e-01 8.754942107335160761e-01 6.773742554243741276e-01 8.188142240963725005e-01 9.551013829191715709e-01 3.039651570628251198e-01 4.664932761305230491e-01 1.590487222227328079e-01 9.758573845019882231e-01 9.995764343216027026e-01
0.000000000000000000e+00 -6.311713089443999219e+13 9.687634734064285436e-01 2.601248360467868226e-01 6.280937840551347184e-01 6.452794812171456229e-01 6.274412977958843118e-02 4.777727739496533399e-01 7.964827423250695482e-01 3.899476963278603048e-01 7.548460561834218208e-01 5.709377522893664958e-01 7.769105270161239529e-01 9.981629177026051236e-01
0.000000000000000000e+00 -4.389880809587752344e+13 9.340330023157821238e-01 1.519419144420857126e-01 6.815584530304008570e-02 3.923680603877477413e-01 3.758022434229912889e-02 6.698070577978008089e-01 5.172664299293479040e-01 3.048580731697099200e-01 4.544468782200794532e-02 5.789612356814666239e-01 9.906280033462637746e-01 9.900943286219409112e-01
0.000000000000000000e+00 -4.212079991724332812e+13 3.646764049335571301e-01 5.695577201361766706e-01 1.073253123327392311e-01 6.236492183251295396e-01 4.921363000368820240e-01 2.089970845529292021e-01 2.039984094405628001e-01 8.915187183450301589e-03 6.597780377026275511e-01 8.241117838763950543e-01 5.578805260640639085e-01 9.726540582438348848e-01
0.000000000000000000e+00 -3.143912246066719531e+13 6.690968614764059019e-02 3.227625625469259241e-01 9.073139661468367922e-01 1.536351860190581231e-01 7.262226601129463388e-01 1.540766478528492467e-01 9.045152869205383972e-01 3.386128533694939824e-01 7.500779538300861304e-01 3.347108407224979043e-01 2.707504558934590300e-01 9.881427238973792271e-01
0.000000000000000000e+00 -1.172809550820993359e+13 7.216136400798155437e-01 1.823035103963678294e-01 1.901506514204964748e-02 9.386940024316766662e-01 9.838821332932823349e-01 1.179811593443722550e-01 3.897037462551422582e-02 7.438765897963548479e-01 3.732973286593693762e-01 6.622742913472663417e-01 9.988726856091166839e-01 9.944090277816604040e-01
0.000000000000000000e+00 -9.144882982068203125e+12 6.488243930959108896e-01 7.261078035515469153e-01 1.594615809715805854e-01 2.538626560024639378e-01 5.048728211490886020e-01 3.271354116623355068e-01 3.273996716898319725e-01 6.478220922060540232e-02 2.218230196129826748e-01 9.778323897945738752e-01 7.142270249452371544e-01 9.596599574237142383e-01
0.000000000000000000e+00 -7.178106275345851562e+12 2.605668517099901660e-01 9.961899183659076451e-01 2.029709583886657454e-01 7.484298757464163954e-01 1.657377113282356706e-01 5.613393524897326570e-01 3.208094264116368999e-01 2.702894304339277243e-01 3.795684628889823831e-01 4.921453100017125770e-03 1.879649210105137636e-01 9.686750355690874059e-01
0.000000000000000000e+00 -6.361314241772256836e+12 4.925997009964709905e-01 5.277764473797030842e-01 1.934571955012953648e-02 1.213190890316234727e-01 1.316058661700325594e-01 4.182523725304231332e-01 4.740490696645890401e-01 7.242022749902308210e-01 3.985441254096272479e-01 2.906288487080712635e-01 8.019850025949153416e-01 9.870825036192456547e-01
