# metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB logMstar SFR_opt LIR(8-1000) Lbb(0.1-1) Lbbdered(0.1-1) Lga(01-1) AGNfrac(0.1-1) Ltor(1-30) LAGN(0.1-30) AGNfrac(8-1000) Lgal(0.4-0.5) Lbbb(0.4-0.5) AGNfrac(0.4-0.5) Ltor(6) Lsb(1-30) SFR_IR log_like logz
1.7287 2.0262 12.9078 0.7147 27.6471 0.0168 13.1311 0.0022 8.0918 6.5721 7.0018 4.5341 11.0307 0.7010 44.2698 44.8411 44.8423 43.1496 0.9801 44.6787 45.0784 0.6156 41.7063 43.6349 0.9884 44.2628 43.0722 7.2221 -346.0085 -386.7434
1.8438 8.1661 11.2805 0.6908 28.2377 0.0101 34.7531 0.0002 7.9000 6.5510 7.1115 4.5136 10.8467 5.9145 44.2099 44.8188 44.8238 43.3411 0.9678 44.6655 45.0597 0.6595 42.1182 43.6152 0.9691 44.2692 42.9885 6.2916 -355.6436 -381.8452
1.8119 0.2117 11.1626 0.7875 29.2103 0.0074 21.5394 0.0013 8.2570 6.5151 7.0343 4.5225 10.8769 7.0487 44.3111 44.8320 44.8550 43.2317 0.9755 44.6983 45.0814 0.5980 42.2509 43.6404 0.9608 44.2783 43.0851 7.9413 -350.2371 -381.8564
1.6614 7.5479 12.9865 0.5575 32.3693 0.0216 7.6388 0.0039 7.7962 6.2300 7.0226 4.4998 11.0243 0.6907 44.2138 44.8489 44.8491 43.2175 0.9772 44.6358 45.0667 0.6171 41.9088 43.6421 0.9819 44.2158 43.4483 6.3473 -344.5506 -381.8583
1.6230 2.3336 10.3849 0.7375 27.0607 0.0036 39.1945 0.0018 8.1895 6.6087 7.1514 4.5255 10.9715 0.6116 44.2739 44.8497 44.8510 43.1842 0.9789 44.6785 45.0835 0.6219 41.8063 43.6436 0.9857 44.2699 43.0772 7.2907 -349.9012 -382.1502
1.5029 1.9185 10.2763 0.7670 28.3363 0.0012 31.6341 0.0010 8.2028 6.4812 7.0891 4.5338 10.9715 2.2039 44.2258 44.8393 44.8393 43.2131 0.9769 44.7066 45.0886 0.6540 42.0143 43.6323 0.9765 44.2907 43.2447 6.5251 -349.4652 -382.0502
1.8879 10.4932 11.5598 0.7922 29.8004 0.0170 29.7304 0.0006 8.0140 6.4560 7.0546 4.5091 11.0378 0.7126 44.2109 44.8540 44.8621 43.1593 0.9802 44.6900 45.0909 0.6476 41.8833 43.6525 0.9833 44.2700 42.9311 6.3054 -346.3599 -381.8307
1.5091 7.7522 11.2086 0.7882 29.6473 0.0018 15.5001 0.0008 7.9953 6.4452 7.0287 4.5191 10.6909 4.5937 44.2269 44.8364 44.8510 43.2196 0.9764 44.6596 45.0683 0.6285 41.8728 43.6392 0.9832 44.2437 43.0452 6.5429 -345.0537 -382.7381
1.9065 9.7477 11.6835 0.6684 31.0580 0.0190 25.8177 0.0017 7.9483 6.3216 7.0907 4.5224 10.6986 5.3997 44.2083 44.8438 44.8459 43.2398 0.9757 44.6826 45.0816 0.6589 41.9883 43.6383 0.9781 44.2741 42.9655 6.2681 -354.5786 -382.3100
1.6794 6.1142 9.9067 0.7553 28.6548 0.0248 17.9767 0.0089 7.7506 6.4953 7.0807 4.5502 10.6534 5.3411 44.3517 44.8631 44.8634 43.2324 0.9771 44.6543 45.0825 0.5504 41.9856 43.6564 0.9791 44.2343 43.4953 8.7194 -347.7166 -381.8827
1.6577 1.1955 10.6575 0.7397 31.1250 0.0029 26.6364 0.0000 8.3189 6.3973 7.0678 4.5126 10.8742 5.0105 44.3535 44.8152 44.8350 43.1973 0.9765 44.6756 45.0622 0.5595 41.9331 43.6215 0.9799 44.2554 43.3087 8.7573 -355.2626 -381.8801
1.3392 5.0714 12.3668 0.7221 28.6410 0.0052 23.0167 0.0002 7.9861 6.4875 7.0586 4.5329 10.7181 6.1999 44.1347 44.8320 44.8455 43.2726 0.9732 44.6553 45.0639 0.6691 41.9552 43.6341 0.9795 44.2353 43.2453 5.2908 -344.8280 -382.8780
1.6043 3.0435 9.9971 0.7772 30.1271 0.0013 31.7292 0.0013 8.1414 6.4240 7.0990 4.5247 10.8612 8.2652 44.2499 44.8358 44.8385 43.2095 0.9769 44.6585 45.0672 0.6349 41.7845 43.6306 0.9859 44.2623 43.0634 6.8988 -349.9927 -381.8497
1.8883 2.2145 12.2059 0.7771 29.2791 0.0253 16.4984 0.0006 8.2377 6.4704 7.0575 4.5150 10.8769 7.0487 44.1832 44.8195 44.8241 43.2861 0.9715 44.6718 45.0627 0.6764 42.0624 43.6156 0.9728 44.2756 43.3118 5.9160 -359.1712 -382.7273
1.8236 0.5009 11.5485 0.7961 29.3123 0.0055 27.0107 0.0005 8.2868 6.4703 7.0732 4.5300 10.8670 7.9588 44.2742 44.8500 44.8505 43.1438 0.9807 44.6905 45.0884 0.6197 41.9293 43.6433 0.9810 44.2746 43.0997 7.2946 -345.4366 -382.2561
