logz logzerr logvol nlive logl logwt insert_order
-2.924667709892239422e+07 3.326568694343782961e+06 -2.875000000000001998e-01 4.000000000000000000e+02 -2.746158539333408326e+07 -2.746159167354837060e+07 8.499999999999999778e-01
-2.746159167354837060e+07 7.729645912888458697e+05 -2.900000000000002021e-01 4.000000000000000000e+02 -2.706276155847964436e+07 -2.706276784119392931e+07 5.000000000000000278e-02
-2.706276784119392931e+07 5.982188423238390824e+05 -2.925000000000002043e-01 4.000000000000000000e+02 -2.679286168297579139e+07 -2.679286796819007769e+07 1.885000000000000009e+00
-2.679286796819007769e+07 2.007462008685601177e+05 -2.950000000000002065e-01 4.000000000000000000e+02 -2.541713082126390189e+07 -2.541713710897818953e+07 1.314999999999999947e+00
-2.541713710897818953e+07 7.383505828075367026e+05 -2.975000000000002087e-01 4.000000000000000000e+02 -2.317089524767887965e+07 -2.317090153789316490e+07 1.054999999999999938e+00
-2.317090153789316490e+07 1.578390924483940704e+06 -3.000000000000002109e-01 4.000000000000000000e+02 -2.149034316673740745e+07 -2.149034945945169404e+07 1.870000000000000107e+00
-2.149034945945169404e+07 2.046291175394758116e+06 -3.025000000000002132e-01 4.000000000000000000e+02 -2.146377389119868353e+07 -2.146378018641297147e+07 1.675000000000000044e+00
-2.146378018641297147e+07 1.796720233134664828e+06 -3.050000000000002154e-01 4.000000000000000000e+02 -2.117598819403770566e+07 -2.117599449175199121e+07 1.389999999999999902e+00
-2.117599449175199121e+07 5.391460132196766790e+05 -3.075000000000002176e-01 4.000000000000000000e+02 -1.984351656720731780e+07 -1.984352286742160469e+07 5.949999999999999734e-01
-1.984352286742160469e+07 4.478155824168927502e+05 -3.100000000000002198e-01 4.000000000000000000e+02 -1.830851402632302046e+07 -1.830852032903730869e+07 1.679999999999999938e+00
-1.830852032903730869e+07 7.236069153487272561e+05 -3.125000000000002220e-01 4.000000000000000000e+02 -1.827955874506031722e+07 -1.827956505027460307e+07 8.399999999999999689e-01
