metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB
1.138835282912545876e+00 6.280787587228449098e+00 1.030465857279552466e+01 6.442266589434932911e-01 3.212588662283778262e+01 3.293154075321266545e-03 8.805296246666012294e+00 5.304377531085430197e-02 7.660067965665081857e+00 5.986465115132936887e+00 6.579749468620498476e+00 4.178275618481846365e+00
2.772416576861704840e-01 1.223400922972234994e+01 1.186883024759790040e+01 6.982443467549495075e-01 3.127594017188629749e+01 4.431910206190205377e-03 1.543927414904576523e+00 4.304067289039070071e-02 7.594426733800901275e+00 6.056804897286863110e+00 6.588840193842052884e+00 4.159921878963109165e+00
1.973799921603096585e+00 2.769496204083661817e-01 8.853500403381270090e+00 5.370529013045197697e-01 3.064445979277671483e+01 1.585505175116533674e-02 4.684165047467073961e+00 4.119704240015085311e-02 7.117059553943665406e+00 6.099943980580967207e+00 6.575693257040946094e+00 4.148508820455727886e+00
6.844283869016791755e-01 1.050736353462722761e+00 1.173051981153883006e+01 7.059539525191422804e-01 3.007954577045830291e+01 6.200563432522512679e-03 4.902699929068001339e+00 7.020524434822256188e-02 7.865100020790663393e+00 6.119586836101476024e+00 6.591890779469494532e+00 4.237278988543263125e+00
1.709712920317783214e+00 8.829090697279422528e+00 1.176291483846553376e+01 4.150440851792058794e-01 3.232662127741942015e+01 4.749164672308276054e-03 1.264545828192680688e+01 4.161179019653798994e-02 7.433352088817386516e+00 5.957511366550036769e+00 6.612493394146891745e+00 4.164066924732960473e+00
1.543214239410024113e+00 6.353120943726096037e+00 7.065334315717212377e+00 7.077416949510773048e-01 3.207745459274964617e+01 2.847806018572682923e-02 7.926768365830210605e+00 3.104338936955451309e-02 6.165172425912260223e+00 6.033295566251592135e+00 6.580842549190442980e+00 4.097902106952133749e+00
1.483229489749657182e+00 5.801398048586081657e+00 1.080580570958423436e+01 4.919910528282538942e-01 3.098567720457077712e+01 5.199433333219090174e-03 1.123452938402965451e+01 5.592852598323026087e-02 7.599667348508706510e+00 6.054574462850567329e+00 6.587935306344657960e+00 4.177147794197637154e+00
1.904316869746997654e+00 6.564143433516781201e+00 7.075754950942219068e+00 6.942303175818608230e-01 3.076656093520736590e+01 2.724691197452824148e-02 7.444869518381917572e+00 5.267624013483093032e-02 6.020756025417227875e+00 6.102096950178395929e+00 6.589844966018091554e+00 4.180816333138018592e+00
1.594652851368398627e+00 3.933221794888507983e+00 8.583401159668634151e+00 7.579080704864873397e-01 3.176357081743427813e+01 1.671276759303152309e-02 7.778901487590533570e+00 5.292378498738777720e-02 6.889255783802564537e+00 6.028123655663346625e+00 6.552539832774218809e+00 4.183744088138896089e+00
1.990313762112142282e+00 2.448306429682570950e+00 7.180309868881539437e+00 6.823757120595693726e-01 3.068401252765480791e+01 3.692832680442450707e-03 1.074103739963358350e+01 5.493754903443645587e-02 6.082748905083267488e+00 6.070645998666247323e+00 6.603675998407116055e+00 4.163245375172316187e+00
8.709708771406501349e-01 1.214164454546709404e+00 8.697572644820537491e+00 7.558724922034254501e-01 3.234260628741444066e+01 1.779631357075416032e-02 2.836184602753657025e+00 3.821030310144474945e-02 7.066529131724145429e+00 5.992669758383161849e+00 6.569574301840532371e+00 4.138708571259764213e+00
7.417204697177459671e-01 1.252309534677429781e+01 8.445807738403749099e+00 5.245903148576355202e-01 3.169503457320705309e+01 9.531558972741964106e-03 3.621531021988322774e+00 3.829897993134108447e-02 6.716200077361467180e+00 6.013063507527913742e+00 6.618962598968455069e+00 4.110831179021236181e+00
1.241398230156633087e+00 1.039888793941121392e+01 9.891737351370075260e+00 5.178792430649638012e-01 3.219765267934680253e+01 1.032315694613350834e-02 1.293128404360174066e+00 3.541005826338114448e-02 7.447007549589216069e+00 6.027118464415902821e+00 6.589223804892597514e+00 4.132232541819028881e+00
1.358765365053717256e+00 7.640052269839531007e+00 1.252465073781736749e+01 4.778105272734579634e-01 3.099734113397769875e+01 9.018156936944623711e-03 3.614417073475692521e-01 6.313952061471100885e-02 7.518859132816785973e+00 6.061503329406750851e+00 6.600464988000759092e+00 4.194769110121479017e+00
