"metal_mean","metal_stdev","metal_median","metal_errlo","metal_errup","tau_mean","tau_stdev","tau_median","tau_errlo","tau_errup","age_mean","age_stdev","age_median","age_errlo","age_errup","EBVgal_mean","EBVgal_stdev","EBVgal_median","EBVgal_errlo","EBVgal_errup","Tdust_mean","Tdust_stdev","Tdust_median","Tdust_errlo","Tdust_errup","fracPAH_mean","fracPAH_stdev","fracPAH_median","fracPAH_errlo","fracPAH_errup","incl_mean","incl_stdev","incl_median","incl_errlo","incl_errup","EBVbbb_mean","EBVbbb_stdev","EBVbbb_median","EBVbbb_errlo","EBVbbb_errup","GA_mean","GA_stdev","GA_median","GA_errlo","GA_errup","SB_mean","SB_stdev","SB_median","SB_errlo","SB_errup","TO_mean","TO_stdev","TO_median","TO_errlo","TO_errup","BB_mean","BB_stdev","BB_median","BB_errlo","BB_errup"
1.224527790176016984e+00,4.731161458475537929e-01,1.246244378140429099e+00,7.069769012986941714e-01,1.767240425497347944e+00,6.865076485181015542e+00,3.677807093504811498e+00,6.903355893811023769e+00,2.454209088673989569e+00,1.115864660344979420e+01,9.515794559744694681e+00,1.658794768503893735e+00,9.119122697102834962e+00,7.787889231275444857e+00,1.171968311236699556e+01,6.203586384052387492e-01,1.317572553725550322e-01,6.442613212186046878e-01,4.864321337918707799e-01,7.526394464672422346e-01,3.162420389535684606e+01,7.918103893099924795e-01,3.165323401618645249e+01,3.083279371555797610e+01,3.239605910008938139e+01,9.298242799809100859e-03,8.064441246821282480e-03,6.887549356940748414e-03,1.841811609042284543e-03,1.751693059903518257e-02,9.411093538505543421e+00,6.918235314375932532e+00,8.241087688579279202e+00,2.469496828074758454e+00,1.644974196979496384e+01,4.692684947052572220e-02,1.163194813747109313e-02,4.679506332777272348e-02,3.540112401424948263e-02,5.858069873621213342e-02,7.072326250516518087e+00,4.884884796928264383e-01,7.108186412283146183e+00,6.455204169479339171e+00,7.610347785021009059e+00,6.042633384155362997e+00,4.607276816020774990e-02,6.042473336316419363e+00,5.995881004453016416e+00,6.090163427357829562e+00,6.595645873198528797e+00,2.461570120284845356e-02,6.594888709489815426e+00,6.570940812954550125e+00,6.619292920453077045e+00,4.161320650604628746e+00,3.813470156144266321e-02,4.163082699989713475e+00,4.124253840573501861e+00,4.198801737852781990e+00
