"metal_mean","metal_stdev","metal_median","metal_errlo","metal_errup","tau_mean","tau_stdev","tau_median","tau_errlo","tau_errup","age_mean","age_stdev","age_median","age_errlo","age_errup","EBVgal_mean","EBVgal_stdev","EBVgal_median","EBVgal_errlo","EBVgal_errup","Tdust_mean","Tdust_stdev","Tdust_median","Tdust_errlo","Tdust_errup","fracPAH_mean","fracPAH_stdev","fracPAH_median","fracPAH_errlo","fracPAH_errup","incl_mean","incl_stdev","incl_median","incl_errlo","incl_errup","EBVbbb_mean","EBVbbb_stdev","EBVbbb_median","EBVbbb_errlo","EBVbbb_errup","GA_mean","GA_stdev","GA_median","GA_errlo","GA_errup","SB_mean","SB_stdev","SB_median","SB_errlo","SB_errup","TO_mean","TO_stdev","TO_median","TO_errlo","TO_errup","BB_mean","BB_stdev","BB_median","BB_errlo","BB_errup"
1.641736178075575481e+00,3.215464522890974508e-01,1.709430771053162434e+00,1.507313328131610008e+00,1.906758502401098232e+00,6.701634065066370383e+00,3.672904453895721399e+00,6.616713759705098674e+00,2.476172975786777197e+00,1.100701549662159096e+01,8.835516687582007478e+00,1.277727396684762207e+00,8.796795773398590867e+00,7.573053956288022803e+00,9.440278763244464244e+00,7.376911592173726051e-01,5.127048580216526236e-02,7.495342158883441241e-01,6.891494225054624057e-01,7.852503271996651435e-01,2.469822143765825118e+01,6.523185327666162214e-01,2.469030675902129701e+01,2.404683229973498726e+01,2.535837369824526633e+01,2.313914735741749024e-02,1.507839187990330995e-02,2.166911390057311981e-02,6.190096369320065815e-03,4.141199513647488006e-02,5.246249332627385797e+00,4.370366061479129982e+00,3.837428745274348074e+00,1.269924363000439538e+00,1.068675834000570291e+01,8.596298729378233638e-03,6.983378941772921955e-03,7.013875075257950190e-03,1.850532344994887911e-03,1.544929189844547468e-02,7.649084393145350269e+00,4.568210396085451985e-01,7.725095913775740897e+00,7.054189227167649179e+00,8.057803085222158046e+00,6.613280939510625345e+00,4.363358687739596342e-02,6.613601588759593142e+00,6.569559249083923191e+00,6.657271688747844252e+00,6.866869220059051315e+00,2.431869345368720819e-02,6.867636521905424729e+00,6.843257380068983764e+00,6.891536032852175531e+00,4.555795273768638687e+00,2.399646596769644535e-02,4.554549370357641180e+00,4.533151358545946863e+00,4.579250004924681150e+00
