path,sim,f_best_depth,f_best_duration,f_best_initial,f_bls_num_actual,f_bls_num_expect,f_bls_num_ratio,f_bls_period_1st,f_bls_period_2nd,f_bls_period_3rd,f_bls_power_1st,f_bls_power_2nd,f_bls_power_3rd,f_bls_snr,f_bls_trans_shape_fac,f_dens,f_density_ratio,f_dur_per_ratio,f_goodness_flag,f_lc_hi_1perc,f_lc_hi_5perc,f_lc_kurt,f_lc_lo_1perc,f_lc_lo_5perc,f_lc_mad,f_lc_rms,f_lc_skew,f_logg,f_lum,f_mag,f_mass,f_period_ratio_21,f_period_ratio_31,f_points_in_transit_ratio,f_radius,f_teff,c_R,c_S,c_T,c_planet_a,c_planet_i,c_planet_r,c_teq,c_xeff
PSLS/data/trainPlanet.hdf5,run_00003,3.00120090049097e-05,1.5,158.32969189814816,5,5,1.0,316.38963896389635,473.5448544854485,427.7217721772177,3.1750404129005026e-07,2.8318022461608406e-07,2.7248362141454827e-07,0.0007947558371432014,0.12480201079658741,1.1260465073219013,26955648499895.684,0.0047409896383211435,False,1.000149416380115,1.0001056983763286,0.015290584350474479,0.9998499379479041,0.9998941281450741,6.396792771596384e-05,6.425232801403974e-05,0.0034014735563559647,4.48463,1.08326,9.24987,1.09059,1.4967141655972034,1.3518829933176972,1.120445011459487,0.989392,5918.82,0.6584364817083126,1.232017256433993,0.013035365605498034,0.9353522370302747,,0.5914530637409465,268.51714285281605,1.2771731377991078
PSLS/data/trainPlanet.hdf5,run_00006,0.0004797646773143609,0.5,16.20469189814815,22,22,1.0,65.46004600460046,130.8360836083608,196.27862786278627,0.00011773407547365977,8.5170770991801e-05,6.827143561256705e-05,0.015285663755445775,0.3615151948337469,0.8485542237384359,8553668930576.95,0.007638246999778469,False,1.0002102193968656,1.0001488732985822,24.759889811920416,0.9997695310589287,0.9998497936602018,9.043970282938332e-05,0.00011161936748620851,-2.9629891969416238,4.41507,1.5952,9.57041,1.18782,1.9987166461686539,2.9984492807871237,1.0107431443135497,1.11864,6131.89,7.646341804272322e-52,14.005526188422918,0.0,0.33664662552089714,,2.673676364589111,493.05194596774646,34.02220223967884
PSLS/data/trainPlanet.hdf5,run_00007,0.00026828151005616103,0.5,34.32969189814815,10,11,0.9090909090909091,136.35613561356135,68.18681868186817,272.76127612761275,1.7273992473123367e-05,1.2162339302420702e-05,1.040488158774666e-05,0.005867152331940986,0.15380885946885772,1.0073804452021229,65122888541068.04,0.0036668683645965125,False,1.0011353769030016,1.0008019531603178,0.001144055275549949,0.9988498075430371,0.999187834580237,0.000490447850044521,0.0004907692364545129,-0.008172645657696126,4.4439,1.06224,12.9006,1.0285,0.5000641766140418,2.000359389038634,0.9845776069294426,1.00694,5838.34,0.0021652991794262584,3.858979075982122,0.0,0.5233486063993141,,1.7997132813782175,357.22013121510037,8.260146418218547
PSLS/data/trainPlanet.hdf5,run_00008,0.0001980454883550572,1.5,264.95469189814816,3,3,1.0,432.044704470447,81.08910891089108,467.89178917891786,8.452344331154413e-06,8.444838110987057e-06,7.800951672467107e-06,0.004104834025116755,0.12182452695070514,0.9441952904919458,81858462445297.1,0.0034718629449203304,False,1.0010964335593417,1.0007740163160126,0.00535662080208521,0.9989035087371249,0.9992248474239042,0.00047038716774547355,0.0004706648830190601,0.0013369852120635125,4.43363,1.28144,12.8739,1.09059,0.18768684830955448,1.0829707767218402,0.9388303310465058,1.04922,5994.14,0.12325900799146608,0.9619921829046825,0.9743231368928487,1.1512760715413435,,1.6112146214486887,252.41241118507142,0.5443309589595384
PSLS/data/trainPlanet.hdf5,run_00009,5.757044792984398e-05,1.5,34.32969189814815,5,5,1.0,350.1085108510851,135.6245624562456,54.41994199419942,1.1765965485692212e-06,1.150876293942027e-06,1.105042169597464e-06,0.0015299054523527221,0.07825918237290891,0.825403163093779,49828891920323.89,0.004284385993227137,False,1.0004224529297645,1.0002982533819986,0.004633096220577837,0.9995799180653208,0.9997043775063262,0.00018009098370922743,0.00018047654920265376,-0.001622151569983181,4.40198,1.70158,11.1929,1.14682,0.3873786504833984,0.15543735815478749,1.2451386591264706,1.11586,6239.43,0.9994964306832301,1.6350919216372835,3.4816615901560006e-47,1.017591291928164,,0.9238763956861804,288.20622896870174,2.178778255336326
PSLS/data/trainPlanet.hdf5,run_00011,0.0011922617511674336,0.125,632.3921918981481,1,1,1.0,697.6722672267226,672.0672067206721,360.01800180018,7.818184458132595e-06,5.709955571074904e-06,5.113136911477086e-06,0.003954121113960589,0.6415490154040403,0.9536274913605451,5.897374520967852e+17,0.00017916721915417448,True,1.0004205975835248,1.0002954600077631,0.5125751104133296,0.9995800453613745,0.9997032519984306,0.00017949411472518125,0.00018067668950750378,0.012939497777556676,4.44496,1.37272,11.2925,1.15619,0.9632993001028524,0.5160273938238467,0.4772232142137483,1.06631,6049.08,0.0,0.523174226020371,0.9496628553903022,1.6157861945359677,89.820892113126,4.017664292664161,216.76013101807845,-0.6102520731659843
PSLS/data/trainPlanet.hdf5,run_00016,0.00017577390266013417,1.5,101.07969189814816,4,4,1.0,422.00220022002196,258.3958395839584,214.96699669966995,8.882733646207616e-06,7.47517196571576e-06,7.438725212912432e-06,0.004205774905308402,0.10915894470934315,0.8796973746073796,81874790866295.16,0.003554483837330553,False,1.0010896410456798,1.000768203414356,0.010374833201630906,0.9989032769553099,0.9992252265791531,0.0004682440444724451,0.00046938482325329495,-0.003470343061702437,4.41315,1.36057,12.9579,1.09059,0.6123092236230923,0.5093978102189781,1.2197832538695077,1.07426,6013.29,0.24306647933645836,1.0539425232432271,0.8018711651161768,1.1333659585812697,,1.5541429407226885,258.2391309637817,0.777443636387538
PSLS/data/trainPlanet.hdf5,run_00017,0.00010453570907552554,0.5,14.579691898148148,13,13,1.0,116.60366036603659,58.27732773277327,174.9299929992999,3.3493444856443724e-06,2.4494478901378666e-06,2.226209852595103e-06,0.002582192283577055,0.10979727285253196,0.9255861766265087,44322353105402.64,0.004288030053519967,False,1.0005068760111124,1.000356425450867,0.012094821985523474,0.9994918655743538,0.9996414335529417,0.00021699722439287613,0.00021739993675204088,-0.001165360735683124,4.43677,1.54745,11.5498,1.1597,0.4997898655139289,1.500210134486071,1.0803706704544558,1.07806,6198.96,0.9749653235897869,6.393293865049053,0.0,0.4907532584357604,,1.202761794727469,405.2742273539149,14.343070520072002
PSLS/data/trainPlanet.hdf5,run_00021,,,,,,,,,,,,,,,1.0790556730643113,,,False,,,,,,,,,4.47551,1.14963,10.2459,1.11519,,,,1.01104,5942.8,,,,,,,,
PSLS/data/trainPlanet.hdf5,run_00023,0.00019266951192243152,1.5,346.07969189814816,3,3,1.0,366.86818681868186,621.7881788178818,261.58815881588157,7.015971215816889e-06,6.539359900876058e-06,6.524064028240286e-06,0.0037405960989466453,0.13163260068592922,0.9067718576069993,52188099366059.35,0.004088661960600439,False,1.001030873227393,1.0007251288585723,0.0005905690245424644,0.9989818484140279,0.9992757234334751,0.00044004307130567414,0.0004405882597387388,0.016329099935401534,4.42192,1.32648,12.8765,1.09059,1.6948544495224647,0.7130303695293343,0.695878262245861,1.06346,6005.52,0.12402084494264945,1.2384178227654097,0.018191856503648626,1.0323660708934448,,1.61076437310363,268.86521500728145,1.2602767909515682
