logz logzerr logvol nlive logl logwt insert_order
-1.561174867476870120e+07 8.288640303346993169e+05 -2.650000000000001799e-01 4.000000000000000000e+02 -1.401109927650863118e+07 -1.401110553422291763e+07 3.599999999999999867e-01
-1.401110553422291763e+07 1.063436153618485900e+06 -2.675000000000001821e-01 4.000000000000000000e+02 -1.261601823892432079e+07 -1.261602449913860671e+07 7.499999999999999722e-02
-1.261602449913860671e+07 9.361232455652919598e+05 -2.700000000000001843e-01 4.000000000000000000e+02 -1.202813077727283351e+07 -1.202813703998712078e+07 2.650000000000000133e-01
-1.202813703998712078e+07 2.771328241033755476e+05 -2.725000000000001865e-01 4.000000000000000000e+02 -1.084122169172714651e+07 -1.084122795694143325e+07 1.794999999999999929e+00
-1.084122795694143325e+07 5.851543701681524981e+05 -2.750000000000001887e-01 4.000000000000000000e+02 -1.008329658698797040e+07 -1.008330285470225662e+07 1.504999999999999893e+00
-1.008330285470225662e+07 8.316606877575516701e+05 -2.775000000000001910e-01 4.000000000000000000e+02 -8.942587041530389339e+06 -8.942593311744676903e+06 3.099999999999999978e-01
-8.942593311744676903e+06 9.458154271377079422e+05 -2.800000000000001932e-01 4.000000000000000000e+02 -7.838826660078085959e+06 -7.838832932792373002e+06 6.700000000000000400e-01
-7.838832932792373002e+06 9.666429924603401450e+05 -2.825000000000001954e-01 4.000000000000000000e+02 -7.544956007542974316e+06 -7.544962282757260837e+06 1.000000000000000021e-02
-7.544962282757260837e+06 9.213659677547062747e+05 -2.850000000000001976e-01 4.000000000000000000e+02 -7.297728087839883752e+06 -7.297734365554170683e+06 7.900000000000000355e-01
-7.297734365554170683e+06 7.260321653161073336e+05 -2.875000000000001998e-01 4.000000000000000000e+02 -6.655855119356912561e+06 -6.655861399571198970e+06 1.860000000000000098e+00
-6.655861399571198970e+06 4.619050203978882637e+05 -2.900000000000002021e-01 4.000000000000000000e+02 -6.327355450721669011e+06 -6.327361733435955830e+06 7.249999999999999778e-01
-6.327361733435955830e+06 4.391034419304711628e+05 -2.925000000000002043e-01 4.000000000000000000e+02 -5.887055404000819661e+06 -5.887061689215105958e+06 1.715000000000000080e+00
-5.887061689215105958e+06 4.787924631595560932e+05 -2.950000000000002065e-01 4.000000000000000000e+02 -5.343581063390750438e+06 -5.343587351105037145e+06 1.534999999999999920e+00
-5.343587351105037145e+06 6.516506863092249259e+05 -2.975000000000002087e-01 4.000000000000000000e+02 -5.224045389820803888e+06 -5.224051680035091005e+06 1.650000000000000078e-01
-5.224051680035091005e+06 5.634987248415937938e+04 -3.000000000000002109e-01 4.000000000000000000e+02 -5.200187552643603645e+06 -5.200193845357890241e+06 1.010000000000000009e+00
-5.200193845357890241e+06 3.882184019206925586e+04 -3.025000000000002132e-01 4.000000000000000000e+02 -4.768051372476154007e+06 -4.768057667690441012e+06 1.895000000000000018e+00
-4.768057667690441012e+06 2.066091455213958980e+05 -3.050000000000002154e-01 4.000000000000000000e+02 -4.702735166894886643e+06 -4.702741464609173127e+06 7.399999999999999911e-01
-4.702741464609173127e+06 1.820904405988756334e+05 -3.075000000000002176e-01 4.000000000000000000e+02 -4.354207255301675759e+06 -4.354213555515962653e+06 1.909999999999999920e+00
-4.354213555515962653e+06 1.610823926745012286e+05 -3.100000000000002198e-01 4.000000000000000000e+02 -4.082644606773182284e+06 -4.082650909487469122e+06 7.850000000000000311e-01
-4.082650909487469122e+06 1.012049943050356669e+05 -3.125000000000002220e-01 4.000000000000000000e+02 -4.031793347485564183e+06 -4.031799652699850965e+06 1.080000000000000071e+00
-4.031799652699850965e+06 8.620133690370143449e+04 -3.150000000000002243e-01 4.000000000000000000e+02 -3.869340059429668821e+06 -3.869346367143955547e+06 1.074999999999999956e+00
